rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.939494,10,10
2023-03-01,1.0,10,10
2023-04-03,0.762837,10,10
2023-05-01,0.734807,10,10
2023-06-01,1.0,10,10
2023-07-03,0.971873,10,10
2023-08-01,0.990241,10,10
2023-09-01,0.900218,10,10
2023-10-02,1.0,10,10
2023-11-01,1.0,10,10
2023-12-01,1.0,10,10
2024-01-01,1.0,10,10
2024-02-01,0.983691,10,10
2024-03-01,0.858862,10,10
2024-04-01,1.0,10,10
2024-05-01,1.0,10,10
2024-06-03,1.0,10,10
2024-07-01,0.910649,10,10
2024-08-01,0.8081,10,10
2024-09-02,1.0,10,10
2024-10-01,0.81118,10,10
2024-11-01,0.935931,10,10
2024-12-02,1.0,10,10
2025-01-01,0.917615,10,10
2025-02-03,1.0,10,10
2025-03-03,1.0,10,10
2025-04-01,0.904071,10,10
2025-05-01,0.980456,10,10
2025-06-02,1.0,10,10
2025-07-01,0.90922,10,10
2025-08-01,0.877837,10,10
2025-09-01,0.97266,10,10
2025-10-01,1.0,10,10
2025-11-03,0.950781,10,10
2025-12-01,0.790788,10,10
