rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.891999,10,10
2023-03-01,1.0,10,10
2023-04-03,0.8,10,10
2023-05-01,0.8,10,10
2023-06-01,0.97913,10,10
2023-07-03,1.0,10,10
2023-08-01,1.0,10,10
2023-09-01,0.981718,10,10
2023-10-02,0.94081,10,10
2023-11-01,0.991052,10,10
2023-12-01,1.0,10,10
2024-01-01,1.0,10,10
2024-02-01,0.90275,10,10
2024-03-01,1.0,10,10
2024-04-01,1.0,10,10
2024-05-01,0.99,10,10
2024-06-03,1.0,10,10
2024-07-01,1.0,10,10
2024-08-01,0.802344,10,10
2024-09-02,1.0,10,10
2024-10-01,0.800499,10,10
2024-11-01,0.977385,10,10
2024-12-02,0.98017,10,10
2025-01-01,0.901403,10,10
2025-02-03,1.0,10,10
2025-03-03,0.987088,10,10
2025-04-01,0.838023,10,10
2025-05-01,1.0,10,10
2025-06-02,1.0,10,10
2025-07-01,0.841076,10,10
2025-08-01,0.862411,10,10
2025-09-01,0.960305,10,10
2025-10-01,0.872493,10,10
2025-11-03,0.929444,10,10
2025-12-01,0.70043,10,10
