rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.928449,10,10
2023-03-01,1.0,10,10
2023-04-03,0.8,10,10
2023-05-01,0.8,10,10
2023-06-01,0.970477,10,10
2023-07-03,0.99,10,10
2023-08-01,0.965254,10,10
2023-09-01,1.0,10,10
2023-10-02,0.973322,10,10
2023-11-01,1.0,10,10
2023-12-01,1.0,10,10
2024-01-01,1.0,10,10
2024-02-01,0.916008,10,10
2024-03-01,0.99,10,10
2024-04-01,1.0,10,10
2024-05-01,1.0,10,10
2024-06-03,1.0,10,10
2024-07-01,1.0,10,10
2024-08-01,0.835305,10,10
2024-09-02,1.0,10,10
2024-10-01,0.8,10,10
2024-11-01,1.0,10,10
2024-12-02,1.0,10,10
2025-01-01,0.890282,10,10
2025-02-03,1.0,10,10
2025-03-03,0.99,10,10
2025-04-01,0.840784,10,10
2025-05-01,1.0,10,10
2025-06-02,1.0,10,10
2025-07-01,0.875319,10,10
2025-08-01,0.873034,10,10
2025-09-01,0.93294,10,10
2025-10-01,1.0,10,10
2025-11-03,0.958489,10,10
2025-12-01,0.702454,10,10
