date,portfolio_return
2023-01-03,-0.0016205803944124681
2023-01-04,0.024435264695544287
2023-01-05,0.0064290020612636336
2023-01-06,0.031644599886189666
2023-01-09,-0.001144097843630522
2023-01-10,0.01960082995384104
2023-01-11,0.015608435088370329
2023-01-12,0.004723210101661252
2023-01-13,0.006090257251255134
2023-01-16,0.0
2023-01-17,0.002788432295636627
2023-01-18,-0.004279730554327058
2023-01-19,-0.027352529951011
2023-01-20,0.02387558255811465
2023-01-23,0.033351228656199945
2023-01-24,-0.018144055206139563
2023-01-25,-0.001764087841046908
2023-01-26,0.02371251400846857
2023-01-27,0.0011547153449599844
2023-01-30,-0.01826352740440769
2023-01-31,0.025670853328457054
2023-02-02,0.031054566567162625
2023-02-03,-0.024235329981147986
2023-02-06,-0.015748917137141185
2023-02-07,-0.0004600697930208038
2023-02-08,-0.014987628347193074
2023-02-09,-0.022722856975835048
2023-02-10,0.00627376946496984
2023-02-13,0.023765163845155375
2023-02-14,-0.00859210123040913
2023-02-15,0.013461449916141802
2023-02-16,-0.02051300312890246
2023-02-17,-0.0022675554620004324
2023-02-20,0.0
2023-02-21,-0.030064579183638408
2023-02-22,0.00033890276541791934
2023-02-23,0.004967901270058816
2023-02-24,-0.016921866663861442
2023-02-27,-0.00721330477429384
2023-02-28,0.002067069264934703
2023-03-02,0.0025319538442299095
2023-03-03,0.014587884851765993
2023-03-06,-0.014160008747179719
2023-03-07,-0.023206033708717697
2023-03-08,0.001282728843046462
2023-03-09,-0.031195836383804847
2023-03-10,-0.03930859826873002
2023-03-13,-0.024943953684751677
2023-03-14,-0.005750876292105683
2023-03-15,-0.015728602369967638
2023-03-16,0.0120513454217617
2023-03-17,-0.03005419115931437
2023-03-20,0.024688709843635
2023-03-21,0.030632075377471656
2023-03-22,-0.03649156477703336
2023-03-23,-0.01680257921912471
2023-03-24,0.015091762926885056
2023-03-27,0.01133545596293009
2023-03-28,0.013585538033584527
2023-03-29,0.024384635699026967
2023-03-30,0.005582803477760482
2023-03-31,0.01675346320379606
2023-04-04,-0.014524099723027576
2023-04-05,-0.010602960526652586
2023-04-06,0.006363319667136915
2023-04-07,-2.2204460492503136e-16
2023-04-10,0.006904365225559572
2023-04-11,0.009801541750480489
2023-04-12,-0.01498878239528122
2023-04-13,0.011528159012346354
2023-04-14,-0.008550153389457532
2023-04-17,0.019781169175022723
2023-04-18,-0.004298442372228775
2023-04-19,0.003357928921008827
2023-04-20,-0.014031824089437138
2023-04-21,0.0001045900235655746
2023-04-24,-0.002220822267187954
2023-04-25,-0.012991444327162928
2023-04-26,-0.008274804787588515
2023-04-27,0.035347589469201475
2023-04-28,-0.0001124959824393047
2023-05-02,-0.03513071143835936
2023-05-03,0.0009481466434771253
2023-05-04,-0.01847585372701621
2023-05-05,0.04117700461137501
2023-05-08,-0.014449545924667526
2023-05-09,0.0027758096008287554
2023-05-10,-0.006476913106076364
2023-05-11,-0.010814040582385383
2023-05-12,-0.015462739137584312
2023-05-15,0.028022682411962818
2023-05-16,-0.028584262390296808
2023-05-17,0.0377760372037914
2023-05-18,0.0038185219982913056
2023-05-19,-0.014221944842155521
2023-05-22,0.02653629566088874
2023-05-23,0.00281766419895994
2023-05-24,-0.019424278160505393
2023-05-25,-0.004184874159180831
2023-05-26,0.00498458308527724
2023-05-29,-1.1102230246251565e-16
2023-05-30,0.007448717503288916
2023-05-31,-0.01747672386892608
2023-06-02,0.029878513358251656
2023-06-05,-0.0071864141571947125
2023-06-06,0.01449248523682291
2023-06-07,0.013096456871031009
2023-06-08,-0.0018289879071894458
2023-06-09,-0.007222670622840549
2023-06-12,0.016112314130514564
2023-06-13,0.020126525472501766
2023-06-14,-0.0052170118435185715
2023-06-15,0.012132809533357202
2023-06-16,-0.010886467696238498
2023-06-19,0.0
2023-06-20,-0.0033249454230023442
2023-06-21,-0.0061885892784428655
2023-06-22,-0.010074348391608525
2023-06-23,-0.00868635461892861
2023-06-26,0.005580709389521457
2023-06-27,0.02257533613873176
2023-06-28,5.427722107055532e-05
2023-06-29,0.016159109548225435
2023-06-30,0.005767855537224693
2023-07-04,2.2204460492503128e-16
2023-07-05,-0.002744717371616963
2023-07-06,-0.007564915389605531
2023-07-07,0.021428894547543306
2023-07-10,-0.005953334662864623
2023-07-11,0.021242209197123416
2023-07-12,-0.001160512117930396
2023-07-13,0.0034317614803145635
2023-07-14,-0.021421969568437053
2023-07-17,-0.0014028066908236738
2023-07-18,0.02319243177127696
2023-07-19,0.026824065212982584
2023-07-20,0.009081673764927287
2023-07-21,-0.001319155012679091
2023-07-24,0.012517285579686982
2023-07-25,-0.003040589464570302
2023-07-26,0.014005226382828048
2023-07-27,-0.005205441903379507
2023-07-28,-0.0013840366088217512
2023-07-31,0.009035948145727439
2023-08-02,-0.004827167656216068
2023-08-03,0.009293710698625796
2023-08-04,-0.004696204074330017
2023-08-07,0.018907195303685127
2023-08-08,-0.0060607017650242765
2023-08-09,-0.004826091565734844
2023-08-10,0.00451187387474901
2023-08-11,0.00019779036001022735
2023-08-14,0.0031868122613873235
2023-08-15,-0.014445340738001801
2023-08-16,-0.009895977809663978
2023-08-17,-0.009904899295560404
2023-08-18,0.006102135158375539
2023-08-21,0.006153869293402289
2023-08-22,0.004706396049386603
2023-08-23,0.01472369664633634
2023-08-24,-0.012651406823361291
2023-08-25,0.005660599727504971
2023-08-28,0.013711610258155503
2023-08-29,0.007789227237307079
2023-08-30,-0.0038577883945724923
2023-08-31,-0.005723885888609069
2023-09-04,0.0
2023-09-05,-0.011621127869759542
2023-09-06,0.002119474206088729
2023-09-07,-0.017264008899938642
2023-09-08,-0.005585104966732181
2023-09-11,0.002593121148823527
2023-09-12,0.0009940679517506247
2023-09-13,-0.007297624346512531
2023-09-14,0.0032982343300322283
2023-09-15,-0.011018193434567934
2023-09-18,-0.009840784567813824
2023-09-19,-0.0019883575032624513
2023-09-20,-0.003996046138466088
2023-09-21,-0.024330191809648554
2023-09-22,-0.0028291442325785805
2023-09-25,0.005254648920334064
2023-09-26,-0.021673322733681954
2023-09-27,0.008406422468314856
2023-09-28,0.04877996948098895
2023-09-29,-0.0016729628845469973
2023-10-03,-0.033696320523208555
2023-10-04,-0.0005306364616437161
2023-10-05,-0.016170339465987487
2023-10-06,0.01030945116305467
2023-10-09,-0.003135981175826662
2023-10-10,0.0086106934937853
2023-10-11,-0.013428018114356562
2023-10-12,-0.03152734090736531
2023-10-13,-0.007155300644915855
2023-10-16,0.012963178956606198
2023-10-17,0.01078589106371286
2023-10-18,-0.013498203871672481
2023-10-19,-0.01564913491021903
2023-10-20,-0.019001319225997775
2023-10-23,0.0021088705806266567
2023-10-24,-0.004699945858858467
2023-10-25,-0.013580883721942622
2023-10-26,-0.007390390198684171
2023-10-27,0.005610565022001585
2023-10-30,0.009587134496446778
2023-10-31,0.006484287525189858
2023-11-02,0.023276941028901623
2023-11-03,0.049956534599485215
2023-11-06,-0.019945256846730014
2023-11-07,0.004610930610481619
2023-11-08,-0.014728950093271829
2023-11-09,-0.016942100789643835
2023-11-10,0.015016381471363216
