date,model,variable,RGR,n_assets,perturbation_percentage
2024-01-01,xgboost,ret_1m,0.971148,407,0.05
2024-01-01,xgboost,log_mktcap,0.914875,407,0.05
2024-02-01,xgboost,vol_3m,1.0,407,0.05
2024-02-01,xgboost,vol_1m,0.999823,407,0.05
2024-02-01,xgboost,ret_6m,0.998267,407,0.05
2024-02-01,xgboost,ret_1w,0.99775,407,0.05
2024-02-01,xgboost,amihud,0.993668,407,0.05
2024-02-01,xgboost,ret_1m,0.990417,407,0.05
2024-02-01,xgboost,vol_ratio,0.987728,407,0.05
2024-02-01,xgboost,ret_12m,0.981793,407,0.05
2024-02-01,xgboost,ret_3m,0.970152,407,0.05
2024-02-01,xgboost,log_mktcap,0.871231,407,0.05
2024-03-01,xgboost,ret_1w,1.0,407,0.05
2024-03-01,xgboost,ret_12m,0.989114,407,0.05
2024-03-01,xgboost,ret_6m,0.954965,407,0.05
2024-03-01,xgboost,vol_3m,0.951907,407,0.05
2024-03-01,xgboost,vol_1m,0.945735,407,0.05
2024-03-01,xgboost,amihud,0.944247,407,0.05
2024-03-01,xgboost,vol_ratio,0.938865,407,0.05
2024-03-01,xgboost,ret_3m,0.932003,407,0.05
2024-03-01,xgboost,ret_1m,0.90363,407,0.05
2024-03-01,xgboost,log_mktcap,0.868173,407,0.05
2024-04-01,xgboost,vol_3m,1.0,407,0.05
2024-04-01,xgboost,vol_1m,0.999947,407,0.05
2024-04-01,xgboost,ret_1w,0.997494,407,0.05
2024-04-01,xgboost,amihud,0.995611,407,0.05
2024-04-01,xgboost,vol_ratio,0.994976,407,0.05
2024-04-01,xgboost,ret_12m,0.994374,407,0.05
2024-04-01,xgboost,ret_3m,0.992942,407,0.05
2024-04-01,xgboost,ret_6m,0.992759,407,0.05
2024-04-01,xgboost,ret_1m,0.971148,407,0.05
2024-04-01,xgboost,log_mktcap,0.898819,407,0.05
2024-05-01,xgboost,vol_1m,0.997627,407,0.05
2024-05-01,xgboost,vol_3m,0.994932,407,0.05
2024-05-01,xgboost,amihud,0.994249,407,0.05
2024-05-01,xgboost,ret_1w,0.992596,407,0.05
2024-05-01,xgboost,ret_3m,0.985668,407,0.05
2024-05-01,xgboost,ret_12m,0.985052,407,0.05
2024-05-01,xgboost,ret_6m,0.984022,407,0.05
2024-05-01,xgboost,vol_ratio,0.972349,407,0.05
2024-05-01,xgboost,ret_1m,0.963088,407,0.05
2024-05-01,xgboost,log_mktcap,0.835208,407,0.05
2024-06-03,xgboost,vol_3m,1.0,407,0.05
2024-06-03,xgboost,vol_1m,1.0,407,0.05
2024-06-03,xgboost,ret_1w,0.996972,407,0.05
2024-06-03,xgboost,amihud,0.994561,407,0.05
2024-06-03,xgboost,ret_6m,0.993549,407,0.05
2024-06-03,xgboost,ret_12m,0.977405,407,0.05
2024-06-03,xgboost,ret_1m,0.976503,407,0.05
2024-06-03,xgboost,ret_3m,0.974178,407,0.05
2024-06-03,xgboost,vol_ratio,0.927857,407,0.05
2024-06-03,xgboost,log_mktcap,0.878425,407,0.05
2024-07-01,xgboost,ret_1w,1.0,407,0.05
2024-07-01,xgboost,vol_ratio,1.0,407,0.05
2024-07-01,xgboost,amihud,0.998695,407,0.05
2024-07-01,xgboost,vol_3m,0.997019,407,0.05
2024-07-01,xgboost,ret_6m,0.948735,407,0.05
2024-07-01,xgboost,ret_12m,0.93463,407,0.05
2024-07-01,xgboost,ret_1m,0.918935,407,0.05
2024-07-01,xgboost,ret_3m,0.918708,407,0.05
2024-07-01,xgboost,vol_1m,0.912918,407,0.05
2024-07-01,xgboost,log_mktcap,0.833948,407,0.05
2024-08-01,xgboost,vol_3m,0.999092,407,0.05
2024-08-01,xgboost,vol_1m,0.998479,407,0.05
2024-08-01,xgboost,ret_1w,0.996389,407,0.05
2024-08-01,xgboost,amihud,0.991168,407,0.05
2024-08-01,xgboost,ret_12m,0.987931,407,0.05
2024-08-01,xgboost,ret_6m,0.976068,407,0.05
2024-08-01,xgboost,vol_ratio,0.959058,407,0.05
2024-08-01,xgboost,ret_1m,0.952625,407,0.05
2024-08-01,xgboost,ret_3m,0.931458,407,0.05
2024-08-01,xgboost,log_mktcap,0.811132,407,0.05
2024-09-02,xgboost,vol_1m,0.99951,407,0.05
2024-09-02,xgboost,vol_3m,0.999101,407,0.05
2024-09-02,xgboost,ret_6m,0.997753,407,0.05
2024-09-02,xgboost,ret_1w,0.995684,407,0.05
2024-09-02,xgboost,amihud,0.992546,407,0.05
2024-09-02,xgboost,ret_12m,0.990728,407,0.05
2024-09-02,xgboost,vol_ratio,0.989153,407,0.05
2024-09-02,xgboost,ret_3m,0.987573,407,0.05
2024-09-02,xgboost,ret_1m,0.961216,407,0.05
2024-09-02,xgboost,log_mktcap,0.882761,407,0.05
2024-10-01,xgboost,vol_1m,0.999721,407,0.05
2024-10-01,xgboost,vol_3m,0.997242,407,0.05
2024-10-01,xgboost,ret_1w,0.996126,407,0.05
2024-10-01,xgboost,ret_6m,0.99495,407,0.05
2024-10-01,xgboost,ret_3m,0.992185,407,0.05
2024-10-01,xgboost,ret_12m,0.992061,407,0.05
2024-10-01,xgboost,amihud,0.991347,407,0.05
2024-10-01,xgboost,vol_ratio,0.98094,407,0.05
2024-10-01,xgboost,ret_1m,0.964082,407,0.05
2024-10-01,xgboost,log_mktcap,0.886293,407,0.05
2024-11-01,xgboost,ret_1w,1.0,407,0.05
2024-11-01,xgboost,vol_1m,1.0,407,0.05
2024-11-01,xgboost,amihud,1.0,407,0.05
2024-11-01,xgboost,vol_3m,1.0,407,0.05
2024-11-01,xgboost,ret_3m,0.98921,407,0.05
2024-11-01,xgboost,ret_12m,0.986208,407,0.05
2024-11-01,xgboost,ret_6m,0.984486,407,0.05
2024-11-01,xgboost,vol_ratio,0.981788,407,0.05
2024-11-01,xgboost,ret_1m,0.95139,407,0.05
2024-11-01,xgboost,log_mktcap,0.903477,407,0.05
2024-12-02,xgboost,ret_1w,1.0,407,0.05
2024-12-02,xgboost,vol_1m,1.0,407,0.05
2024-12-02,xgboost,amihud,1.0,407,0.05
2024-12-02,xgboost,vol_3m,1.0,407,0.05
2024-12-02,xgboost,ret_3m,0.997278,407,0.05
2024-12-02,xgboost,ret_12m,0.98705,407,0.05
2024-12-02,xgboost,ret_6m,0.986525,407,0.05
2024-12-02,xgboost,vol_ratio,0.980015,407,0.05
2024-12-02,xgboost,ret_1m,0.956482,407,0.05
2024-12-02,xgboost,log_mktcap,0.878153,407,0.05
2025-01-01,xgboost,vol_1m,0.99959,407,0.05
2025-01-01,xgboost,vol_3m,0.999474,407,0.05
2025-01-01,xgboost,ret_1w,0.996092,407,0.05
2025-01-01,xgboost,amihud,0.995805,407,0.05
2025-01-01,xgboost,ret_12m,0.994155,407,0.05
2025-01-01,xgboost,ret_6m,0.993778,407,0.05
2025-01-01,xgboost,ret_3m,0.992953,407,0.05
2025-01-01,xgboost,vol_ratio,0.979796,407,0.05
2025-01-01,xgboost,ret_1m,0.968166,407,0.05
2025-01-01,xgboost,log_mktcap,0.83689,407,0.05
2025-02-03,xgboost,ret_1w,1.0,407,0.05
2025-02-03,xgboost,vol_ratio,1.0,407,0.05
2025-02-03,xgboost,vol_3m,1.0,407,0.05
2025-02-03,xgboost,vol_1m,0.988598,407,0.05
2025-02-03,xgboost,amihud,0.983646,407,0.05
2025-02-03,xgboost,ret_12m,0.972188,407,0.05
2025-02-03,xgboost,ret_6m,0.966788,407,0.05
2025-02-03,xgboost,ret_1m,0.958967,407,0.05
2025-02-03,xgboost,log_mktcap,0.898697,407,0.05
2025-02-03,xgboost,ret_3m,0.87099,407,0.05
2025-03-03,xgboost,ret_1w,1.0,407,0.05
2025-03-03,xgboost,vol_ratio,1.0,407,0.05
2025-03-03,xgboost,amihud,0.970831,407,0.05
2025-03-03,xgboost,ret_1m,0.95162,407,0.05
2025-03-03,xgboost,ret_6m,0.938439,407,0.05
2025-03-03,xgboost,vol_3m,0.937701,407,0.05
2025-03-03,xgboost,vol_1m,0.926478,407,0.05
2025-03-03,xgboost,ret_3m,0.923167,407,0.05
2025-03-03,xgboost,ret_12m,0.855021,407,0.05
2025-03-03,xgboost,log_mktcap,0.803506,407,0.05
2025-04-01,xgboost,ret_1w,1.0,407,0.05
2025-04-01,xgboost,vol_ratio,1.0,407,0.05
2025-04-01,xgboost,vol_3m,0.988731,407,0.05
2025-04-01,xgboost,amihud,0.980009,407,0.05
2025-04-01,xgboost,vol_1m,0.970555,407,0.05
2025-04-01,xgboost,ret_6m,0.958829,407,0.05
2025-04-01,xgboost,ret_1m,0.924307,407,0.05
2025-04-01,xgboost,ret_12m,0.905707,407,0.05
2025-04-01,xgboost,ret_3m,0.871274,407,0.05
2025-04-01,xgboost,log_mktcap,0.824873,407,0.05
2025-05-01,xgboost,ret_1w,1.0,407,0.05
2025-05-01,xgboost,vol_ratio,1.0,407,0.05
2025-05-01,xgboost,amihud,0.998095,407,0.05
2025-05-01,xgboost,vol_1m,0.997191,407,0.05
2025-05-01,xgboost,ret_1m,0.982952,407,0.05
2025-05-01,xgboost,ret_6m,0.9806,407,0.05
2025-05-01,xgboost,vol_3m,0.962019,407,0.05
2025-05-01,xgboost,ret_12m,0.911889,407,0.05
2025-05-01,xgboost,ret_3m,0.849062,407,0.05
2025-05-01,xgboost,log_mktcap,0.822587,407,0.05
2025-06-02,xgboost,ret_1w,0.989969,407,0.05
2025-06-02,xgboost,vol_1m,0.988032,407,0.05
2025-06-02,xgboost,vol_ratio,0.984603,407,0.05
2025-06-02,xgboost,vol_3m,0.978981,407,0.05
2025-06-02,xgboost,ret_1m,0.972636,407,0.05
2025-06-02,xgboost,ret_6m,0.970209,407,0.05
2025-06-02,xgboost,amihud,0.967537,407,0.05
2025-06-02,xgboost,ret_12m,0.966703,407,0.05
2025-06-02,xgboost,ret_3m,0.924367,407,0.05
2025-06-02,xgboost,log_mktcap,0.834075,407,0.05
2025-07-01,xgboost,ret_12m,0.9803,407,0.05
2025-07-01,xgboost,vol_3m,0.977425,407,0.05
2025-07-01,xgboost,ret_6m,0.976331,407,0.05
2025-07-01,xgboost,vol_1m,0.975884,407,0.05
2025-07-01,xgboost,amihud,0.97386,407,0.05
2025-07-01,xgboost,vol_ratio,0.966826,407,0.05
2025-07-01,xgboost,ret_1m,0.964475,407,0.05
2025-07-01,xgboost,ret_1w,0.957529,407,0.05
2025-07-01,xgboost,ret_3m,0.927151,407,0.05
2025-07-01,xgboost,log_mktcap,0.909322,407,0.05
2025-08-01,xgboost,vol_1m,0.990301,407,0.05
2025-08-01,xgboost,ret_12m,0.984796,407,0.05
2025-08-01,xgboost,ret_1w,0.98015,407,0.05
2025-08-01,xgboost,amihud,0.972518,407,0.05
2025-08-01,xgboost,ret_1m,0.971157,407,0.05
2025-08-01,xgboost,ret_6m,0.969635,407,0.05
2025-08-01,xgboost,vol_3m,0.968625,407,0.05
2025-08-01,xgboost,vol_ratio,0.964379,407,0.05
2025-08-01,xgboost,ret_3m,0.924085,407,0.05
2025-08-01,xgboost,log_mktcap,0.887269,407,0.05
2025-09-01,xgboost,vol_3m,0.98599,407,0.05
2025-09-01,xgboost,vol_1m,0.982054,407,0.05
2025-09-01,xgboost,ret_12m,0.982043,407,0.05
2025-09-01,xgboost,amihud,0.973541,407,0.05
2025-09-01,xgboost,ret_6m,0.971991,407,0.05
2025-09-01,xgboost,ret_1w,0.968046,407,0.05
2025-09-01,xgboost,ret_1m,0.957979,407,0.05
2025-09-01,xgboost,ret_3m,0.939026,407,0.05
2025-09-01,xgboost,vol_ratio,0.920879,407,0.05
2025-09-01,xgboost,log_mktcap,0.871452,407,0.05
2025-10-01,xgboost,vol_1m,0.992216,407,0.05
2025-10-01,xgboost,ret_6m,0.983447,407,0.05
2025-10-01,xgboost,vol_3m,0.977838,407,0.05
2025-10-01,xgboost,amihud,0.970369,407,0.05
2025-10-01,xgboost,vol_ratio,0.966084,407,0.05
2025-10-01,xgboost,ret_12m,0.963265,407,0.05
2025-10-01,xgboost,ret_1w,0.959212,407,0.05
2025-10-01,xgboost,ret_3m,0.9426,407,0.05
2025-10-01,xgboost,ret_1m,0.924072,407,0.05
2025-10-01,xgboost,log_mktcap,0.85345,407,0.05
2025-11-03,xgboost,vol_1m,0.985266,407,0.05
2025-11-03,xgboost,ret_1w,0.976783,407,0.05
2025-11-03,xgboost,vol_3m,0.973834,407,0.05
2025-11-03,xgboost,ret_6m,0.971848,407,0.05
2025-11-03,xgboost,amihud,0.968045,407,0.05
2025-11-03,xgboost,ret_12m,0.963949,407,0.05
2025-11-03,xgboost,vol_ratio,0.956249,407,0.05
2025-11-03,xgboost,ret_1m,0.954257,407,0.05
2025-11-03,xgboost,ret_3m,0.910074,407,0.05
2025-11-03,xgboost,log_mktcap,0.820998,407,0.05
2025-12-01,xgboost,vol_1m,0.985996,407,0.05
2025-12-01,xgboost,ret_1w,0.974024,407,0.05
2025-12-01,xgboost,amihud,0.971765,407,0.05
2025-12-01,xgboost,vol_3m,0.963718,407,0.05
2025-12-01,xgboost,ret_12m,0.960032,407,0.05
2025-12-01,xgboost,ret_6m,0.959221,407,0.05
2025-12-01,xgboost,ret_1m,0.958851,407,0.05
2025-12-01,xgboost,vol_ratio,0.954399,407,0.05
2025-12-01,xgboost,ret_3m,0.889529,407,0.05
2025-12-01,xgboost,log_mktcap,0.81577,407,0.05
2023-01-02,mlp,amihud,0.965327,407,0.05
2023-01-02,mlp,vol_3m,0.964105,407,0.05
2023-01-02,mlp,ret_6m,0.959343,407,0.05
2023-01-02,mlp,vol_ratio,0.956832,407,0.05
2023-01-02,mlp,ret_12m,0.956431,407,0.05
2023-01-02,mlp,ret_1w,0.955247,407,0.05
2023-01-02,mlp,ret_3m,0.946757,407,0.05
2023-01-02,mlp,vol_1m,0.944568,407,0.05
2023-01-02,mlp,ret_1m,0.941871,407,0.05
2023-01-02,mlp,log_mktcap,0.908388,407,0.05
2023-02-01,mlp,ret_1m,0.955213,407,0.05
2023-02-01,mlp,amihud,0.952584,407,0.05
2023-02-01,mlp,vol_ratio,0.949062,407,0.05
2023-02-01,mlp,vol_3m,0.947952,407,0.05
2023-02-01,mlp,ret_3m,0.941479,407,0.05
2023-02-01,mlp,ret_1w,0.940363,407,0.05
2023-02-01,mlp,ret_6m,0.926818,407,0.05
2023-02-01,mlp,ret_12m,0.923012,407,0.05
2023-02-01,mlp,vol_1m,0.920289,407,0.05
2023-02-01,mlp,log_mktcap,0.87911,407,0.05
2023-03-01,mlp,ret_1m,0.961065,407,0.05
2023-03-01,mlp,vol_ratio,0.960336,407,0.05
2023-03-01,mlp,ret_6m,0.954669,407,0.05
2023-03-01,mlp,ret_3m,0.954406,407,0.05
2023-03-01,mlp,amihud,0.946852,407,0.05
2023-03-01,mlp,ret_12m,0.941838,407,0.05
2023-03-01,mlp,ret_1w,0.940997,407,0.05
2023-03-01,mlp,vol_1m,0.923444,407,0.05
2023-03-01,mlp,vol_3m,0.906086,407,0.05
2023-03-01,mlp,log_mktcap,0.879008,407,0.05
2023-04-03,mlp,amihud,0.976259,407,0.05
2023-04-03,mlp,ret_1w,0.972857,407,0.05
2023-04-03,mlp,ret_3m,0.965416,407,0.05
2023-04-03,mlp,vol_3m,0.956671,407,0.05
2023-04-03,mlp,ret_6m,0.955584,407,0.05
2023-04-03,mlp,ret_12m,0.95349,407,0.05
2023-04-03,mlp,ret_1m,0.94561,407,0.05
2023-04-03,mlp,vol_ratio,0.932388,407,0.05
2023-04-03,mlp,vol_1m,0.917597,407,0.05
2023-04-03,mlp,log_mktcap,0.861966,407,0.05
2023-05-01,mlp,ret_1w,0.964948,407,0.05
2023-05-01,mlp,ret_1m,0.962714,407,0.05
2023-05-01,mlp,ret_6m,0.962633,407,0.05
2023-05-01,mlp,amihud,0.962299,407,0.05
2023-05-01,mlp,ret_12m,0.957042,407,0.05
2023-05-01,mlp,ret_3m,0.953138,407,0.05
2023-05-01,mlp,vol_ratio,0.932088,407,0.05
2023-05-01,mlp,vol_3m,0.923371,407,0.05
2023-05-01,mlp,vol_1m,0.913338,407,0.05
2023-05-01,mlp,log_mktcap,0.897636,407,0.05
2023-06-01,mlp,ret_1m,0.968127,407,0.05
2023-06-01,mlp,ret_1w,0.963449,407,0.05
2023-06-01,mlp,amihud,0.962354,407,0.05
2023-06-01,mlp,ret_3m,0.962203,407,0.05
2023-06-01,mlp,vol_3m,0.958657,407,0.05
2023-06-01,mlp,vol_1m,0.943313,407,0.05
2023-06-01,mlp,vol_ratio,0.941513,407,0.05
2023-06-01,mlp,ret_6m,0.937482,407,0.05
2023-06-01,mlp,ret_12m,0.907127,407,0.05
2023-06-01,mlp,log_mktcap,0.903148,407,0.05
2023-07-03,mlp,amihud,0.966403,407,0.05
2023-07-03,mlp,ret_6m,0.962355,407,0.05
2023-07-03,mlp,ret_3m,0.958134,407,0.05
2023-07-03,mlp,vol_ratio,0.952491,407,0.05
2023-07-03,mlp,ret_12m,0.952001,407,0.05
2023-07-03,mlp,ret_1m,0.949905,407,0.05
2023-07-03,mlp,ret_1w,0.948435,407,0.05
2023-07-03,mlp,vol_3m,0.934306,407,0.05
2023-07-03,mlp,log_mktcap,0.9244,407,0.05
2023-07-03,mlp,vol_1m,0.912838,407,0.05
2023-08-01,mlp,ret_6m,0.96926,407,0.05
2023-08-01,mlp,ret_12m,0.961768,407,0.05
2023-08-01,mlp,vol_ratio,0.95752,407,0.05
2023-08-01,mlp,ret_1w,0.954136,407,0.05
2023-08-01,mlp,ret_1m,0.948133,407,0.05
2023-08-01,mlp,amihud,0.945473,407,0.05
2023-08-01,mlp,ret_3m,0.945055,407,0.05
2023-08-01,mlp,vol_1m,0.933889,407,0.05
2023-08-01,mlp,vol_3m,0.928946,407,0.05
2023-08-01,mlp,log_mktcap,0.927588,407,0.05
2023-09-01,mlp,ret_12m,0.975597,407,0.05
2023-09-01,mlp,vol_ratio,0.949809,407,0.05
2023-09-01,mlp,ret_1w,0.949805,407,0.05
2023-09-01,mlp,amihud,0.946221,407,0.05
2023-09-01,mlp,vol_1m,0.943502,407,0.05
2023-09-01,mlp,ret_3m,0.937382,407,0.05
2023-09-01,mlp,ret_1m,0.93713,407,0.05
2023-09-01,mlp,vol_3m,0.934176,407,0.05
2023-09-01,mlp,log_mktcap,0.929428,407,0.05
2023-09-01,mlp,ret_6m,0.916732,407,0.05
2023-10-02,mlp,vol_3m,0.964793,407,0.05
2023-10-02,mlp,ret_1w,0.95078,407,0.05
2023-10-02,mlp,ret_1m,0.947601,407,0.05
2023-10-02,mlp,vol_1m,0.946541,407,0.05
2023-10-02,mlp,ret_6m,0.938036,407,0.05
2023-10-02,mlp,amihud,0.93366,407,0.05
2023-10-02,mlp,ret_12m,0.929953,407,0.05
2023-10-02,mlp,log_mktcap,0.921862,407,0.05
2023-10-02,mlp,vol_ratio,0.913378,407,0.05
2023-10-02,mlp,ret_3m,0.902992,407,0.05
2023-11-01,mlp,ret_1w,0.962647,407,0.05
2023-11-01,mlp,ret_1m,0.961652,407,0.05
2023-11-01,mlp,ret_12m,0.96035,407,0.05
2023-11-01,mlp,ret_6m,0.957973,407,0.05
2023-11-01,mlp,vol_ratio,0.954814,407,0.05
2023-11-01,mlp,vol_3m,0.943807,407,0.05
2023-11-01,mlp,amihud,0.934755,407,0.05
2023-11-01,mlp,vol_1m,0.920413,407,0.05
2023-11-01,mlp,log_mktcap,0.919085,407,0.05
2023-11-01,mlp,ret_3m,0.918767,407,0.05
2023-12-01,mlp,ret_1m,0.954519,407,0.05
2023-12-01,mlp,log_mktcap,0.948017,407,0.05
2023-12-01,mlp,vol_3m,0.945564,407,0.05
2023-12-01,mlp,ret_1w,0.942224,407,0.05
2023-12-01,mlp,ret_3m,0.938161,407,0.05
2023-12-01,mlp,ret_12m,0.93693,407,0.05
2023-12-01,mlp,vol_ratio,0.935062,407,0.05
2023-12-01,mlp,amihud,0.93008,407,0.05
2023-12-01,mlp,vol_1m,0.916349,407,0.05
2023-12-01,mlp,ret_6m,0.89266,407,0.05
2024-01-01,mlp,amihud,0.965098,407,0.05
2024-01-01,mlp,ret_1w,0.96378,407,0.05
2024-01-01,mlp,vol_ratio,0.954344,407,0.05
2024-01-01,mlp,ret_1m,0.946536,407,0.05
2024-01-01,mlp,ret_12m,0.93155,407,0.05
2024-01-01,mlp,ret_6m,0.93089,407,0.05
2024-01-01,mlp,vol_3m,0.929989,407,0.05
2024-01-01,mlp,ret_3m,0.92464,407,0.05
2024-01-01,mlp,vol_1m,0.917617,407,0.05
2024-01-01,mlp,log_mktcap,0.894712,407,0.05
2024-02-01,mlp,vol_ratio,0.968515,407,0.05
2024-02-01,mlp,ret_6m,0.963784,407,0.05
2024-02-01,mlp,ret_1w,0.962762,407,0.05
2024-02-01,mlp,amihud,0.959175,407,0.05
2024-02-01,mlp,vol_3m,0.934354,407,0.05
2024-02-01,mlp,ret_1m,0.930072,407,0.05
2024-02-01,mlp,vol_1m,0.927831,407,0.05
2024-02-01,mlp,ret_12m,0.927613,407,0.05
2024-02-01,mlp,ret_3m,0.920415,407,0.05
2024-02-01,mlp,log_mktcap,0.877001,407,0.05
2024-03-01,mlp,amihud,0.973154,407,0.05
2024-03-01,mlp,ret_3m,0.96094,407,0.05
2024-03-01,mlp,ret_12m,0.958594,407,0.05
2024-03-01,mlp,ret_1m,0.949248,407,0.05
2024-03-01,mlp,vol_ratio,0.945187,407,0.05
2024-03-01,mlp,ret_6m,0.939017,407,0.05
2024-03-01,mlp,ret_1w,0.929978,407,0.05
2024-03-01,mlp,vol_1m,0.929336,407,0.05
2024-03-01,mlp,log_mktcap,0.920372,407,0.05
2024-03-01,mlp,vol_3m,0.904431,407,0.05
2024-04-01,mlp,vol_ratio,0.960569,407,0.05
2024-04-01,mlp,ret_12m,0.959676,407,0.05
2024-04-01,mlp,log_mktcap,0.946993,407,0.05
2024-04-01,mlp,ret_6m,0.942719,407,0.05
2024-04-01,mlp,ret_1w,0.935853,407,0.05
2024-04-01,mlp,ret_3m,0.934051,407,0.05
2024-04-01,mlp,amihud,0.928551,407,0.05
2024-04-01,mlp,vol_3m,0.927656,407,0.05
2024-04-01,mlp,ret_1m,0.926145,407,0.05
2024-04-01,mlp,vol_1m,0.893567,407,0.05
2024-05-01,mlp,ret_3m,0.949967,407,0.05
2024-05-01,mlp,vol_ratio,0.948444,407,0.05
2024-05-01,mlp,vol_1m,0.943683,407,0.05
2024-05-01,mlp,ret_1m,0.940622,407,0.05
2024-05-01,mlp,amihud,0.93004,407,0.05
2024-05-01,mlp,log_mktcap,0.928122,407,0.05
2024-05-01,mlp,ret_12m,0.927117,407,0.05
2024-05-01,mlp,ret_1w,0.924142,407,0.05
2024-05-01,mlp,vol_3m,0.917688,407,0.05
2024-05-01,mlp,ret_6m,0.894951,407,0.05
2024-06-03,mlp,ret_1m,0.950228,407,0.05
2024-06-03,mlp,amihud,0.949192,407,0.05
2024-06-03,mlp,ret_6m,0.939798,407,0.05
2024-06-03,mlp,ret_3m,0.93699,407,0.05
2024-06-03,mlp,ret_1w,0.935296,407,0.05
2024-06-03,mlp,vol_1m,0.933747,407,0.05
2024-06-03,mlp,vol_3m,0.926912,407,0.05
2024-06-03,mlp,vol_ratio,0.921362,407,0.05
2024-06-03,mlp,ret_12m,0.911553,407,0.05
2024-06-03,mlp,log_mktcap,0.902533,407,0.05
2024-07-01,mlp,ret_12m,0.975281,407,0.05
2024-07-01,mlp,amihud,0.947917,407,0.05
2024-07-01,mlp,ret_1w,0.94132,407,0.05
2024-07-01,mlp,ret_6m,0.940588,407,0.05
2024-07-01,mlp,ret_1m,0.932901,407,0.05
2024-07-01,mlp,vol_3m,0.922009,407,0.05
2024-07-01,mlp,vol_1m,0.918605,407,0.05
2024-07-01,mlp,vol_ratio,0.917293,407,0.05
2024-07-01,mlp,ret_3m,0.910225,407,0.05
2024-07-01,mlp,log_mktcap,0.896871,407,0.05
2024-08-01,mlp,ret_1m,0.966153,407,0.05
2024-08-01,mlp,amihud,0.959842,407,0.05
2024-08-01,mlp,ret_12m,0.959485,407,0.05
2024-08-01,mlp,vol_3m,0.945758,407,0.05
2024-08-01,mlp,ret_3m,0.935804,407,0.05
2024-08-01,mlp,ret_1w,0.933393,407,0.05
2024-08-01,mlp,vol_ratio,0.929923,407,0.05
2024-08-01,mlp,ret_6m,0.926141,407,0.05
2024-08-01,mlp,vol_1m,0.910571,407,0.05
2024-08-01,mlp,log_mktcap,0.894957,407,0.05
2024-09-02,mlp,ret_1m,0.958519,407,0.05
2024-09-02,mlp,ret_3m,0.942144,407,0.05
2024-09-02,mlp,vol_3m,0.940003,407,0.05
2024-09-02,mlp,ret_12m,0.939595,407,0.05
2024-09-02,mlp,vol_ratio,0.937491,407,0.05
2024-09-02,mlp,ret_6m,0.935832,407,0.05
2024-09-02,mlp,ret_1w,0.93167,407,0.05
2024-09-02,mlp,amihud,0.92466,407,0.05
2024-09-02,mlp,log_mktcap,0.920606,407,0.05
2024-09-02,mlp,vol_1m,0.910968,407,0.05
2024-10-01,mlp,vol_ratio,0.962557,407,0.05
2024-10-01,mlp,ret_1w,0.953418,407,0.05
2024-10-01,mlp,ret_6m,0.950769,407,0.05
2024-10-01,mlp,ret_12m,0.94634,407,0.05
2024-10-01,mlp,vol_1m,0.943846,407,0.05
2024-10-01,mlp,vol_3m,0.943532,407,0.05
2024-10-01,mlp,amihud,0.940677,407,0.05
2024-10-01,mlp,ret_3m,0.935242,407,0.05
2024-10-01,mlp,log_mktcap,0.933238,407,0.05
2024-10-01,mlp,ret_1m,0.923361,407,0.05
2024-11-01,mlp,ret_1w,0.967234,407,0.05
2024-11-01,mlp,ret_3m,0.959314,407,0.05
2024-11-01,mlp,ret_1m,0.95907,407,0.05
2024-11-01,mlp,vol_3m,0.957523,407,0.05
2024-11-01,mlp,vol_1m,0.957519,407,0.05
2024-11-01,mlp,amihud,0.956667,407,0.05
2024-11-01,mlp,ret_6m,0.956576,407,0.05
2024-11-01,mlp,ret_12m,0.956093,407,0.05
2024-11-01,mlp,log_mktcap,0.94267,407,0.05
2024-11-01,mlp,vol_ratio,0.90192,407,0.05
2024-12-02,mlp,vol_ratio,0.962045,407,0.05
2024-12-02,mlp,ret_12m,0.959056,407,0.05
2024-12-02,mlp,ret_1m,0.959018,407,0.05
2024-12-02,mlp,ret_6m,0.948524,407,0.05
2024-12-02,mlp,ret_1w,0.945963,407,0.05
2024-12-02,mlp,amihud,0.942176,407,0.05
2024-12-02,mlp,ret_3m,0.931035,407,0.05
2024-12-02,mlp,vol_3m,0.904639,407,0.05
2024-12-02,mlp,vol_1m,0.895399,407,0.05
2024-12-02,mlp,log_mktcap,0.888347,407,0.05
2025-01-01,mlp,ret_6m,0.958519,407,0.05
2025-01-01,mlp,ret_1m,0.956406,407,0.05
2025-01-01,mlp,amihud,0.945591,407,0.05
2025-01-01,mlp,ret_12m,0.941026,407,0.05
2025-01-01,mlp,ret_3m,0.927166,407,0.05
2025-01-01,mlp,vol_ratio,0.927061,407,0.05
2025-01-01,mlp,ret_1w,0.923567,407,0.05
2025-01-01,mlp,vol_3m,0.912592,407,0.05
2025-01-01,mlp,vol_1m,0.900788,407,0.05
2025-01-01,mlp,log_mktcap,0.898075,407,0.05
2025-02-03,mlp,ret_1m,0.961322,407,0.05
2025-02-03,mlp,log_mktcap,0.956553,407,0.05
2025-02-03,mlp,amihud,0.948498,407,0.05
2025-02-03,mlp,ret_12m,0.947601,407,0.05
2025-02-03,mlp,vol_1m,0.941049,407,0.05
2025-02-03,mlp,ret_3m,0.938991,407,0.05
2025-02-03,mlp,ret_6m,0.933746,407,0.05
2025-02-03,mlp,ret_1w,0.923269,407,0.05
2025-02-03,mlp,vol_ratio,0.907168,407,0.05
