date,model,variable,RGE,n_assets
2024-09-02,xgboost,vol_1m,0.000511,407
2024-10-01,xgboost,log_mktcap,0.189548,407
2024-10-01,xgboost,ret_1m,0.130607,407
2024-10-01,xgboost,ret_12m,0.012079,407
2024-10-01,xgboost,amihud,0.009008,407
2024-10-01,xgboost,vol_ratio,0.007639,407
2024-10-01,xgboost,ret_3m,0.006287,407
2024-10-01,xgboost,ret_1w,0.004374,407
2024-10-01,xgboost,vol_3m,0.002806,407
2024-10-01,xgboost,ret_6m,0.002502,407
2024-10-01,xgboost,vol_1m,0.000228,407
2024-11-01,xgboost,log_mktcap,0.230557,407
2024-11-01,xgboost,ret_1m,0.219981,407
2024-11-01,xgboost,ret_12m,0.031939,407
2024-11-01,xgboost,ret_3m,0.013745,407
2024-11-01,xgboost,ret_6m,0.012021,407
2024-11-01,xgboost,vol_ratio,0.00244,407
2024-11-01,xgboost,ret_1w,0.0,407
2024-11-01,xgboost,vol_1m,0.0,407
2024-11-01,xgboost,vol_3m,0.0,407
2024-11-01,xgboost,amihud,0.0,407
2024-12-02,xgboost,log_mktcap,0.258806,407
2024-12-02,xgboost,ret_1m,0.199283,407
2024-12-02,xgboost,ret_12m,0.030933,407
2024-12-02,xgboost,ret_6m,0.014521,407
2024-12-02,xgboost,ret_3m,0.010341,407
2024-12-02,xgboost,vol_ratio,0.005158,407
2024-12-02,xgboost,ret_1w,0.0,407
2024-12-02,xgboost,vol_1m,0.0,407
2024-12-02,xgboost,vol_3m,0.0,407
2024-12-02,xgboost,amihud,0.0,407
2025-01-01,xgboost,log_mktcap,0.222882,407
2025-01-01,xgboost,ret_1m,0.075254,407
2025-01-01,xgboost,amihud,0.008112,407
2025-01-01,xgboost,ret_12m,0.007954,407
2025-01-01,xgboost,vol_ratio,0.007891,407
2025-01-01,xgboost,ret_3m,0.007462,407
2025-01-01,xgboost,ret_1w,0.005991,407
2025-01-01,xgboost,ret_6m,0.005782,407
2025-01-01,xgboost,vol_1m,0.001012,407
2025-01-01,xgboost,vol_3m,0.000738,407
2025-02-03,xgboost,log_mktcap,0.223589,407
2025-02-03,xgboost,ret_1m,0.216778,407
2025-02-03,xgboost,ret_3m,0.045895,407
2025-02-03,xgboost,ret_12m,0.031869,407
2025-02-03,xgboost,ret_6m,0.020461,407
2025-02-03,xgboost,amihud,0.01493,407
2025-02-03,xgboost,vol_1m,0.014383,407
2025-02-03,xgboost,ret_1w,0.0,407
2025-02-03,xgboost,vol_ratio,0.0,407
2025-02-03,xgboost,vol_3m,0.0,407
2025-03-03,xgboost,ret_12m,0.26111,407
2025-03-03,xgboost,log_mktcap,0.220856,407
2025-03-03,xgboost,ret_3m,0.143034,407
2025-03-03,xgboost,ret_1m,0.129763,407
2025-03-03,xgboost,vol_1m,0.117794,407
2025-03-03,xgboost,vol_3m,0.068376,407
2025-03-03,xgboost,amihud,0.068345,407
2025-03-03,xgboost,ret_6m,0.055784,407
2025-03-03,xgboost,ret_1w,0.0,407
2025-03-03,xgboost,vol_ratio,0.0,407
2025-04-01,xgboost,log_mktcap,0.219689,407
2025-04-01,xgboost,ret_12m,0.190803,407
2025-04-01,xgboost,ret_1m,0.14644,407
2025-04-01,xgboost,ret_3m,0.132184,407
2025-04-01,xgboost,ret_6m,0.077232,407
2025-04-01,xgboost,amihud,0.068132,407
2025-04-01,xgboost,vol_1m,0.036394,407
2025-04-01,xgboost,vol_3m,0.017638,407
2025-04-01,xgboost,ret_1w,0.0,407
2025-04-01,xgboost,vol_ratio,0.0,407
2025-05-01,xgboost,ret_3m,0.242464,407
2025-05-01,xgboost,ret_12m,0.212865,407
2025-05-01,xgboost,log_mktcap,0.211852,407
2025-05-01,xgboost,ret_1m,0.161225,407
2025-05-01,xgboost,vol_3m,0.065293,407
2025-05-01,xgboost,ret_6m,0.054207,407
2025-05-01,xgboost,amihud,0.054192,407
2025-05-01,xgboost,ret_1w,0.0,407
2025-05-01,xgboost,vol_1m,0.0,407
2025-05-01,xgboost,vol_ratio,0.0,407
2025-06-02,xgboost,log_mktcap,0.336582,407
2025-06-02,xgboost,ret_3m,0.249459,407
2025-06-02,xgboost,ret_1m,0.059914,407
2025-06-02,xgboost,amihud,0.058395,407
2025-06-02,xgboost,ret_12m,0.039844,407
2025-06-02,xgboost,ret_6m,0.038182,407
2025-06-02,xgboost,vol_3m,0.028988,407
2025-06-02,xgboost,ret_1w,0.012597,407
2025-06-02,xgboost,vol_ratio,0.010734,407
2025-06-02,xgboost,vol_1m,0.010732,407
2025-07-01,xgboost,ret_3m,0.229779,407
2025-07-01,xgboost,log_mktcap,0.166475,407
2025-07-01,xgboost,ret_1m,0.089306,407
2025-07-01,xgboost,ret_1w,0.051313,407
2025-07-01,xgboost,amihud,0.049672,407
2025-07-01,xgboost,vol_ratio,0.036198,407
2025-07-01,xgboost,ret_6m,0.029627,407
2025-07-01,xgboost,vol_3m,0.024796,407
2025-07-01,xgboost,vol_1m,0.016696,407
2025-07-01,xgboost,ret_12m,0.015168,407
2025-08-01,xgboost,log_mktcap,0.260409,407
2025-08-01,xgboost,ret_3m,0.119421,407
2025-08-01,xgboost,ret_1m,0.084284,407
2025-08-01,xgboost,amihud,0.065552,407
2025-08-01,xgboost,ret_12m,0.04481,407
2025-08-01,xgboost,vol_3m,0.04154,407
2025-08-01,xgboost,ret_1w,0.037245,407
2025-08-01,xgboost,ret_6m,0.024895,407
2025-08-01,xgboost,vol_ratio,0.022699,407
2025-08-01,xgboost,vol_1m,0.018631,407
2025-09-01,xgboost,log_mktcap,0.203655,407
2025-09-01,xgboost,ret_1m,0.078274,407
2025-09-01,xgboost,ret_3m,0.069363,407
2025-09-01,xgboost,ret_1w,0.054148,407
2025-09-01,xgboost,amihud,0.049687,407
2025-09-01,xgboost,ret_12m,0.030696,407
2025-09-01,xgboost,vol_ratio,0.027959,407
2025-09-01,xgboost,vol_3m,0.026964,407
2025-09-01,xgboost,ret_6m,0.023542,407
2025-09-01,xgboost,vol_1m,0.019658,407
2025-10-01,xgboost,log_mktcap,0.161123,407
2025-10-01,xgboost,ret_1m,0.113927,407
2025-10-01,xgboost,ret_1w,0.065662,407
2025-10-01,xgboost,ret_12m,0.06183,407
2025-10-01,xgboost,ret_3m,0.058538,407
2025-10-01,xgboost,amihud,0.042182,407
2025-10-01,xgboost,vol_3m,0.031181,407
2025-10-01,xgboost,vol_ratio,0.023929,407
2025-10-01,xgboost,ret_6m,0.018488,407
2025-10-01,xgboost,vol_1m,0.011211,407
2025-11-03,xgboost,log_mktcap,0.207938,407
2025-11-03,xgboost,ret_1m,0.098163,407
2025-11-03,xgboost,amihud,0.077066,407
2025-11-03,xgboost,ret_3m,0.056696,407
2025-11-03,xgboost,vol_3m,0.031499,407
2025-11-03,xgboost,ret_6m,0.031227,407
2025-11-03,xgboost,ret_12m,0.029783,407
2025-11-03,xgboost,ret_1w,0.026162,407
2025-11-03,xgboost,vol_ratio,0.025023,407
2025-11-03,xgboost,vol_1m,0.019896,407
2025-12-01,xgboost,log_mktcap,0.171047,407
2025-12-01,xgboost,ret_1m,0.106807,407
2025-12-01,xgboost,ret_3m,0.075459,407
2025-12-01,xgboost,amihud,0.067576,407
2025-12-01,xgboost,ret_1w,0.051807,407
2025-12-01,xgboost,vol_3m,0.04647,407
2025-12-01,xgboost,ret_12m,0.042819,407
2025-12-01,xgboost,vol_ratio,0.033775,407
2025-12-01,xgboost,ret_6m,0.031585,407
2025-12-01,xgboost,vol_1m,0.018761,407
2023-01-02,mlp,vol_1m,0.16579,407
2023-01-02,mlp,log_mktcap,0.163039,407
2023-01-02,mlp,vol_3m,0.148019,407
2023-01-02,mlp,ret_12m,0.137696,407
2023-01-02,mlp,amihud,0.130391,407
2023-01-02,mlp,ret_1m,0.127075,407
2023-01-02,mlp,vol_ratio,0.116387,407
2023-01-02,mlp,ret_6m,0.114988,407
2023-01-02,mlp,ret_1w,0.112935,407
2023-01-02,mlp,ret_3m,0.104597,407
2023-02-01,mlp,log_mktcap,0.267996,407
2023-02-01,mlp,vol_1m,0.212865,407
2023-02-01,mlp,ret_1w,0.163796,407
2023-02-01,mlp,ret_6m,0.159448,407
2023-02-01,mlp,vol_3m,0.158058,407
2023-02-01,mlp,amihud,0.147507,407
2023-02-01,mlp,ret_12m,0.130839,407
2023-02-01,mlp,vol_ratio,0.120124,407
2023-02-01,mlp,ret_3m,0.119963,407
2023-02-01,mlp,ret_1m,0.101205,407
2023-03-01,mlp,vol_1m,0.244577,407
2023-03-01,mlp,vol_3m,0.215325,407
2023-03-01,mlp,log_mktcap,0.190121,407
2023-03-01,mlp,ret_6m,0.147356,407
2023-03-01,mlp,ret_12m,0.143882,407
2023-03-01,mlp,ret_1w,0.143827,407
2023-03-01,mlp,ret_1m,0.135537,407
2023-03-01,mlp,amihud,0.129377,407
2023-03-01,mlp,ret_3m,0.128399,407
2023-03-01,mlp,vol_ratio,0.118647,407
2023-04-03,mlp,log_mktcap,0.297576,407
2023-04-03,mlp,vol_1m,0.173207,407
2023-04-03,mlp,ret_12m,0.146464,407
2023-04-03,mlp,vol_3m,0.146305,407
2023-04-03,mlp,ret_1m,0.131082,407
2023-04-03,mlp,vol_ratio,0.123995,407
2023-04-03,mlp,ret_1w,0.118464,407
2023-04-03,mlp,amihud,0.102688,407
2023-04-03,mlp,ret_3m,0.086059,407
2023-04-03,mlp,ret_6m,0.085936,407
2023-05-01,mlp,vol_1m,0.195213,407
2023-05-01,mlp,log_mktcap,0.173682,407
2023-05-01,mlp,vol_3m,0.120457,407
2023-05-01,mlp,amihud,0.117799,407
2023-05-01,mlp,vol_ratio,0.109421,407
2023-05-01,mlp,ret_12m,0.102597,407
2023-05-01,mlp,ret_6m,0.102025,407
2023-05-01,mlp,ret_1w,0.100518,407
2023-05-01,mlp,ret_3m,0.094935,407
2023-05-01,mlp,ret_1m,0.092545,407
2023-06-01,mlp,vol_ratio,0.202909,407
2023-06-01,mlp,log_mktcap,0.173191,407
2023-06-01,mlp,vol_3m,0.164962,407
2023-06-01,mlp,vol_1m,0.147213,407
2023-06-01,mlp,ret_6m,0.146596,407
2023-06-01,mlp,ret_1w,0.140883,407
2023-06-01,mlp,amihud,0.140437,407
2023-06-01,mlp,ret_3m,0.138038,407
2023-06-01,mlp,ret_12m,0.122181,407
2023-06-01,mlp,ret_1m,0.089556,407
2023-07-03,mlp,vol_1m,0.235494,407
2023-07-03,mlp,vol_3m,0.159558,407
2023-07-03,mlp,ret_6m,0.141352,407
2023-07-03,mlp,ret_12m,0.137761,407
2023-07-03,mlp,ret_1w,0.133554,407
2023-07-03,mlp,log_mktcap,0.129166,407
2023-07-03,mlp,ret_3m,0.128926,407
2023-07-03,mlp,ret_1m,0.127377,407
2023-07-03,mlp,amihud,0.120966,407
2023-07-03,mlp,vol_ratio,0.115111,407
2023-08-01,mlp,ret_6m,0.169719,407
2023-08-01,mlp,amihud,0.163039,407
2023-08-01,mlp,vol_ratio,0.148552,407
2023-08-01,mlp,ret_1m,0.147614,407
2023-08-01,mlp,vol_3m,0.146896,407
2023-08-01,mlp,log_mktcap,0.14348,407
2023-08-01,mlp,vol_1m,0.138771,407
2023-08-01,mlp,ret_3m,0.126722,407
2023-08-01,mlp,ret_1w,0.126341,407
2023-08-01,mlp,ret_12m,0.092545,407
2023-09-01,mlp,vol_3m,0.282564,407
2023-09-01,mlp,amihud,0.18378,407
2023-09-01,mlp,vol_ratio,0.156715,407
2023-09-01,mlp,ret_1m,0.151596,407
2023-09-01,mlp,log_mktcap,0.148365,407
2023-09-01,mlp,vol_1m,0.142785,407
2023-09-01,mlp,ret_6m,0.134769,407
2023-09-01,mlp,ret_3m,0.131721,407
2023-09-01,mlp,ret_1w,0.130659,407
2023-09-01,mlp,ret_12m,0.124614,407
2023-10-02,mlp,vol_ratio,0.240596,407
2023-10-02,mlp,vol_1m,0.239198,407
2023-10-02,mlp,ret_12m,0.19965,407
2023-10-02,mlp,vol_3m,0.185795,407
2023-10-02,mlp,amihud,0.184922,407
2023-10-02,mlp,ret_1w,0.179692,407
2023-10-02,mlp,log_mktcap,0.177134,407
2023-10-02,mlp,ret_6m,0.158495,407
2023-10-02,mlp,ret_1m,0.150356,407
2023-10-02,mlp,ret_3m,0.143941,407
2023-11-01,mlp,vol_1m,0.189515,407
2023-11-01,mlp,log_mktcap,0.172765,407
2023-11-01,mlp,amihud,0.169985,407
2023-11-01,mlp,ret_3m,0.15438,407
2023-11-01,mlp,ret_1m,0.151532,407
2023-11-01,mlp,ret_6m,0.151391,407
2023-11-01,mlp,vol_3m,0.126321,407
2023-11-01,mlp,ret_12m,0.125037,407
2023-11-01,mlp,vol_ratio,0.111524,407
2023-11-01,mlp,ret_1w,0.104106,407
2023-12-01,mlp,ret_6m,0.227312,407
2023-12-01,mlp,vol_ratio,0.189989,407
2023-12-01,mlp,ret_1w,0.182427,407
2023-12-01,mlp,amihud,0.17678,407
2023-12-01,mlp,vol_1m,0.168302,407
2023-12-01,mlp,vol_3m,0.148116,407
2023-12-01,mlp,ret_3m,0.144857,407
2023-12-01,mlp,ret_1m,0.142677,407
2023-12-01,mlp,log_mktcap,0.139788,407
2023-12-01,mlp,ret_12m,0.135899,407
2024-01-01,mlp,log_mktcap,0.215167,407
2024-01-01,mlp,vol_1m,0.194067,407
2024-01-01,mlp,ret_12m,0.14621,407
2024-01-01,mlp,ret_6m,0.144284,407
2024-01-01,mlp,vol_3m,0.140197,407
2024-01-01,mlp,ret_3m,0.127951,407
2024-01-01,mlp,amihud,0.124904,407
2024-01-01,mlp,ret_1w,0.122465,407
2024-01-01,mlp,vol_ratio,0.119176,407
2024-01-01,mlp,ret_1m,0.105593,407
2024-02-01,mlp,log_mktcap,0.206278,407
2024-02-01,mlp,ret_3m,0.190266,407
2024-02-01,mlp,ret_1m,0.183933,407
2024-02-01,mlp,vol_1m,0.177589,407
2024-02-01,mlp,ret_12m,0.170347,407
2024-02-01,mlp,vol_3m,0.150584,407
2024-02-01,mlp,vol_ratio,0.124077,407
2024-02-01,mlp,ret_1w,0.118674,407
2024-02-01,mlp,amihud,0.118435,407
2024-02-01,mlp,ret_6m,0.094443,407
2024-03-01,mlp,vol_3m,0.214904,407
2024-03-01,mlp,ret_1w,0.162439,407
2024-03-01,mlp,log_mktcap,0.150274,407
2024-03-01,mlp,vol_1m,0.143941,407
2024-03-01,mlp,amihud,0.141372,407
2024-03-01,mlp,ret_3m,0.137959,407
2024-03-01,mlp,ret_6m,0.120397,407
2024-03-01,mlp,vol_ratio,0.117142,407
2024-03-01,mlp,ret_12m,0.104944,407
2024-03-01,mlp,ret_1m,0.100561,407
2024-04-01,mlp,vol_1m,0.217818,407
2024-04-01,mlp,ret_6m,0.175367,407
2024-04-01,mlp,amihud,0.173869,407
2024-04-01,mlp,vol_3m,0.150326,407
2024-04-01,mlp,ret_3m,0.139675,407
2024-04-01,mlp,ret_1m,0.126715,407
2024-04-01,mlp,ret_1w,0.123525,407
2024-04-01,mlp,ret_12m,0.116733,407
2024-04-01,mlp,vol_ratio,0.113068,407
2024-04-01,mlp,log_mktcap,0.089029,407
2024-05-01,mlp,ret_6m,0.221709,407
2024-05-01,mlp,vol_1m,0.203983,407
2024-05-01,mlp,ret_1w,0.203217,407
2024-05-01,mlp,amihud,0.187755,407
2024-05-01,mlp,ret_1m,0.167316,407
2024-05-01,mlp,vol_3m,0.164759,407
2024-05-01,mlp,vol_ratio,0.162196,407
2024-05-01,mlp,ret_12m,0.16196,407
2024-05-01,mlp,log_mktcap,0.157532,407
2024-05-01,mlp,ret_3m,0.111472,407
2024-06-03,mlp,log_mktcap,0.19451,407
2024-06-03,mlp,vol_1m,0.193216,407
2024-06-03,mlp,vol_3m,0.172475,407
2024-06-03,mlp,ret_3m,0.163258,407
2024-06-03,mlp,ret_12m,0.1401,407
2024-06-03,mlp,ret_1w,0.135952,407
2024-06-03,mlp,ret_1m,0.133794,407
2024-06-03,mlp,vol_ratio,0.129053,407
2024-06-03,mlp,amihud,0.118354,407
2024-06-03,mlp,ret_6m,0.101697,407
2024-07-01,mlp,vol_1m,0.254213,407
2024-07-01,mlp,ret_3m,0.197743,407
2024-07-01,mlp,log_mktcap,0.180719,407
2024-07-01,mlp,amihud,0.150217,407
2024-07-01,mlp,ret_6m,0.143967,407
2024-07-01,mlp,ret_1w,0.141874,407
2024-07-01,mlp,vol_ratio,0.139937,407
2024-07-01,mlp,vol_3m,0.12581,407
2024-07-01,mlp,ret_1m,0.122173,407
2024-07-01,mlp,ret_12m,0.116904,407
2024-08-01,mlp,vol_1m,0.22625,407
2024-08-01,mlp,log_mktcap,0.173963,407
2024-08-01,mlp,ret_3m,0.17238,407
2024-08-01,mlp,ret_1w,0.140328,407
2024-08-01,mlp,vol_3m,0.136954,407
2024-08-01,mlp,ret_6m,0.131919,407
2024-08-01,mlp,vol_ratio,0.127495,407
2024-08-01,mlp,ret_12m,0.106134,407
2024-08-01,mlp,ret_1m,0.104517,407
2024-08-01,mlp,amihud,0.102877,407
2024-09-02,mlp,vol_3m,0.252048,407
2024-09-02,mlp,vol_1m,0.216907,407
2024-09-02,mlp,log_mktcap,0.172566,407
2024-09-02,mlp,ret_3m,0.161935,407
2024-09-02,mlp,ret_6m,0.151449,407
2024-09-02,mlp,vol_ratio,0.141784,407
2024-09-02,mlp,amihud,0.141242,407
2024-09-02,mlp,ret_1m,0.136316,407
2024-09-02,mlp,ret_1w,0.131442,407
2024-09-02,mlp,ret_12m,0.105126,407
2024-10-01,mlp,vol_3m,0.200737,407
2024-10-01,mlp,log_mktcap,0.150395,407
2024-10-01,mlp,ret_3m,0.145194,407
2024-10-01,mlp,ret_6m,0.138158,407
2024-10-01,mlp,vol_1m,0.1369,407
2024-10-01,mlp,amihud,0.133056,407
2024-10-01,mlp,vol_ratio,0.120277,407
2024-10-01,mlp,ret_1m,0.113404,407
2024-10-01,mlp,ret_1w,0.107668,407
2024-10-01,mlp,ret_12m,0.103792,407
2024-11-01,mlp,vol_ratio,0.199012,407
2024-11-01,mlp,log_mktcap,0.174389,407
2024-11-01,mlp,vol_1m,0.158106,407
2024-11-01,mlp,vol_3m,0.157495,407
2024-11-01,mlp,ret_6m,0.145049,407
2024-11-01,mlp,amihud,0.140625,407
2024-11-01,mlp,ret_1m,0.127998,407
2024-11-01,mlp,ret_12m,0.126453,407
2024-11-01,mlp,ret_3m,0.121982,407
2024-11-01,mlp,ret_1w,0.120381,407
2024-12-02,mlp,log_mktcap,0.246052,407
2024-12-02,mlp,vol_1m,0.232846,407
2024-12-02,mlp,vol_3m,0.198691,407
2024-12-02,mlp,ret_3m,0.14059,407
2024-12-02,mlp,ret_1w,0.124899,407
2024-12-02,mlp,amihud,0.11679,407
2024-12-02,mlp,ret_1m,0.116393,407
2024-12-02,mlp,ret_6m,0.108083,407
2024-12-02,mlp,vol_ratio,0.108019,407
2024-12-02,mlp,ret_12m,0.077896,407
2025-01-01,mlp,vol_1m,0.212107,407
2025-01-01,mlp,vol_3m,0.197736,407
2025-01-01,mlp,log_mktcap,0.191356,407
2025-01-01,mlp,vol_ratio,0.186013,407
2025-01-01,mlp,ret_3m,0.17016,407
2025-01-01,mlp,ret_1w,0.153256,407
2025-01-01,mlp,amihud,0.139257,407
2025-01-01,mlp,ret_12m,0.129642,407
2025-01-01,mlp,ret_6m,0.12869,407
2025-01-01,mlp,ret_1m,0.120912,407
2025-02-03,mlp,vol_3m,0.272619,407
2025-02-03,mlp,ret_6m,0.222409,407
2025-02-03,mlp,vol_ratio,0.214763,407
2025-02-03,mlp,ret_3m,0.188196,407
2025-02-03,mlp,vol_1m,0.185071,407
2025-02-03,mlp,amihud,0.181784,407
2025-02-03,mlp,ret_12m,0.15451,407
2025-02-03,mlp,log_mktcap,0.145563,407
2025-02-03,mlp,ret_1w,0.137133,407
2025-02-03,mlp,ret_1m,0.134418,407
2025-03-03,mlp,amihud,0.201608,407
2025-03-03,mlp,vol_1m,0.200082,407
2025-03-03,mlp,ret_6m,0.17178,407
2025-03-03,mlp,vol_3m,0.165178,407
2025-03-03,mlp,log_mktcap,0.162471,407
2025-03-03,mlp,ret_12m,0.160925,407
2025-03-03,mlp,ret_1w,0.155672,407
2025-03-03,mlp,ret_3m,0.145352,407
2025-03-03,mlp,vol_ratio,0.144262,407
2025-03-03,mlp,ret_1m,0.136524,407
2025-04-01,mlp,vol_3m,0.269231,407
2025-04-01,mlp,vol_1m,0.267485,407
2025-04-01,mlp,amihud,0.198262,407
2025-04-01,mlp,ret_1m,0.174119,407
2025-04-01,mlp,log_mktcap,0.171502,407
2025-04-01,mlp,ret_12m,0.170293,407
2025-04-01,mlp,ret_6m,0.161222,407
2025-04-01,mlp,ret_3m,0.152987,407
2025-04-01,mlp,vol_ratio,0.151377,407
2025-04-01,mlp,ret_1w,0.123524,407
2025-05-01,mlp,vol_1m,0.293509,407
2025-05-01,mlp,ret_6m,0.162261,407
2025-05-01,mlp,ret_3m,0.145494,407
2025-05-01,mlp,log_mktcap,0.144643,407
2025-05-01,mlp,ret_12m,0.141167,407
2025-05-01,mlp,vol_3m,0.132295,407
2025-05-01,mlp,amihud,0.127725,407
2025-05-01,mlp,ret_1w,0.121339,407
2025-05-01,mlp,ret_1m,0.116292,407
2025-05-01,mlp,vol_ratio,0.113269,407
2025-06-02,mlp,vol_1m,0.262708,407
2025-06-02,mlp,vol_3m,0.215058,407
2025-06-02,mlp,ret_1w,0.191777,407
2025-06-02,mlp,ret_3m,0.169921,407
2025-06-02,mlp,ret_6m,0.167035,407
2025-06-02,mlp,amihud,0.165388,407
2025-06-02,mlp,log_mktcap,0.163241,407
2025-06-02,mlp,ret_12m,0.138179,407
2025-06-02,mlp,vol_ratio,0.133568,407
2025-06-02,mlp,ret_1m,0.102441,407
2025-07-01,mlp,vol_3m,0.245116,407
2025-07-01,mlp,vol_1m,0.185686,407
2025-07-01,mlp,log_mktcap,0.167812,407
2025-07-01,mlp,ret_3m,0.159927,407
2025-07-01,mlp,vol_ratio,0.140273,407
2025-07-01,mlp,amihud,0.137731,407
2025-07-01,mlp,ret_6m,0.136949,407
2025-07-01,mlp,ret_1m,0.132598,407
2025-07-01,mlp,ret_12m,0.129226,407
2025-07-01,mlp,ret_1w,0.120241,407
2025-08-01,mlp,vol_1m,0.22503,407
2025-08-01,mlp,ret_6m,0.214065,407
2025-08-01,mlp,vol_3m,0.212161,407
2025-08-01,mlp,log_mktcap,0.190949,407
2025-08-01,mlp,ret_12m,0.186432,407
2025-08-01,mlp,ret_1w,0.168233,407
2025-08-01,mlp,ret_3m,0.155329,407
2025-08-01,mlp,amihud,0.135737,407
2025-08-01,mlp,vol_ratio,0.133824,407
2025-08-01,mlp,ret_1m,0.129315,407
2025-09-01,mlp,vol_1m,0.205142,407
2025-09-01,mlp,amihud,0.169529,407
2025-09-01,mlp,ret_6m,0.169145,407
2025-09-01,mlp,ret_1w,0.16722,407
2025-09-01,mlp,log_mktcap,0.156354,407
2025-09-01,mlp,vol_ratio,0.151326,407
2025-09-01,mlp,ret_1m,0.150614,407
2025-09-01,mlp,vol_3m,0.148253,407
2025-09-01,mlp,ret_3m,0.143731,407
2025-09-01,mlp,ret_12m,0.129954,407
2025-10-01,mlp,vol_ratio,0.208146,407
2025-10-01,mlp,vol_3m,0.203692,407
2025-10-01,mlp,vol_1m,0.203386,407
2025-10-01,mlp,ret_1w,0.18841,407
2025-10-01,mlp,log_mktcap,0.188216,407
2025-10-01,mlp,ret_6m,0.163896,407
2025-10-01,mlp,amihud,0.161005,407
2025-10-01,mlp,ret_3m,0.152705,407
2025-10-01,mlp,ret_1m,0.145296,407
2025-10-01,mlp,ret_12m,0.12743,407
2025-11-03,mlp,vol_1m,0.224684,407
2025-11-03,mlp,log_mktcap,0.194614,407
2025-11-03,mlp,ret_3m,0.177722,407
2025-11-03,mlp,ret_6m,0.1695,407
2025-11-03,mlp,ret_12m,0.163453,407
2025-11-03,mlp,vol_3m,0.147467,407
2025-11-03,mlp,vol_ratio,0.14339,407
2025-11-03,mlp,ret_1w,0.142845,407
2025-11-03,mlp,amihud,0.134834,407
2025-11-03,mlp,ret_1m,0.110651,407
2025-12-01,mlp,ret_3m,0.20684,407
2025-12-01,mlp,vol_1m,0.202157,407
2025-12-01,mlp,vol_3m,0.181697,407
2025-12-01,mlp,amihud,0.180511,407
2025-12-01,mlp,vol_ratio,0.166653,407
2025-12-01,mlp,ret_1w,0.16625,407
2025-12-01,mlp,log_mktcap,0.159348,407
2025-12-01,mlp,ret_6m,0.147199,407
2025-12-01,mlp,ret_12m,0.144465,407
2025-12-01,mlp,ret_1m,0.098725,407
