date,portfolio_return
2023-01-03,-0.0007969694528236694
2023-01-04,0.012058255400459371
2023-01-05,-0.007150802964172516
2023-01-06,0.034780040573166644
2023-01-09,0.0006828612015227265
2023-01-10,0.003263276978766787
2023-01-11,0.009153051237607304
2023-01-12,-0.005748829548544895
2023-01-13,0.0002181403162617985
2023-01-16,0.0
2023-01-17,0.0013256862200611915
2023-01-18,-0.011309296635077721
2023-01-19,-0.007844522516895526
2023-01-20,0.008077687732314145
2023-01-23,0.009471480804272575
2023-01-24,-0.0029198347641400434
2023-01-25,-0.0034872751141084694
2023-01-26,0.005808834964550047
2023-01-27,0.0020727000425413387
2023-01-30,-0.0034801153277421266
2023-01-31,0.01623999954760313
2023-02-02,-0.0022260530499597178
2023-02-03,-0.005988932486420944
2023-02-06,0.003434032646245691
2023-02-07,0.001746163407089338
2023-02-08,-0.009584473659662104
2023-02-09,-0.011362118289186278
2023-02-10,0.007148048024700671
2023-02-13,0.014688839339222602
2023-02-14,-0.010988090763954104
2023-02-15,-0.00846212186065131
2023-02-16,-0.005944169162267756
2023-02-17,0.012275013667241945
2023-02-20,0.0
2023-02-21,-0.01319460331955146
2023-02-22,0.004490267746294626
2023-02-23,-0.004273385264977708
2023-02-24,-0.006731288090556894
2023-02-27,-0.006026593588500408
2023-02-28,-0.006031372790430179
2023-03-02,0.006786700592629922
2023-03-03,0.01104752535212047
2023-03-06,-0.00794802852505628
2023-03-07,-0.013906494189042794
2023-03-08,-0.0011300965557760946
2023-03-09,-0.013633252029753058
2023-03-10,-0.011061029422317886
2023-03-13,0.00670267012685504
2023-03-14,0.00716769112903067
2023-03-15,0.0017028085254166864
2023-03-16,0.00846708403517708
2023-03-17,-0.002757524226981724
2023-03-20,0.013850713430581299
2023-03-21,0.006945850426758187
2023-03-22,-0.016939020545304908
2023-03-23,0.005907981824846159
2023-03-24,0.012901695070258448
2023-03-27,0.005765787612056922
2023-03-28,0.00045545348503665286
2023-03-29,0.005499349072804396
2023-03-30,0.0026244252238929416
2023-03-31,0.011445148166853015
2023-04-04,-0.006805030119009198
2023-04-05,0.0029724125732816967
2023-04-06,0.006899250536304354
2023-04-07,0.0
2023-04-10,0.002836911957442321
2023-04-11,0.009274032264956688
2023-04-12,-0.005152857778769129
2023-04-13,0.0085600895266248
2023-04-14,-0.011617492950385238
2023-04-17,0.013700947905942264
2023-04-18,-0.007586781662898551
2023-04-19,-0.0008769834020245033
2023-04-20,0.0022510435734164856
2023-04-21,0.006095306948021142
2023-04-24,0.003387921564200427
2023-04-25,-0.005960254102773155
2023-04-26,-0.010190705848269912
2023-04-27,0.030105681009460993
2023-04-28,0.009222661787570316
2023-05-02,-0.00965573276640855
2023-05-03,-0.001610754805363605
2023-05-04,0.0007213077267328948
2023-05-05,0.007502921167027096
2023-05-08,-0.0014106688376552194
2023-05-09,-0.0058358620178454125
2023-05-10,0.0035999260955749458
2023-05-11,-0.005691856293716666
2023-05-12,0.00237998103203739
2023-05-15,0.005325282312971301
2023-05-16,-0.013988357267206694
2023-05-17,-0.002347413982332258
2023-05-18,-0.0026137021585128928
2023-05-19,0.00041676496583670014
2023-05-22,0.001123237762048737
2023-05-23,-0.006491557063347684
2023-05-24,-0.012998074851723955
2023-05-25,-0.00885543451916004
2023-05-26,0.0015253305410250423
2023-05-29,-2.2204460492503136e-16
2023-05-30,-0.005961436134615891
2023-05-31,-0.0006433746998320833
2023-06-02,0.02198016933256378
2023-06-05,-0.0076304034493354265
2023-06-06,-0.00441409035674925
2023-06-07,0.0059260114653284625
2023-06-08,0.004512523967179578
2023-06-09,-0.0004940167446089863
2023-06-12,-0.0010443451400130679
2023-06-13,0.006677920617623591
2023-06-14,0.004183861881101417
2023-06-15,0.011432862492779128
2023-06-16,0.002093609606662552
2023-06-19,0.0
2023-06-20,-0.01304433289567299
2023-06-21,0.0056160588760062295
2023-06-22,-0.0038789503801120325
2023-06-23,-0.008212652856232837
2023-06-26,0.012876929716449097
2023-06-27,0.0048038301690663775
2023-06-28,-0.013854280656324616
2023-06-29,0.008119978838553685
2023-06-30,0.0064776117037506015
2023-07-04,0.0
2023-07-05,0.0012477732253818347
2023-07-06,-0.005925066052703516
2023-07-07,-0.00456213972808746
2023-07-10,0.0011705244335766837
2023-07-11,0.0038262051064165497
2023-07-12,0.0059746672840324385
2023-07-13,0.003876205167676323
2023-07-14,-0.0025425653796450187
2023-07-17,-0.0036968492662930908
2023-07-18,0.004193548096365443
2023-07-19,0.013648207231812717
2023-07-20,0.004852884259111798
2023-07-21,0.002201891910459553
2023-07-24,-0.0016079422967656663
2023-07-25,0.007837123863828057
2023-07-26,-0.0019023578012278787
2023-07-27,-0.009205698741874558
2023-07-28,0.010635348849726809
2023-07-31,-0.0014228638981595132
2023-08-02,0.0049622316192760065
2023-08-03,-0.004119453120714844
2023-08-04,-0.0069871833174150345
2023-08-07,0.010757747731440332
2023-08-08,-0.009067719420589948
2023-08-09,0.00524484490366888
2023-08-10,-0.0015294210234281307
2023-08-11,0.0022981726749236606
2023-08-14,-0.004508466813532474
2023-08-15,-0.00965026472009303
2023-08-16,-0.009849591032323413
2023-08-17,-0.010390051617498928
2023-08-18,0.007682795499683749
2023-08-21,0.0006853138406982536
2023-08-22,0.0015605479889082583
2023-08-23,0.0006485244670737998
2023-08-24,-0.0031327490277284794
2023-08-25,0.0002267584911165062
2023-08-28,0.008759091799647423
2023-08-29,0.002160710984613471
2023-08-30,0.0020298919662476897
2023-08-31,-0.016791724981585855
2023-09-04,0.0
2023-09-05,-0.00752407706558494
2023-09-06,-0.0039215152388559675
2023-09-07,-0.0029671853982790484
2023-09-08,0.004634984303517396
2023-09-11,0.0027045127668072393
2023-09-12,-0.003428256889705268
2023-09-13,-0.0029148915467911716
2023-09-14,0.01053407078331274
2023-09-15,-0.008707846801951885
2023-09-18,-0.0007899146200855354
2023-09-19,-0.0010757597357004295
2023-09-20,0.0021449545548388824
2023-09-21,-0.008836063027417022
2023-09-22,-0.004722461435803721
2023-09-25,-0.004079863145092275
2023-09-26,-0.007172216059610268
2023-09-27,-0.003824254729201207
2023-09-28,0.006644592024593746
2023-09-29,0.002457341647104996
2023-10-03,-0.00483486905569704
2023-10-04,0.0009700609811519481
