rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.522946,10,10
2023-03-01,0.604833,10,10
2023-04-03,0.340479,10,10
2023-05-01,0.353468,10,10
2023-06-01,0.370541,10,10
2023-07-03,0.428478,10,10
2023-08-01,0.56467,10,10
2023-09-01,0.216342,10,10
2023-10-02,0.390464,10,10
2023-11-01,0.497942,10,10
2023-12-01,0.557234,10,10
2024-01-01,0.473241,10,10
2024-02-01,0.429572,10,10
2024-03-01,0.384406,10,10
2024-04-01,0.618257,10,10
2024-05-01,0.554382,10,10
2024-06-03,0.321957,10,10
2024-07-01,0.506684,10,10
2024-08-01,0.467416,10,10
2024-09-02,0.473454,10,10
2024-10-01,0.272471,10,10
2024-11-01,0.782051,10,10
2024-12-02,0.653305,10,10
2025-01-01,0.334152,10,10
2025-02-03,0.540826,10,10
2025-03-03,0.460078,10,10
2025-04-01,0.663921,10,10
2025-05-01,0.546496,10,10
2025-06-02,0.385702,10,10
2025-07-01,0.343438,10,10
2025-08-01,0.524005,10,10
2025-09-01,0.221528,10,10
2025-10-01,0.671652,10,10
2025-11-03,0.403062,10,10
2025-12-01,0.38272,10,10
