model,mu_estimator,sigma_estimator,estimation_window,K,lambda,w_min,w_max,sector_cap,test_start,test_end,n_rebal,n_days,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,avg_turnover
baseline_markowitz,trailing_252d_mean_winsorized,rolling_ledoit_wolf_252d,252,10,2.0,0.01,0.2,0.3,2023-01-01,2025-12-31,36,747,0.2171,0.264,0.8225,1.1511,0.8053,0.2696,0.4475
