model,n_stocks,test_start,test_end,n_rebal,n_days,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown
equal_weight,407,2023-01-01,2025-12-31,36,747,0.158,0.1414,1.117,1.5392,0.978,0.1615
