rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.442516,10,10
2023-03-01,0.557462,10,10
2023-04-03,0.306398,10,10
2023-05-01,0.432942,10,10
2023-06-01,0.337806,10,10
2023-07-03,0.485249,10,10
2023-08-01,0.566946,10,10
2023-09-01,0.316753,10,10
2023-10-02,0.376011,10,10
2023-11-01,0.383732,10,10
2023-12-01,0.465482,10,10
2024-01-01,0.435333,10,10
2024-02-01,0.461863,10,10
2024-03-01,0.393452,10,10
2024-04-01,0.606491,10,10
2024-05-01,0.522008,10,10
2024-06-03,0.315695,10,10
2024-07-01,0.502586,10,10
2024-08-01,0.431742,10,10
2024-09-02,0.481718,10,10
2024-10-01,0.305435,10,10
2024-11-01,0.757199,10,10
2024-12-02,0.754617,10,10
2025-01-01,0.337412,10,10
2025-02-03,0.40187,10,10
2025-03-03,0.505555,10,10
2025-04-01,0.676211,10,10
2025-05-01,0.597817,10,10
2025-06-02,0.319574,10,10
2025-07-01,0.315103,10,10
2025-08-01,0.343601,10,10
2025-09-01,0.201014,10,10
2025-10-01,0.657206,10,10
2025-11-03,0.303511,10,10
2025-12-01,0.362738,10,10
