model,mu_estimator,sigma_estimator,estimation_window,K,lambda,w_min,w_max,sector_cap,test_start,test_end,n_rebal,n_days,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,avg_turnover
baseline_markowitz,trailing_252d_mean_winsorized,rolling_ledoit_wolf_252d,252,10,5.0,0.01,0.2,0.3,2023-01-01,2025-12-31,36,747,0.2515,0.2677,0.9394,1.3157,0.9367,0.2685,0.4309
