rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.280221,10,10
2023-03-01,0.18299,10,10
2023-04-03,0.278207,10,10
2023-05-01,0.40273,10,10
2023-06-01,0.456672,10,10
2023-07-03,0.447103,10,10
2023-08-01,0.482946,10,10
2023-09-01,0.255651,10,10
2023-10-02,0.355546,10,10
2023-11-01,0.54546,10,10
2023-12-01,0.322377,10,10
2024-01-01,0.453997,10,10
2024-02-01,0.351872,10,10
2024-03-01,0.36265,10,10
2024-04-01,0.530222,10,10
2024-05-01,0.407374,10,10
2024-06-03,0.213562,10,10
2024-07-01,0.332626,10,10
2024-08-01,0.669684,10,10
2024-09-02,0.352125,10,10
2024-10-01,0.370081,10,10
2024-11-01,0.730127,10,10
2024-12-02,0.461723,10,10
2025-01-01,0.338254,10,10
2025-02-03,0.411473,10,10
2025-03-03,0.372313,10,10
2025-04-01,0.322913,10,10
2025-05-01,0.464484,10,10
2025-06-02,0.335016,10,10
2025-07-01,0.28825,10,10
2025-08-01,0.339239,10,10
2025-09-01,0.414451,10,10
2025-10-01,0.647819,10,10
2025-11-03,0.639918,10,10
2025-12-01,0.458302,10,10
