model,lambda,cost_bps,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,test_start,test_end
ridge,2.0,10,0.1623,0.2295,0.707,1.0228,0.7462,0.2175,2023-01-01,2025-12-31
ridge,2.0,20,0.1528,0.2296,0.6658,0.961,0.6986,0.2188,2023-01-01,2025-12-31
ridge,2.0,30,0.1434,0.2297,0.6245,0.8993,0.6516,0.2201,2023-01-01,2025-12-31
