rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.809739,10,10
2023-03-01,0.756468,10,10
2023-04-03,0.99,10,10
2023-05-01,0.936812,10,10
2023-06-01,1.0,10,10
2023-07-03,0.604449,10,10
2023-08-01,0.927502,10,10
2023-09-01,0.725309,10,10
2023-10-02,0.982032,10,10
2023-11-01,0.791698,10,10
2023-12-01,0.706425,10,10
2024-01-01,0.883301,10,10
2024-02-01,0.882716,10,10
2024-03-01,0.803315,10,10
2024-04-01,0.788679,10,10
2024-05-01,0.500678,10,10
2024-06-03,0.803246,10,10
2024-07-01,0.646608,10,10
2024-08-01,0.781842,10,10
2024-09-02,0.442476,10,10
2024-10-01,0.820899,10,10
2024-11-01,0.845844,10,10
2024-12-02,0.695389,10,10
2025-01-01,0.990906,10,10
2025-02-03,0.898866,10,10
2025-03-03,0.833038,10,10
2025-04-01,0.94208,10,10
2025-05-01,0.82913,10,10
2025-06-02,0.684431,10,10
2025-07-01,0.840672,10,10
2025-08-01,0.737017,10,10
2025-09-01,0.752313,10,10
2025-10-01,0.732174,10,10
2025-11-03,0.737135,10,10
2025-12-01,0.761571,10,10
