date,portfolio_return,wealth_index,running_max,drawdown
2023-01-03,0.0028379339803436938,1.0028419647270779,1.0028419647270779,0.0
2023-01-04,0.016985715152888506,1.0200214424991731,1.0200214424991731,0.0
2023-01-05,-0.018796418181535362,1.0010277587341136,1.0200214424991731,-0.018620867144246267
2023-01-06,0.02726854286126103,1.028699901921803,1.028699901921803,0.0
2023-01-09,0.0005934615642935139,1.0293105769629456,1.0293105769629456,0.0
2023-01-10,0.010565617705587662,1.0402435340361484,1.0402435340361484,0.0
2023-01-11,0.02076213976791538,1.0620669824852014,1.0620669824852014,0.0
2023-01-12,0.0015110840976998107,1.0636730681727897,1.0636730681727897,0.0
2023-01-13,0.0022272730576888937,1.0660447988051265,1.0660447988051265,0.0
2023-01-16,0.0,1.0660447988051265,1.0660447988051265,0.0
2023-01-17,-0.0003580127317230333,1.0656632095055567,1.0660447988051265,-0.0003579486528122455
2023-01-18,-0.014064379375617702,1.050780223152398,1.0660447988051265,-0.014318887601944885
2023-01-19,-0.017765081420623708,1.0322778615200006,1.0660447988051265,-0.03167497024794219
2023-01-20,0.029098590046318703,1.0627569910770298,1.0660447988051265,-0.0030841177892165783
2023-01-23,0.013192601327431962,1.076870412039696,1.076870412039696,0.0
2023-01-24,0.004626813050845275,1.0818644344110497,1.0818644344110497,0.0
2023-01-25,0.0010431606238729574,1.0829935816279601,1.0829935816279601,0.0
2023-01-26,0.005490075284139819,1.0889556490476506,1.0889556490476506,0.0
2023-01-27,0.005834572220192928,1.0953278107686117,1.0953278107686117,0.0
2023-01-30,-0.016011307071308874,1.0779298346953228,1.0953278107686117,-0.015883807479589618
2023-01-31,0.02857096854906945,1.1091715113949294,1.1091715113949294,0.0
2023-02-02,0.013287192655735434,1.1240076338888296,1.1240076338888296,0.0
2023-02-03,-0.010762234010372585,1.1119756622845298,1.1240076338888296,-0.010704528369324118
2023-02-06,-0.007548846512109443,1.1036131321246432,1.1240076338888296,-0.018144451291336683
2023-02-07,0.0041494564269019,1.1082020408827074,1.1240076338888296,-0.014061819981985635
2023-02-08,-0.014693613164537184,1.092037596658353,1.1240076338888296,-0.028442900445317165
2023-02-09,-0.01739409995749313,1.073206832418118,1.1240076338888296,-0.045196135630281686
2023-02-10,0.0065441828989408705,1.0802531251849479,1.1240076338888296,-0.03892723446414714
2023-02-13,0.019125457847195566,1.101112295563014,1.1240076338888296,-0.020369379740422855
2023-02-14,-0.008685980806540181,1.0915894726979307,1.1240076338888296,-0.028841584535096887
2023-02-15,-0.01573650633335824,1.0745461211652099,1.1240076338888296,-0.044004605691594256
2023-02-16,-0.009289319423381712,1.0646105378602648,1.1240076338888296,-0.05284403258282455
2023-02-17,0.01034961681973435,1.075686063852077,1.1240076338888296,-0.04299042869448322
2023-02-20,0.0,1.075686063852077,1.1240076338888296,-0.04299042869448322
2023-02-21,-0.020006246804521798,1.0543794661593824,1.1240076338888296,-0.06194634772056529
2023-02-22,0.010392097337828024,1.0653938121555935,1.1240076338888296,-0.05214717406361791
2023-02-23,-0.002907736015428212,1.0623004277495263,1.1240076338888296,-0.054899276729829194
2023-02-24,-0.011230581168594165,1.0504369183141895,1.1240076338888296,-0.06545392874254863
2023-02-27,-0.00791035290218918,1.0421603699557975,1.1240076338888296,-0.07281735591942362
2023-02-28,-0.0026894750370716498,1.039361271396248,1.1240076338888296,-0.07530764021568359
2023-03-02,0.002363622076136059,1.041820834235842,1.1240076338888296,-0.07311943191047443
2023-03-03,0.016476724139970308,1.0591288266669443,1.1240076338888296,-0.05772096671391658
