rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.623005,10,10
2023-03-01,0.652291,10,10
2023-04-03,0.843753,10,10
2023-05-01,0.950669,10,10
2023-06-01,0.63466,10,10
2023-07-03,0.795473,10,10
2023-08-01,0.825202,10,10
2023-09-01,0.66621,10,10
2023-10-02,0.920052,10,10
2023-11-01,0.649091,10,10
2023-12-01,0.603876,10,10
2024-01-01,0.902915,10,10
2024-02-01,0.890975,10,10
2024-03-01,0.681839,10,10
2024-04-01,0.756633,10,10
2024-05-01,0.503202,10,10
2024-06-03,0.714969,10,10
2024-07-01,0.565638,10,10
2024-08-01,0.7664,10,10
2024-09-02,0.59614,10,10
2024-10-01,0.864479,10,10
2024-11-01,0.874913,10,10
2024-12-02,0.835673,10,10
2025-01-01,0.913961,10,10
2025-02-03,0.932032,10,10
2025-03-03,0.771241,10,10
2025-04-01,0.843319,10,10
2025-05-01,0.684234,10,10
2025-06-02,0.671528,10,10
2025-07-01,0.789618,10,10
2025-08-01,0.796761,10,10
2025-09-01,0.620299,10,10
2025-10-01,0.698564,10,10
2025-11-03,0.511793,10,10
2025-12-01,0.751081,10,10
