rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.794658,10,10
2023-03-01,0.633044,10,10
2023-04-03,0.758227,10,10
2023-05-01,0.797616,10,10
2023-06-01,0.99,10,10
2023-07-03,0.555646,10,10
2023-08-01,0.912086,10,10
2023-09-01,0.77195,10,10
2023-10-02,0.890577,10,10
2023-11-01,0.781222,10,10
2023-12-01,0.824189,10,10
2024-01-01,0.819661,10,10
2024-02-01,0.89276,10,10
2024-03-01,0.927029,10,10
2024-04-01,0.890968,10,10
2024-05-01,0.643433,10,10
2024-06-03,0.855534,10,10
2024-07-01,0.813513,10,10
2024-08-01,0.854777,10,10
2024-09-02,0.312136,10,10
2024-10-01,0.99,10,10
2024-11-01,0.881739,10,10
2024-12-02,0.697862,10,10
2025-01-01,0.98106,10,10
2025-02-03,0.843198,10,10
2025-03-03,0.712226,10,10
2025-04-01,0.846144,10,10
2025-05-01,0.664117,10,10
2025-06-02,0.673147,10,10
2025-07-01,0.90423,10,10
2025-08-01,0.763723,10,10
2025-09-01,0.705211,10,10
2025-10-01,0.796234,10,10
2025-11-03,0.764012,10,10
2025-12-01,0.801229,10,10
