rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.713447,10,10
2023-03-01,0.76896,10,10
2023-04-03,0.787552,10,10
2023-05-01,0.912996,10,10
2023-06-01,0.872009,10,10
2023-07-03,0.730614,10,10
2023-08-01,0.839804,10,10
2023-09-01,0.676623,10,10
2023-10-02,1.0,10,10
2023-11-01,0.719575,10,10
2023-12-01,0.587676,10,10
2024-01-01,0.926691,10,10
2024-02-01,0.899784,10,10
2024-03-01,0.755305,10,10
2024-04-01,0.870288,10,10
2024-05-01,0.408522,10,10
2024-06-03,0.658253,10,10
2024-07-01,0.617761,10,10
2024-08-01,0.69605,10,10
2024-09-02,0.566643,10,10
2024-10-01,0.821092,10,10
2024-11-01,0.904093,10,10
2024-12-02,0.829797,10,10
2025-01-01,1.0,10,10
2025-02-03,0.933381,10,10
2025-03-03,0.836443,10,10
2025-04-01,0.902486,10,10
2025-05-01,0.871587,10,10
2025-06-02,0.731261,10,10
2025-07-01,0.847983,10,10
2025-08-01,0.883432,10,10
2025-09-01,0.66862,10,10
2025-10-01,0.719035,10,10
2025-11-03,0.629501,10,10
2025-12-01,0.714111,10,10
