model,lambda,cost_bps,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,test_start,test_end
ridge,5.0,10,0.1635,0.2376,0.6879,0.9969,0.7564,0.2161,2023-01-01,2025-12-31
ridge,5.0,20,0.1541,0.2377,0.6483,0.9373,0.7109,0.2168,2023-01-01,2025-12-31
ridge,5.0,30,0.1447,0.2378,0.6086,0.8779,0.6657,0.2174,2023-01-01,2025-12-31
