model_family,configuration_id,configuration_parameters,compliance_score_arithmetic,compliance_score_geometric,compliance_score_rms,accuracy_score,robustness_score,fairness_score,explainability_score,sharpe,max_drawdown,avg_turnover,ann_return,ann_vol,sortino,calmar
mlp,mlp_39,"layers=(128, 64, 32),alpha=0.01,lr_init=0.0005,bs=128",0.601076,0.498569,0.638704,0.450422,0.511224,0.840799,0.601857,0.963807,0.19357,0.919343,0.185994,0.192978,1.444678,0.96086
mlp,mlp_39,"layers=(128, 64, 32),alpha=0.01,lr_init=0.0005,bs=128",0.601076,0.498569,0.638704,0.450422,0.511224,0.840799,0.601857,0.963807,0.19357,0.919343,0.185994,0.192978,1.444678,0.96086
mlp,mlp_40,"layers=(256,),alpha=0.1,lr_init=0.0005,bs=64",0.561895,0.445599,0.612782,0.444564,0.387099,0.814102,0.601816,0.734996,0.239971,0.841096,0.167379,0.227728,1.057368,0.697496
mlp,mlp_40,"layers=(256,),alpha=0.1,lr_init=0.0005,bs=64",0.561895,0.445599,0.612782,0.444564,0.387099,0.814102,0.601816,0.734996,0.239971,0.841096,0.167379,0.227728,1.057368,0.697496
mlp,mlp_41,"layers=(128,),alpha=0.0001,lr_init=0.0001,bs=64",0.601809,0.502411,0.635674,0.447247,0.533896,0.823508,0.602586,1.025305,0.229572,0.921957,0.192803,0.188044,1.498646,0.839837
mlp,mlp_41,"layers=(128,),alpha=0.0001,lr_init=0.0001,bs=64",0.601809,0.502411,0.635674,0.447247,0.533896,0.823508,0.602586,1.025305,0.229572,0.921957,0.192803,0.188044,1.498646,0.839837
mlp,mlp_42,"layers=(256, 128),alpha=0.01,lr_init=0.001,bs=128",0.590623,0.487568,0.629907,0.442396,0.478062,0.824668,0.617364,0.474756,0.222628,0.911969,0.092222,0.194251,0.631745,0.414242
mlp,mlp_42,"layers=(256, 128),alpha=0.01,lr_init=0.001,bs=128",0.590623,0.487568,0.629907,0.442396,0.478062,0.824668,0.617364,0.474756,0.222628,0.911969,0.092222,0.194251,0.631745,0.414242
mlp,mlp_43,"layers=(128, 64),alpha=0.0001,lr_init=0.005,bs=128",0.587554,0.485177,0.626509,0.447638,0.478247,0.821085,0.603247,1.467229,0.207989,0.934601,0.298311,0.203316,2.002218,1.434266
mlp,mlp_43,"layers=(128, 64),alpha=0.0001,lr_init=0.005,bs=128",0.587554,0.485177,0.626509,0.447638,0.478247,0.821085,0.603247,1.467229,0.207989,0.934601,0.298311,0.203316,2.002218,1.434266
mlp,mlp_44,"layers=(128, 64, 32),alpha=0.0001,lr_init=0.0005,bs=256",0.6002,0.498905,0.636574,0.451918,0.518059,0.834447,0.596375,1.538765,0.159223,0.928307,0.278657,0.181091,2.31542,1.750108
mlp,mlp_44,"layers=(128, 64, 32),alpha=0.0001,lr_init=0.0005,bs=256",0.6002,0.498905,0.636574,0.451918,0.518059,0.834447,0.596375,1.538765,0.159223,0.928307,0.278657,0.181091,2.31542,1.750108
mlp,mlp_45,"layers=(256,),alpha=0.001,lr_init=0.0001,bs=128",0.6086,0.508273,0.642499,0.448187,0.546753,0.831889,0.607571,1.477456,0.155397,0.927824,0.266763,0.180555,2.283976,1.71665
mlp,mlp_45,"layers=(256,),alpha=0.001,lr_init=0.0001,bs=128",0.6086,0.508273,0.642499,0.448187,0.546753,0.831889,0.607571,1.477456,0.155397,0.927824,0.266763,0.180555,2.283976,1.71665
mlp,mlp_46,"layers=(64,),alpha=0.001,lr_init=0.001,bs=128",0.594832,0.494517,0.630646,0.441897,0.519982,0.822073,0.595377,1.055925,0.20924,0.955876,0.204976,0.19412,1.485093,0.979622
mlp,mlp_46,"layers=(64,),alpha=0.001,lr_init=0.001,bs=128",0.594832,0.494517,0.630646,0.441897,0.519982,0.822073,0.595377,1.055925,0.20924,0.955876,0.204976,0.19412,1.485093,0.979622
mlp,mlp_47,"layers=(64, 32),alpha=0.001,lr_init=0.005,bs=64",0.564341,0.457928,0.609176,0.444398,0.418132,0.808588,0.586244,1.415247,0.186011,0.876808,0.302621,0.213829,1.987822,1.626903
mlp,mlp_47,"layers=(64, 32),alpha=0.001,lr_init=0.005,bs=64",0.564341,0.457928,0.609176,0.444398,0.418132,0.808588,0.586244,1.415247,0.186011,0.876808,0.302621,0.213829,1.987822,1.626903
mlp,mlp_48,"layers=(128,),alpha=0.0001,lr_init=0.0005,bs=256",0.603291,0.501967,0.639171,0.446127,0.526966,0.839744,0.600327,1.172205,0.185861,0.930529,0.223131,0.190351,1.613634,1.200525
mlp,mlp_48,"layers=(128,),alpha=0.0001,lr_init=0.0005,bs=256",0.603291,0.501967,0.639171,0.446127,0.526966,0.839744,0.600327,1.172205,0.185861,0.930529,0.223131,0.190351,1.613634,1.200525
mlp,mlp_49,"layers=(128,),alpha=0.1,lr_init=0.0005,bs=256",0.596509,0.493768,0.634865,0.44571,0.501218,0.836594,0.602516,0.889747,0.190562,0.904519,0.17479,0.196449,1.233085,0.917233
mlp,mlp_49,"layers=(128,),alpha=0.1,lr_init=0.0005,bs=256",0.596509,0.493768,0.634865,0.44571,0.501218,0.836594,0.602516,0.889747,0.190562,0.904519,0.17479,0.196449,1.233085,0.917233
mlp,mlp_50,"layers=(256,),alpha=0.001,lr_init=0.005,bs=256",0.590799,0.486629,0.631135,0.445633,0.469064,0.823771,0.624728,0.979828,0.186887,0.946414,0.182503,0.18626,1.413402,0.976544
mlp,mlp_50,"layers=(256,),alpha=0.001,lr_init=0.005,bs=256",0.590799,0.486629,0.631135,0.445633,0.469064,0.823771,0.624728,0.979828,0.186887,0.946414,0.182503,0.18626,1.413402,0.976544
