rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.729746,10,10
2023-03-01,0.618985,10,10
2023-04-03,0.452469,10,10
2023-05-01,0.718192,10,10
2023-06-01,0.74003,10,10
2023-07-03,0.99,10,10
2023-08-01,0.882747,10,10
2023-09-01,0.772543,10,10
2023-10-02,0.915237,10,10
2023-11-01,0.779712,10,10
2023-12-01,0.830485,10,10
2024-01-01,0.67563,10,10
2024-02-01,0.788148,10,10
2024-03-01,0.981404,10,10
2024-04-01,0.99126,10,10
2024-05-01,0.581326,10,10
2024-06-03,0.793588,10,10
2024-07-01,0.849798,10,10
2024-08-01,0.836915,10,10
2024-09-02,0.940345,10,10
2024-10-01,0.634516,10,10
2024-11-01,0.781138,10,10
2024-12-02,0.2533,10,10
2025-01-01,0.604614,10,10
2025-02-03,1.0,10,10
2025-03-03,1.0,10,10
2025-04-01,0.841,10,10
2025-05-01,0.98095,10,10
2025-06-02,0.99,10,10
2025-07-01,0.803839,10,10
2025-08-01,0.729001,10,10
2025-09-01,0.497914,10,10
2025-10-01,0.720168,10,10
2025-11-03,0.625012,10,10
2025-12-01,0.696019,10,10
