model,lambda,cost_bps,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,test_start,test_end
xgboost,10.0,10,0.1994,0.256,0.7789,1.1582,0.8839,0.2256,2023-01-01,2025-12-31
xgboost,10.0,20,0.1904,0.2561,0.7436,1.1033,0.8361,0.2278,2023-01-01,2025-12-31
xgboost,10.0,30,0.1814,0.2562,0.7082,1.0485,0.7892,0.2299,2023-01-01,2025-12-31
