rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.615564,10,10
2023-03-01,0.612445,10,10
2023-04-03,0.569582,10,10
2023-05-01,0.758809,10,10
2023-06-01,0.790489,10,10
2023-07-03,0.989995,10,10
2023-08-01,0.903433,10,10
2023-09-01,0.635952,10,10
2023-10-02,0.703829,10,10
2023-11-01,0.803385,10,10
2023-12-01,0.800416,10,10
2024-01-01,0.607257,10,10
2024-02-01,0.912224,10,10
2024-03-01,0.970261,10,10
2024-04-01,0.981221,10,10
2024-05-01,0.634436,10,10
2024-06-03,0.789066,10,10
2024-07-01,0.730569,10,10
2024-08-01,0.765817,10,10
2024-09-02,0.97,10,10
2024-10-01,0.798692,10,10
2024-11-01,0.849554,10,10
2024-12-02,0.269939,10,10
2025-01-01,0.680565,10,10
2025-02-03,1.0,10,10
2025-03-03,1.0,10,10
2025-04-01,0.801252,10,10
2025-05-01,0.980773,10,10
2025-06-02,0.763719,10,10
2025-07-01,0.764472,10,10
2025-08-01,0.672555,10,10
2025-09-01,0.489782,10,10
2025-10-01,0.948742,10,10
2025-11-03,0.781764,10,10
2025-12-01,0.873837,10,10
