model,lambda,cost_bps,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,test_start,test_end
xgboost,5.0,10,0.2017,0.252,0.8006,1.1925,0.8942,0.2256,2023-01-01,2025-12-31
xgboost,5.0,20,0.1927,0.2521,0.7644,1.136,0.846,0.2278,2023-01-01,2025-12-31
xgboost,5.0,30,0.1836,0.2522,0.7281,1.0796,0.7986,0.2299,2023-01-01,2025-12-31
