rebal_date,turnover,n_stocks_prev,n_stocks_curr
2023-02-01,0.668107,10,10
2023-03-01,0.58752,10,10
2023-04-03,0.59974,10,10
2023-05-01,0.725514,10,10
2023-06-01,0.711899,10,10
2023-07-03,0.914039,10,10
2023-08-01,0.882325,10,10
2023-09-01,0.668188,10,10
2023-10-02,0.883881,10,10
2023-11-01,0.776578,10,10
2023-12-01,0.716548,10,10
2024-01-01,0.630506,10,10
2024-02-01,0.738554,10,10
2024-03-01,1.0,10,10
2024-04-01,0.926688,10,10
2024-05-01,0.509292,10,10
2024-06-03,0.67781,10,10
2024-07-01,0.905719,10,10
2024-08-01,0.861219,10,10
2024-09-02,0.910206,10,10
2024-10-01,0.66575,10,10
2024-11-01,0.723477,10,10
2024-12-02,0.366036,10,10
2025-01-01,0.645673,10,10
2025-02-03,0.974002,10,10
2025-03-03,0.969102,10,10
2025-04-01,0.785805,10,10
2025-05-01,0.990466,10,10
2025-06-02,0.958674,10,10
2025-07-01,0.86556,10,10
2025-08-01,0.710684,10,10
2025-09-01,0.46219,10,10
2025-10-01,0.619266,10,10
2025-11-03,0.690427,10,10
2025-12-01,0.644523,10,10
