model,lambda,cost_bps,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,test_start,test_end
xgboost,0.1,10,0.1927,0.1746,1.1032,1.641,1.1871,0.1623,2023-01-01,2025-12-31
xgboost,0.1,20,0.1838,0.1747,1.0518,1.5602,1.1166,0.1646,2023-01-01,2025-12-31
xgboost,0.1,30,0.1749,0.1748,1.0003,1.4796,1.0481,0.1669,2023-01-01,2025-12-31
