model,lambda,cost_bps,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,test_start,test_end
xgboost,0.5,10,0.2165,0.229,0.9453,1.4264,0.9633,0.2247,2023-01-01,2025-12-31
xgboost,0.5,20,0.2073,0.2291,0.905,1.3622,0.9205,0.2252,2023-01-01,2025-12-31
xgboost,0.5,30,0.1981,0.2291,0.8646,1.2981,0.8778,0.2257,2023-01-01,2025-12-31
