date,model,model_date,rank,variable,RGE,order_type
2025-08-01,xgboost,2025-08-01,10,log_mktcap,0.260409,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,1,vol_1m,0.019658,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,2,ret_6m,0.023542,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,3,vol_3m,0.026964,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,4,vol_ratio,0.027959,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,5,ret_12m,0.030696,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,6,amihud,0.049687,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,7,ret_1w,0.054148,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,8,ret_3m,0.069363,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,9,ret_1m,0.078274,date_specific_ascending_RGE
2025-09-01,xgboost,2025-09-01,10,log_mktcap,0.203655,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,1,vol_1m,0.011211,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,2,ret_6m,0.018488,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,3,vol_ratio,0.023929,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,4,vol_3m,0.031181,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,5,amihud,0.042182,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,6,ret_3m,0.058538,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,7,ret_12m,0.06183,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,8,ret_1w,0.065662,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,9,ret_1m,0.113927,date_specific_ascending_RGE
2025-10-01,xgboost,2025-10-01,10,log_mktcap,0.161123,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,1,vol_1m,0.019896,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,2,vol_ratio,0.025023,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,3,ret_1w,0.026162,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,4,ret_12m,0.029783,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,5,ret_6m,0.031227,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,6,vol_3m,0.031499,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,7,ret_3m,0.056696,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,8,amihud,0.077066,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,9,ret_1m,0.098163,date_specific_ascending_RGE
2025-11-03,xgboost,2025-11-03,10,log_mktcap,0.207938,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,1,vol_1m,0.018761,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,2,ret_6m,0.031585,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,3,vol_ratio,0.033775,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,4,ret_12m,0.042819,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,5,vol_3m,0.04647,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,6,ret_1w,0.051807,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,7,amihud,0.067576,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,8,ret_3m,0.075459,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,9,ret_1m,0.106807,date_specific_ascending_RGE
2025-12-01,xgboost,2025-12-01,10,log_mktcap,0.171047,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,1,ret_3m,0.104597,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,2,ret_1w,0.112935,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,3,ret_6m,0.114988,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,4,vol_ratio,0.116387,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,5,ret_1m,0.127075,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,6,amihud,0.130391,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,7,ret_12m,0.137696,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,8,vol_3m,0.148019,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,9,log_mktcap,0.163039,date_specific_ascending_RGE
2023-01-02,mlp,2023-01-02,10,vol_1m,0.16579,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,1,ret_1m,0.101205,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,2,ret_3m,0.119963,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,3,vol_ratio,0.120124,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,4,ret_12m,0.130839,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,5,amihud,0.147507,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,6,vol_3m,0.158058,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,7,ret_6m,0.159448,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,8,ret_1w,0.163796,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,9,vol_1m,0.212865,date_specific_ascending_RGE
2023-02-01,mlp,2023-02-01,10,log_mktcap,0.267996,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,1,vol_ratio,0.118647,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,2,ret_3m,0.128399,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,3,amihud,0.129377,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,4,ret_1m,0.135537,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,5,ret_1w,0.143827,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,6,ret_12m,0.143882,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,7,ret_6m,0.147356,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,8,log_mktcap,0.190121,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,9,vol_3m,0.215325,date_specific_ascending_RGE
2023-03-01,mlp,2023-03-01,10,vol_1m,0.244577,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,1,ret_6m,0.085936,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,2,ret_3m,0.086059,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,3,amihud,0.102688,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,4,ret_1w,0.118464,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,5,vol_ratio,0.123995,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,6,ret_1m,0.131082,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,7,vol_3m,0.146305,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,8,ret_12m,0.146464,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,9,vol_1m,0.173207,date_specific_ascending_RGE
2023-04-03,mlp,2023-04-03,10,log_mktcap,0.297576,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,1,ret_1m,0.092545,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,2,ret_3m,0.094935,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,3,ret_1w,0.100518,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,4,ret_6m,0.102025,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,5,ret_12m,0.102597,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,6,vol_ratio,0.109421,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,7,amihud,0.117799,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,8,vol_3m,0.120457,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,9,log_mktcap,0.173682,date_specific_ascending_RGE
2023-05-01,mlp,2023-05-01,10,vol_1m,0.195213,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,1,ret_1m,0.089556,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,2,ret_12m,0.122181,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,3,ret_3m,0.138038,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,4,amihud,0.140437,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,5,ret_1w,0.140883,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,6,ret_6m,0.146596,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,7,vol_1m,0.147213,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,8,vol_3m,0.164962,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,9,log_mktcap,0.173191,date_specific_ascending_RGE
2023-06-01,mlp,2023-06-01,10,vol_ratio,0.202909,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,1,vol_ratio,0.115111,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,2,amihud,0.120966,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,3,ret_1m,0.127377,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,4,ret_3m,0.128926,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,5,log_mktcap,0.129166,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,6,ret_1w,0.133554,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,7,ret_12m,0.137761,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,8,ret_6m,0.141352,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,9,vol_3m,0.159558,date_specific_ascending_RGE
2023-07-03,mlp,2023-07-03,10,vol_1m,0.235494,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,1,ret_12m,0.092545,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,2,ret_1w,0.126341,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,3,ret_3m,0.126722,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,4,vol_1m,0.138771,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,5,log_mktcap,0.14348,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,6,vol_3m,0.146896,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,7,ret_1m,0.147614,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,8,vol_ratio,0.148552,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,9,amihud,0.163039,date_specific_ascending_RGE
2023-08-01,mlp,2023-08-01,10,ret_6m,0.169719,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,1,ret_12m,0.124614,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,2,ret_1w,0.130659,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,3,ret_3m,0.131721,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,4,ret_6m,0.134769,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,5,vol_1m,0.142785,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,6,log_mktcap,0.148365,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,7,ret_1m,0.151596,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,8,vol_ratio,0.156715,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,9,amihud,0.18378,date_specific_ascending_RGE
2023-09-01,mlp,2023-09-01,10,vol_3m,0.282564,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,1,ret_3m,0.143941,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,2,ret_1m,0.150356,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,3,ret_6m,0.158495,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,4,log_mktcap,0.177134,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,5,ret_1w,0.179692,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,6,amihud,0.184922,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,7,vol_3m,0.185795,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,8,ret_12m,0.19965,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,9,vol_1m,0.239198,date_specific_ascending_RGE
2023-10-02,mlp,2023-10-02,10,vol_ratio,0.240596,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,1,ret_1w,0.104106,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,2,vol_ratio,0.111524,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,3,ret_12m,0.125037,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,4,vol_3m,0.126321,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,5,ret_6m,0.151391,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,6,ret_1m,0.151532,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,7,ret_3m,0.15438,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,8,amihud,0.169985,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,9,log_mktcap,0.172765,date_specific_ascending_RGE
2023-11-01,mlp,2023-11-01,10,vol_1m,0.189515,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,1,ret_12m,0.135899,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,2,log_mktcap,0.139788,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,3,ret_1m,0.142677,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,4,ret_3m,0.144857,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,5,vol_3m,0.148116,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,6,vol_1m,0.168302,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,7,amihud,0.17678,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,8,ret_1w,0.182427,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,9,vol_ratio,0.189989,date_specific_ascending_RGE
2023-12-01,mlp,2023-12-01,10,ret_6m,0.227312,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,1,ret_1m,0.105593,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,2,vol_ratio,0.119176,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,3,ret_1w,0.122465,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,4,amihud,0.124904,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,5,ret_3m,0.127951,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,6,vol_3m,0.140197,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,7,ret_6m,0.144284,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,8,ret_12m,0.14621,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,9,vol_1m,0.194067,date_specific_ascending_RGE
2024-01-01,mlp,2024-01-01,10,log_mktcap,0.215167,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,1,ret_6m,0.094443,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,2,amihud,0.118435,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,3,ret_1w,0.118674,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,4,vol_ratio,0.124077,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,5,vol_3m,0.150584,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,6,ret_12m,0.170347,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,7,vol_1m,0.177589,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,8,ret_1m,0.183933,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,9,ret_3m,0.190266,date_specific_ascending_RGE
2024-02-01,mlp,2024-02-01,10,log_mktcap,0.206278,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,1,ret_1m,0.100561,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,2,ret_12m,0.104944,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,3,vol_ratio,0.117142,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,4,ret_6m,0.120397,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,5,ret_3m,0.137959,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,6,amihud,0.141372,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,7,vol_1m,0.143941,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,8,log_mktcap,0.150274,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,9,ret_1w,0.162439,date_specific_ascending_RGE
2024-03-01,mlp,2024-03-01,10,vol_3m,0.214904,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,1,log_mktcap,0.089029,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,2,vol_ratio,0.113068,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,3,ret_12m,0.116733,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,4,ret_1w,0.123525,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,5,ret_1m,0.126715,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,6,ret_3m,0.139675,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,7,vol_3m,0.150326,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,8,amihud,0.173869,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,9,ret_6m,0.175367,date_specific_ascending_RGE
2024-04-01,mlp,2024-04-01,10,vol_1m,0.217818,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,1,ret_3m,0.111472,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,2,log_mktcap,0.157532,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,3,ret_12m,0.16196,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,4,vol_ratio,0.162196,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,5,vol_3m,0.164759,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,6,ret_1m,0.167316,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,7,amihud,0.187755,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,8,ret_1w,0.203217,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,9,vol_1m,0.203983,date_specific_ascending_RGE
2024-05-01,mlp,2024-05-01,10,ret_6m,0.221709,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,1,ret_6m,0.101697,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,2,amihud,0.118354,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,3,vol_ratio,0.129053,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,4,ret_1m,0.133794,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,5,ret_1w,0.135952,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,6,ret_12m,0.1401,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,7,ret_3m,0.163258,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,8,vol_3m,0.172475,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,9,vol_1m,0.193216,date_specific_ascending_RGE
2024-06-03,mlp,2024-06-03,10,log_mktcap,0.19451,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,1,ret_12m,0.116904,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,2,ret_1m,0.122173,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,3,vol_3m,0.12581,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,4,vol_ratio,0.139937,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,5,ret_1w,0.141874,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,6,ret_6m,0.143967,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,7,amihud,0.150217,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,8,log_mktcap,0.180719,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,9,ret_3m,0.197743,date_specific_ascending_RGE
2024-07-01,mlp,2024-07-01,10,vol_1m,0.254213,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,1,amihud,0.102877,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,2,ret_1m,0.104517,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,3,ret_12m,0.106134,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,4,vol_ratio,0.127495,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,5,ret_6m,0.131919,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,6,vol_3m,0.136954,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,7,ret_1w,0.140328,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,8,ret_3m,0.17238,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,9,log_mktcap,0.173963,date_specific_ascending_RGE
2024-08-01,mlp,2024-08-01,10,vol_1m,0.22625,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,1,ret_12m,0.105126,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,2,ret_1w,0.131442,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,3,ret_1m,0.136316,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,4,amihud,0.141242,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,5,vol_ratio,0.141784,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,6,ret_6m,0.151449,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,7,ret_3m,0.161935,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,8,log_mktcap,0.172566,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,9,vol_1m,0.216907,date_specific_ascending_RGE
2024-09-02,mlp,2024-09-02,10,vol_3m,0.252048,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,1,ret_12m,0.103792,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,2,ret_1w,0.107668,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,3,ret_1m,0.113404,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,4,vol_ratio,0.120277,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,5,amihud,0.133056,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,6,vol_1m,0.1369,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,7,ret_6m,0.138158,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,8,ret_3m,0.145194,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,9,log_mktcap,0.150395,date_specific_ascending_RGE
2024-10-01,mlp,2024-10-01,10,vol_3m,0.200737,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,1,ret_1w,0.120381,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,2,ret_3m,0.121982,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,3,ret_12m,0.126453,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,4,ret_1m,0.127998,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,5,amihud,0.140625,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,6,ret_6m,0.145049,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,7,vol_3m,0.157495,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,8,vol_1m,0.158106,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,9,log_mktcap,0.174389,date_specific_ascending_RGE
2024-11-01,mlp,2024-11-01,10,vol_ratio,0.199012,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,1,ret_12m,0.077896,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,2,vol_ratio,0.108019,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,3,ret_6m,0.108083,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,4,ret_1m,0.116393,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,5,amihud,0.11679,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,6,ret_1w,0.124899,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,7,ret_3m,0.14059,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,8,vol_3m,0.198691,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,9,vol_1m,0.232846,date_specific_ascending_RGE
2024-12-02,mlp,2024-12-02,10,log_mktcap,0.246052,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,1,ret_1m,0.120912,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,2,ret_6m,0.12869,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,3,ret_12m,0.129642,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,4,amihud,0.139257,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,5,ret_1w,0.153256,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,6,ret_3m,0.17016,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,7,vol_ratio,0.186013,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,8,log_mktcap,0.191356,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,9,vol_3m,0.197736,date_specific_ascending_RGE
2025-01-01,mlp,2025-01-01,10,vol_1m,0.212107,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,1,ret_1m,0.134418,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,2,ret_1w,0.137133,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,3,log_mktcap,0.145563,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,4,ret_12m,0.15451,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,5,amihud,0.181784,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,6,vol_1m,0.185071,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,7,ret_3m,0.188196,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,8,vol_ratio,0.214763,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,9,ret_6m,0.222409,date_specific_ascending_RGE
2025-02-03,mlp,2025-02-03,10,vol_3m,0.272619,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,1,ret_1m,0.136524,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,2,vol_ratio,0.144262,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,3,ret_3m,0.145352,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,4,ret_1w,0.155672,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,5,ret_12m,0.160925,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,6,log_mktcap,0.162471,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,7,vol_3m,0.165178,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,8,ret_6m,0.17178,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,9,vol_1m,0.200082,date_specific_ascending_RGE
2025-03-03,mlp,2025-03-03,10,amihud,0.201608,date_specific_ascending_RGE
2025-04-01,mlp,2025-04-01,1,ret_1w,0.123524,date_specific_ascending_RGE
2025-04-01,mlp,2025-04-01,2,vol_ratio,0.151377,date_specific_ascending_RGE
2025-04-01,mlp,2025-04-01,3,ret_3m,0.152987,date_specific_ascending_RGE
2025-04-01,mlp,2025-04-01,4,ret_6m,0.161222,date_specific_ascending_RGE
2025-04-01,mlp,2025-04-01,5,ret_12m,0.170293,date_specific_ascending_RGE
