date,model,model_date,rank,variable,RGE,order_type
2025-04-01,mlp,2025-04-01,6,log_mktcap,0.171502,date_specific_ascending_RGE
2025-04-01,mlp,2025-04-01,7,ret_1m,0.174119,date_specific_ascending_RGE
2025-04-01,mlp,2025-04-01,8,amihud,0.198262,date_specific_ascending_RGE
2025-04-01,mlp,2025-04-01,9,vol_1m,0.267485,date_specific_ascending_RGE
2025-04-01,mlp,2025-04-01,10,vol_3m,0.269231,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,1,vol_ratio,0.113269,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,2,ret_1m,0.116292,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,3,ret_1w,0.121339,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,4,amihud,0.127725,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,5,vol_3m,0.132295,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,6,ret_12m,0.141167,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,7,log_mktcap,0.144643,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,8,ret_3m,0.145494,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,9,ret_6m,0.162261,date_specific_ascending_RGE
2025-05-01,mlp,2025-05-01,10,vol_1m,0.293509,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,1,ret_1m,0.102441,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,2,vol_ratio,0.133568,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,3,ret_12m,0.138179,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,4,log_mktcap,0.163241,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,5,amihud,0.165388,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,6,ret_6m,0.167035,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,7,ret_3m,0.169921,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,8,ret_1w,0.191777,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,9,vol_3m,0.215058,date_specific_ascending_RGE
2025-06-02,mlp,2025-06-02,10,vol_1m,0.262708,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,1,ret_1w,0.120241,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,2,ret_12m,0.129226,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,3,ret_1m,0.132598,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,4,ret_6m,0.136949,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,5,amihud,0.137731,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,6,vol_ratio,0.140273,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,7,ret_3m,0.159927,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,8,log_mktcap,0.167812,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,9,vol_1m,0.185686,date_specific_ascending_RGE
2025-07-01,mlp,2025-07-01,10,vol_3m,0.245116,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,1,ret_1m,0.129315,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,2,vol_ratio,0.133824,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,3,amihud,0.135737,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,4,ret_3m,0.155329,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,5,ret_1w,0.168233,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,6,ret_12m,0.186432,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,7,log_mktcap,0.190949,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,8,vol_3m,0.212161,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,9,ret_6m,0.214065,date_specific_ascending_RGE
2025-08-01,mlp,2025-08-01,10,vol_1m,0.22503,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,1,ret_12m,0.129954,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,2,ret_3m,0.143731,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,3,vol_3m,0.148253,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,4,ret_1m,0.150614,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,5,vol_ratio,0.151326,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,6,log_mktcap,0.156354,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,7,ret_1w,0.16722,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,8,ret_6m,0.169145,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,9,amihud,0.169529,date_specific_ascending_RGE
2025-09-01,mlp,2025-09-01,10,vol_1m,0.205142,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,1,ret_12m,0.12743,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,2,ret_1m,0.145296,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,3,ret_3m,0.152705,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,4,amihud,0.161005,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,5,ret_6m,0.163896,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,6,log_mktcap,0.188216,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,7,ret_1w,0.18841,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,8,vol_1m,0.203386,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,9,vol_3m,0.203692,date_specific_ascending_RGE
2025-10-01,mlp,2025-10-01,10,vol_ratio,0.208146,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,1,ret_1m,0.110651,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,2,amihud,0.134834,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,3,ret_1w,0.142845,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,4,vol_ratio,0.14339,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,5,vol_3m,0.147467,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,6,ret_12m,0.163453,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,7,ret_6m,0.1695,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,8,ret_3m,0.177722,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,9,log_mktcap,0.194614,date_specific_ascending_RGE
2025-11-03,mlp,2025-11-03,10,vol_1m,0.224684,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,1,ret_1m,0.098725,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,2,ret_12m,0.144465,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,3,ret_6m,0.147199,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,4,log_mktcap,0.159348,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,5,ret_1w,0.16625,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,6,vol_ratio,0.166653,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,7,amihud,0.180511,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,8,vol_3m,0.181697,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,9,vol_1m,0.202157,date_specific_ascending_RGE
2025-12-01,mlp,2025-12-01,10,ret_3m,0.20684,date_specific_ascending_RGE
