date,model,model_date,k_removed,n_removed_features,fraction_features_removed,removed_features,RGE_star,n_assets
2023-04-03,xgboost,2023-04-03,9,9,0.9,vol_1m;vol_3m;vol_ratio;amihud;ret_1w;ret_6m;ret_3m;ret_12m;ret_1m,0.839863,407
2023-04-03,xgboost,2023-04-03,10,10,1.0,vol_1m;vol_3m;vol_ratio;amihud;ret_1w;ret_6m;ret_3m;ret_12m;ret_1m;log_mktcap,0.5,407
2023-05-01,xgboost,2023-05-01,0,0,0.0,,1.0,407
2023-05-01,xgboost,2023-05-01,1,1,0.1,vol_1m,0.996882,407
2023-05-01,xgboost,2023-05-01,2,2,0.2,vol_1m;vol_3m,0.98949,407
2023-05-01,xgboost,2023-05-01,3,3,0.3,vol_1m;vol_3m;amihud,0.9811,407
2023-05-01,xgboost,2023-05-01,4,4,0.4,vol_1m;vol_3m;amihud;ret_1w,0.978451,407
2023-05-01,xgboost,2023-05-01,5,5,0.5,vol_1m;vol_3m;amihud;ret_1w;vol_ratio,0.965422,407
2023-05-01,xgboost,2023-05-01,6,6,0.6,vol_1m;vol_3m;amihud;ret_1w;vol_ratio;ret_3m,0.953222,407
2023-05-01,xgboost,2023-05-01,7,7,0.7,vol_1m;vol_3m;amihud;ret_1w;vol_ratio;ret_3m;ret_6m,0.943765,407
2023-05-01,xgboost,2023-05-01,8,8,0.8,vol_1m;vol_3m;amihud;ret_1w;vol_ratio;ret_3m;ret_6m;ret_12m,0.90282,407
2023-05-01,xgboost,2023-05-01,9,9,0.9,vol_1m;vol_3m;amihud;ret_1w;vol_ratio;ret_3m;ret_6m;ret_12m;ret_1m,0.862777,407
2023-05-01,xgboost,2023-05-01,10,10,1.0,vol_1m;vol_3m;amihud;ret_1w;vol_ratio;ret_3m;ret_6m;ret_12m;ret_1m;log_mktcap,0.5,407
2023-06-01,xgboost,2023-06-01,0,0,0.0,,1.0,407
2023-06-01,xgboost,2023-06-01,1,1,0.1,vol_1m,0.988796,407
2023-06-01,xgboost,2023-06-01,2,2,0.2,vol_1m;ret_1w,0.967229,407
2023-06-01,xgboost,2023-06-01,3,3,0.3,vol_1m;ret_1w;ret_6m,0.938562,407
2023-06-01,xgboost,2023-06-01,4,4,0.4,vol_1m;ret_1w;ret_6m;vol_ratio,0.926867,407
2023-06-01,xgboost,2023-06-01,5,5,0.5,vol_1m;ret_1w;ret_6m;vol_ratio;ret_12m,0.90191,407
2023-06-01,xgboost,2023-06-01,6,6,0.6,vol_1m;ret_1w;ret_6m;vol_ratio;ret_12m;ret_3m,0.804931,407
2023-06-01,xgboost,2023-06-01,7,7,0.7,vol_1m;ret_1w;ret_6m;vol_ratio;ret_12m;ret_3m;ret_1m,0.746977,407
2023-06-01,xgboost,2023-06-01,8,8,0.8,vol_1m;ret_1w;ret_6m;vol_ratio;ret_12m;ret_3m;ret_1m;amihud,0.735531,407
2023-06-01,xgboost,2023-06-01,9,9,0.9,vol_1m;ret_1w;ret_6m;vol_ratio;ret_12m;ret_3m;ret_1m;amihud;vol_3m,0.751333,407
2023-06-01,xgboost,2023-06-01,10,10,1.0,vol_1m;ret_1w;ret_6m;vol_ratio;ret_12m;ret_3m;ret_1m;amihud;vol_3m;log_mktcap,0.5,407
2023-07-03,xgboost,2023-07-03,0,0,0.0,,1.0,407
2023-07-03,xgboost,2023-07-03,1,1,0.1,vol_1m,0.999173,407
2023-07-03,xgboost,2023-07-03,2,2,0.2,vol_1m;vol_3m,0.993352,407
2023-07-03,xgboost,2023-07-03,3,3,0.3,vol_1m;vol_3m;ret_1w,0.984494,407
2023-07-03,xgboost,2023-07-03,4,4,0.4,vol_1m;vol_3m;ret_1w;amihud,0.982044,407
2023-07-03,xgboost,2023-07-03,5,5,0.5,vol_1m;vol_3m;ret_1w;amihud;ret_3m,0.972526,407
2023-07-03,xgboost,2023-07-03,6,6,0.6,vol_1m;vol_3m;ret_1w;amihud;ret_3m;vol_ratio,0.964785,407
2023-07-03,xgboost,2023-07-03,7,7,0.7,vol_1m;vol_3m;ret_1w;amihud;ret_3m;vol_ratio;ret_6m,0.949553,407
2023-07-03,xgboost,2023-07-03,8,8,0.8,vol_1m;vol_3m;ret_1w;amihud;ret_3m;vol_ratio;ret_6m;ret_12m,0.924442,407
2023-07-03,xgboost,2023-07-03,9,9,0.9,vol_1m;vol_3m;ret_1w;amihud;ret_3m;vol_ratio;ret_6m;ret_12m;ret_1m,0.827991,407
2023-07-03,xgboost,2023-07-03,10,10,1.0,vol_1m;vol_3m;ret_1w;amihud;ret_3m;vol_ratio;ret_6m;ret_12m;ret_1m;log_mktcap,0.5,407
2023-08-01,xgboost,2023-08-01,0,0,0.0,,1.0,407
2023-08-01,xgboost,2023-08-01,1,1,0.1,ret_1w,1.0,407
2023-08-01,xgboost,2023-08-01,2,2,0.2,ret_1w;vol_3m,0.988734,407
2023-08-01,xgboost,2023-08-01,3,3,0.3,ret_1w;vol_3m;vol_1m,0.948708,407
2023-08-01,xgboost,2023-08-01,4,4,0.4,ret_1w;vol_3m;vol_1m;amihud,0.909795,407
2023-08-01,xgboost,2023-08-01,5,5,0.5,ret_1w;vol_3m;vol_1m;amihud;vol_ratio,0.880373,407
2023-08-01,xgboost,2023-08-01,6,6,0.6,ret_1w;vol_3m;vol_1m;amihud;vol_ratio;ret_12m,0.816568,407
2023-08-01,xgboost,2023-08-01,7,7,0.7,ret_1w;vol_3m;vol_1m;amihud;vol_ratio;ret_12m;ret_6m,0.811925,407
2023-08-01,xgboost,2023-08-01,8,8,0.8,ret_1w;vol_3m;vol_1m;amihud;vol_ratio;ret_12m;ret_6m;ret_3m,0.740449,407
2023-08-01,xgboost,2023-08-01,9,9,0.9,ret_1w;vol_3m;vol_1m;amihud;vol_ratio;ret_12m;ret_6m;ret_3m;ret_1m,0.63676,407
2023-08-01,xgboost,2023-08-01,10,10,1.0,ret_1w;vol_3m;vol_1m;amihud;vol_ratio;ret_12m;ret_6m;ret_3m;ret_1m;log_mktcap,0.5,407
2023-09-01,xgboost,2023-09-01,0,0,0.0,,1.0,407
2023-09-01,xgboost,2023-09-01,1,1,0.1,vol_1m,1.0,407
2023-09-01,xgboost,2023-09-01,2,2,0.2,vol_1m;vol_3m,0.99884,407
2023-09-01,xgboost,2023-09-01,3,3,0.3,vol_1m;vol_3m;ret_6m,0.995644,407
2023-09-01,xgboost,2023-09-01,4,4,0.4,vol_1m;vol_3m;ret_6m;ret_3m,0.99229,407
2023-09-01,xgboost,2023-09-01,5,5,0.5,vol_1m;vol_3m;ret_6m;ret_3m;ret_1w,0.98889,407
2023-09-01,xgboost,2023-09-01,6,6,0.6,vol_1m;vol_3m;ret_6m;ret_3m;ret_1w;amihud,0.977926,407
2023-09-01,xgboost,2023-09-01,7,7,0.7,vol_1m;vol_3m;ret_6m;ret_3m;ret_1w;amihud;vol_ratio,0.971628,407
2023-09-01,xgboost,2023-09-01,8,8,0.8,vol_1m;vol_3m;ret_6m;ret_3m;ret_1w;amihud;vol_ratio;ret_12m,0.959102,407
2023-09-01,xgboost,2023-09-01,9,9,0.9,vol_1m;vol_3m;ret_6m;ret_3m;ret_1w;amihud;vol_ratio;ret_12m;ret_1m,0.86342,407
2023-09-01,xgboost,2023-09-01,10,10,1.0,vol_1m;vol_3m;ret_6m;ret_3m;ret_1w;amihud;vol_ratio;ret_12m;ret_1m;log_mktcap,0.5,407
2023-10-02,xgboost,2023-10-02,0,0,0.0,,1.0,407
2023-10-02,xgboost,2023-10-02,1,1,0.1,vol_1m,0.998595,407
2023-10-02,xgboost,2023-10-02,2,2,0.2,vol_1m;vol_3m,0.997422,407
2023-10-02,xgboost,2023-10-02,3,3,0.3,vol_1m;vol_3m;ret_1w,0.995055,407
2023-10-02,xgboost,2023-10-02,4,4,0.4,vol_1m;vol_3m;ret_1w;amihud,0.990398,407
2023-10-02,xgboost,2023-10-02,5,5,0.5,vol_1m;vol_3m;ret_1w;amihud;vol_ratio,0.989066,407
2023-10-02,xgboost,2023-10-02,6,6,0.6,vol_1m;vol_3m;ret_1w;amihud;vol_ratio;ret_6m,0.976433,407
2023-10-02,xgboost,2023-10-02,7,7,0.7,vol_1m;vol_3m;ret_1w;amihud;vol_ratio;ret_6m;ret_3m,0.969821,407
2023-10-02,xgboost,2023-10-02,8,8,0.8,vol_1m;vol_3m;ret_1w;amihud;vol_ratio;ret_6m;ret_3m;ret_12m,0.957236,407
2023-10-02,xgboost,2023-10-02,9,9,0.9,vol_1m;vol_3m;ret_1w;amihud;vol_ratio;ret_6m;ret_3m;ret_12m;ret_1m,0.856842,407
2023-10-02,xgboost,2023-10-02,10,10,1.0,vol_1m;vol_3m;ret_1w;amihud;vol_ratio;ret_6m;ret_3m;ret_12m;ret_1m;log_mktcap,0.5,407
2023-11-01,xgboost,2023-11-01,0,0,0.0,,1.0,407
2023-11-01,xgboost,2023-11-01,1,1,0.1,vol_1m,0.999874,407
2023-11-01,xgboost,2023-11-01,2,2,0.2,vol_1m;amihud,0.997768,407
2023-11-01,xgboost,2023-11-01,3,3,0.3,vol_1m;amihud;vol_3m,0.995214,407
2023-11-01,xgboost,2023-11-01,4,4,0.4,vol_1m;amihud;vol_3m;ret_3m,0.982965,407
2023-11-01,xgboost,2023-11-01,5,5,0.5,vol_1m;amihud;vol_3m;ret_3m;vol_ratio,0.978708,407
2023-11-01,xgboost,2023-11-01,6,6,0.6,vol_1m;amihud;vol_3m;ret_3m;vol_ratio;ret_1w,0.976554,407
2023-11-01,xgboost,2023-11-01,7,7,0.7,vol_1m;amihud;vol_3m;ret_3m;vol_ratio;ret_1w;ret_6m,0.965753,407
2023-11-01,xgboost,2023-11-01,8,8,0.8,vol_1m;amihud;vol_3m;ret_3m;vol_ratio;ret_1w;ret_6m;ret_12m,0.954592,407
2023-11-01,xgboost,2023-11-01,9,9,0.9,vol_1m;amihud;vol_3m;ret_3m;vol_ratio;ret_1w;ret_6m;ret_12m;ret_1m,0.868454,407
2023-11-01,xgboost,2023-11-01,10,10,1.0,vol_1m;amihud;vol_3m;ret_3m;vol_ratio;ret_1w;ret_6m;ret_12m;ret_1m;log_mktcap,0.5,407
2023-12-01,xgboost,2023-12-01,0,0,0.0,,1.0,407
2023-12-01,xgboost,2023-12-01,1,1,0.1,vol_1m,0.999911,407
2023-12-01,xgboost,2023-12-01,2,2,0.2,vol_1m;vol_3m,0.998699,407
2023-12-01,xgboost,2023-12-01,3,3,0.3,vol_1m;vol_3m;ret_1w,0.997632,407
2023-12-01,xgboost,2023-12-01,4,4,0.4,vol_1m;vol_3m;ret_1w;vol_ratio,0.995458,407
2023-12-01,xgboost,2023-12-01,5,5,0.5,vol_1m;vol_3m;ret_1w;vol_ratio;ret_6m,0.991013,407
2023-12-01,xgboost,2023-12-01,6,6,0.6,vol_1m;vol_3m;ret_1w;vol_ratio;ret_6m;amihud,0.98578,407
2023-12-01,xgboost,2023-12-01,7,7,0.7,vol_1m;vol_3m;ret_1w;vol_ratio;ret_6m;amihud;ret_3m,0.981147,407
2023-12-01,xgboost,2023-12-01,8,8,0.8,vol_1m;vol_3m;ret_1w;vol_ratio;ret_6m;amihud;ret_3m;ret_12m,0.958383,407
2023-12-01,xgboost,2023-12-01,9,9,0.9,vol_1m;vol_3m;ret_1w;vol_ratio;ret_6m;amihud;ret_3m;ret_12m;ret_1m,0.850988,407
2023-12-01,xgboost,2023-12-01,10,10,1.0,vol_1m;vol_3m;ret_1w;vol_ratio;ret_6m;amihud;ret_3m;ret_12m;ret_1m;log_mktcap,0.5,407
2024-01-01,xgboost,2024-01-01,0,0,0.0,,1.0,407
2024-01-01,xgboost,2024-01-01,1,1,0.1,vol_1m,0.999761,407
2024-01-01,xgboost,2024-01-01,2,2,0.2,vol_1m;vol_ratio,0.99872,407
2024-01-01,xgboost,2024-01-01,3,3,0.3,vol_1m;vol_ratio;ret_1w,0.997565,407
2024-01-01,xgboost,2024-01-01,4,4,0.4,vol_1m;vol_ratio;ret_1w;ret_6m,0.993614,407
2024-01-01,xgboost,2024-01-01,5,5,0.5,vol_1m;vol_ratio;ret_1w;ret_6m;vol_3m,0.989109,407
2024-01-01,xgboost,2024-01-01,6,6,0.6,vol_1m;vol_ratio;ret_1w;ret_6m;vol_3m;amihud,0.982245,407
2024-01-01,xgboost,2024-01-01,7,7,0.7,vol_1m;vol_ratio;ret_1w;ret_6m;vol_3m;amihud;ret_3m,0.973625,407
2024-01-01,xgboost,2024-01-01,8,8,0.8,vol_1m;vol_ratio;ret_1w;ret_6m;vol_3m;amihud;ret_3m;ret_12m,0.943986,407
2024-01-01,xgboost,2024-01-01,9,9,0.9,vol_1m;vol_ratio;ret_1w;ret_6m;vol_3m;amihud;ret_3m;ret_12m;ret_1m,0.865481,407
2024-01-01,xgboost,2024-01-01,10,10,1.0,vol_1m;vol_ratio;ret_1w;ret_6m;vol_3m;amihud;ret_3m;ret_12m;ret_1m;log_mktcap,0.5,407
2024-02-01,xgboost,2024-02-01,0,0,0.0,,1.0,407
2024-02-01,xgboost,2024-02-01,1,1,0.1,vol_3m,1.0,407
2024-02-01,xgboost,2024-02-01,2,2,0.2,vol_3m;vol_1m,0.999878,407
2024-02-01,xgboost,2024-02-01,3,3,0.3,vol_3m;vol_1m;ret_1w,0.997601,407
2024-02-01,xgboost,2024-02-01,4,4,0.4,vol_3m;vol_1m;ret_1w;ret_6m,0.993533,407
2024-02-01,xgboost,2024-02-01,5,5,0.5,vol_3m;vol_1m;ret_1w;ret_6m;vol_ratio,0.98322,407
2024-02-01,xgboost,2024-02-01,6,6,0.6,vol_3m;vol_1m;ret_1w;ret_6m;vol_ratio;amihud,0.978439,407
2024-02-01,xgboost,2024-02-01,7,7,0.7,vol_3m;vol_1m;ret_1w;ret_6m;vol_ratio;amihud;ret_3m,0.960993,407
2024-02-01,xgboost,2024-02-01,8,8,0.8,vol_3m;vol_1m;ret_1w;ret_6m;vol_ratio;amihud;ret_3m;ret_12m,0.938065,407
2024-02-01,xgboost,2024-02-01,9,9,0.9,vol_3m;vol_1m;ret_1w;ret_6m;vol_ratio;amihud;ret_3m;ret_12m;ret_1m,0.851086,407
2024-02-01,xgboost,2024-02-01,10,10,1.0,vol_3m;vol_1m;ret_1w;ret_6m;vol_ratio;amihud;ret_3m;ret_12m;ret_1m;log_mktcap,0.5,407
2024-03-01,xgboost,2024-03-01,0,0,0.0,,1.0,407
2024-03-01,xgboost,2024-03-01,1,1,0.1,ret_1w,1.0,407
2024-03-01,xgboost,2024-03-01,2,2,0.2,ret_1w;vol_1m,0.972423,407
2024-03-01,xgboost,2024-03-01,3,3,0.3,ret_1w;vol_1m;vol_3m,0.935458,407
2024-03-01,xgboost,2024-03-01,4,4,0.4,ret_1w;vol_1m;vol_3m;ret_6m,0.905105,407
2024-03-01,xgboost,2024-03-01,5,5,0.5,ret_1w;vol_1m;vol_3m;ret_6m;ret_12m,0.900727,407
2024-03-01,xgboost,2024-03-01,6,6,0.6,ret_1w;vol_1m;vol_3m;ret_6m;ret_12m;vol_ratio,0.858654,407
2024-03-01,xgboost,2024-03-01,7,7,0.7,ret_1w;vol_1m;vol_3m;ret_6m;ret_12m;vol_ratio;ret_3m,0.812221,407
2024-03-01,xgboost,2024-03-01,8,8,0.8,ret_1w;vol_1m;vol_3m;ret_6m;ret_12m;vol_ratio;ret_3m;amihud,0.811286,407
2024-03-01,xgboost,2024-03-01,9,9,0.9,ret_1w;vol_1m;vol_3m;ret_6m;ret_12m;vol_ratio;ret_3m;amihud;ret_1m,0.695113,407
2024-03-01,xgboost,2024-03-01,10,10,1.0,ret_1w;vol_1m;vol_3m;ret_6m;ret_12m;vol_ratio;ret_3m;amihud;ret_1m;log_mktcap,0.5,407
2024-04-01,xgboost,2024-04-01,0,0,0.0,,1.0,407
2024-04-01,xgboost,2024-04-01,1,1,0.1,vol_3m,1.0,407
2024-04-01,xgboost,2024-04-01,2,2,0.2,vol_3m;vol_1m,1.0,407
2024-04-01,xgboost,2024-04-01,3,3,0.3,vol_3m;vol_1m;ret_1w,0.997494,407
2024-04-01,xgboost,2024-04-01,4,4,0.4,vol_3m;vol_1m;ret_1w;vol_ratio,0.991057,407
2024-04-01,xgboost,2024-04-01,5,5,0.5,vol_3m;vol_1m;ret_1w;vol_ratio;ret_6m,0.982934,407
2024-04-01,xgboost,2024-04-01,6,6,0.6,vol_3m;vol_1m;ret_1w;vol_ratio;ret_6m;ret_12m,0.97692,407
2024-04-01,xgboost,2024-04-01,7,7,0.7,vol_3m;vol_1m;ret_1w;vol_ratio;ret_6m;ret_12m;amihud,0.969802,407
2024-04-01,xgboost,2024-04-01,8,8,0.8,vol_3m;vol_1m;ret_1w;vol_ratio;ret_6m;ret_12m;amihud;ret_3m,0.955767,407
2024-04-01,xgboost,2024-04-01,9,9,0.9,vol_3m;vol_1m;ret_1w;vol_ratio;ret_6m;ret_12m;amihud;ret_3m;ret_1m,0.856516,407
2024-04-01,xgboost,2024-04-01,10,10,1.0,vol_3m;vol_1m;ret_1w;vol_ratio;ret_6m;ret_12m;amihud;ret_3m;ret_1m;log_mktcap,0.5,407
2024-05-01,xgboost,2024-05-01,0,0,0.0,,1.0,407
2024-05-01,xgboost,2024-05-01,1,1,0.1,ret_1w,0.997813,407
2024-05-01,xgboost,2024-05-01,2,2,0.2,ret_1w;vol_1m,0.994887,407
2024-05-01,xgboost,2024-05-01,3,3,0.3,ret_1w;vol_1m;ret_6m,0.992365,407
2024-05-01,xgboost,2024-05-01,4,4,0.4,ret_1w;vol_1m;ret_6m;vol_3m,0.985412,407
2024-05-01,xgboost,2024-05-01,5,5,0.5,ret_1w;vol_1m;ret_6m;vol_3m;amihud,0.959126,407
2024-05-01,xgboost,2024-05-01,6,6,0.6,ret_1w;vol_1m;ret_6m;vol_3m;amihud;ret_3m,0.952393,407
2024-05-01,xgboost,2024-05-01,7,7,0.7,ret_1w;vol_1m;ret_6m;vol_3m;amihud;ret_3m;ret_12m,0.945526,407
2024-05-01,xgboost,2024-05-01,8,8,0.8,ret_1w;vol_1m;ret_6m;vol_3m;amihud;ret_3m;ret_12m;vol_ratio,0.93873,407
2024-05-01,xgboost,2024-05-01,9,9,0.9,ret_1w;vol_1m;ret_6m;vol_3m;amihud;ret_3m;ret_12m;vol_ratio;ret_1m,0.84808,407
2024-05-01,xgboost,2024-05-01,10,10,1.0,ret_1w;vol_1m;ret_6m;vol_3m;amihud;ret_3m;ret_12m;vol_ratio;ret_1m;log_mktcap,0.5,407
2024-06-03,xgboost,2024-06-03,0,0,0.0,,1.0,407
2024-06-03,xgboost,2024-06-03,1,1,0.1,vol_3m,1.0,407
2024-06-03,xgboost,2024-06-03,2,2,0.2,vol_3m;vol_1m,1.0,407
2024-06-03,xgboost,2024-06-03,3,3,0.3,vol_3m;vol_1m;ret_1w,0.997949,407
2024-06-03,xgboost,2024-06-03,4,4,0.4,vol_3m;vol_1m;ret_1w;ret_6m,0.994545,407
2024-06-03,xgboost,2024-06-03,5,5,0.5,vol_3m;vol_1m;ret_1w;ret_6m;amihud,0.986173,407
2024-06-03,xgboost,2024-06-03,6,6,0.6,vol_3m;vol_1m;ret_1w;ret_6m;amihud;ret_3m,0.977466,407
2024-06-03,xgboost,2024-06-03,7,7,0.7,vol_3m;vol_1m;ret_1w;ret_6m;amihud;ret_3m;ret_12m,0.954545,407
2024-06-03,xgboost,2024-06-03,8,8,0.8,vol_3m;vol_1m;ret_1w;ret_6m;amihud;ret_3m;ret_12m;vol_ratio,0.931667,407
2024-06-03,xgboost,2024-06-03,9,9,0.9,vol_3m;vol_1m;ret_1w;ret_6m;amihud;ret_3m;ret_12m;vol_ratio;ret_1m,0.852626,407
2024-06-03,xgboost,2024-06-03,10,10,1.0,vol_3m;vol_1m;ret_1w;ret_6m;amihud;ret_3m;ret_12m;vol_ratio;ret_1m;log_mktcap,0.5,407
2024-07-01,xgboost,2024-07-01,0,0,0.0,,1.0,407
2024-07-01,xgboost,2024-07-01,1,1,0.1,vol_ratio,1.0,407
2024-07-01,xgboost,2024-07-01,2,2,0.2,vol_ratio;ret_1w,1.0,407
2024-07-01,xgboost,2024-07-01,3,3,0.3,vol_ratio;ret_1w;vol_3m,0.996795,407
2024-07-01,xgboost,2024-07-01,4,4,0.4,vol_ratio;ret_1w;vol_3m;amihud,0.982171,407
2024-07-01,xgboost,2024-07-01,5,5,0.5,vol_ratio;ret_1w;vol_3m;amihud;ret_6m,0.928057,407
2024-07-01,xgboost,2024-07-01,6,6,0.6,vol_ratio;ret_1w;vol_3m;amihud;ret_6m;vol_1m,0.84327,407
2024-07-01,xgboost,2024-07-01,7,7,0.7,vol_ratio;ret_1w;vol_3m;amihud;ret_6m;vol_1m;ret_12m,0.765663,407
2024-07-01,xgboost,2024-07-01,8,8,0.8,vol_ratio;ret_1w;vol_3m;amihud;ret_6m;vol_1m;ret_12m;ret_3m,0.701783,407
2024-07-01,xgboost,2024-07-01,9,9,0.9,vol_ratio;ret_1w;vol_3m;amihud;ret_6m;vol_1m;ret_12m;ret_3m;ret_1m,0.671443,407
2024-07-01,xgboost,2024-07-01,10,10,1.0,vol_ratio;ret_1w;vol_3m;amihud;ret_6m;vol_1m;ret_12m;ret_3m;ret_1m;log_mktcap,0.5,407
2024-08-01,xgboost,2024-08-01,0,0,0.0,,1.0,407
2024-08-01,xgboost,2024-08-01,1,1,0.1,vol_1m,0.998516,407
2024-08-01,xgboost,2024-08-01,2,2,0.2,vol_1m;ret_1w,0.99349,407
2024-08-01,xgboost,2024-08-01,3,3,0.3,vol_1m;ret_1w;vol_3m,0.98793,407
2024-08-01,xgboost,2024-08-01,4,4,0.4,vol_1m;ret_1w;vol_3m;amihud,0.977017,407
2024-08-01,xgboost,2024-08-01,5,5,0.5,vol_1m;ret_1w;vol_3m;amihud;ret_3m,0.956214,407
2024-08-01,xgboost,2024-08-01,6,6,0.6,vol_1m;ret_1w;vol_3m;amihud;ret_3m;ret_6m,0.947627,407
2024-08-01,xgboost,2024-08-01,7,7,0.7,vol_1m;ret_1w;vol_3m;amihud;ret_3m;ret_6m;vol_ratio,0.936405,407
2024-08-01,xgboost,2024-08-01,8,8,0.8,vol_1m;ret_1w;vol_3m;amihud;ret_3m;ret_6m;vol_ratio;ret_12m,0.927867,407
2024-08-01,xgboost,2024-08-01,9,9,0.9,vol_1m;ret_1w;vol_3m;amihud;ret_3m;ret_6m;vol_ratio;ret_12m;ret_1m,0.841341,407
2024-08-01,xgboost,2024-08-01,10,10,1.0,vol_1m;ret_1w;vol_3m;amihud;ret_3m;ret_6m;vol_ratio;ret_12m;ret_1m;log_mktcap,0.5,407
2024-09-02,xgboost,2024-09-02,0,0,0.0,,1.0,407
2024-09-02,xgboost,2024-09-02,1,1,0.1,vol_1m,0.999489,407
2024-09-02,xgboost,2024-09-02,2,2,0.2,vol_1m;vol_3m,0.998525,407
2024-09-02,xgboost,2024-09-02,3,3,0.3,vol_1m;vol_3m;ret_6m,0.995449,407
2024-09-02,xgboost,2024-09-02,4,4,0.4,vol_1m;vol_3m;ret_6m;ret_1w,0.993973,407
2024-09-02,xgboost,2024-09-02,5,5,0.5,vol_1m;vol_3m;ret_6m;ret_1w;vol_ratio,0.990849,407
2024-09-02,xgboost,2024-09-02,6,6,0.6,vol_1m;vol_3m;ret_6m;ret_1w;vol_ratio;ret_3m,0.987071,407
2024-09-02,xgboost,2024-09-02,7,7,0.7,vol_1m;vol_3m;ret_6m;ret_1w;vol_ratio;ret_3m;amihud,0.979891,407
2024-09-02,xgboost,2024-09-02,8,8,0.8,vol_1m;vol_3m;ret_6m;ret_1w;vol_ratio;ret_3m;amihud;ret_12m,0.959419,407
2024-09-02,xgboost,2024-09-02,9,9,0.9,vol_1m;vol_3m;ret_6m;ret_1w;vol_ratio;ret_3m;amihud;ret_12m;ret_1m,0.823023,407
2024-09-02,xgboost,2024-09-02,10,10,1.0,vol_1m;vol_3m;ret_6m;ret_1w;vol_ratio;ret_3m;amihud;ret_12m;ret_1m;log_mktcap,0.5,407
2024-10-01,xgboost,2024-10-01,0,0,0.0,,1.0,407
2024-10-01,xgboost,2024-10-01,1,1,0.1,vol_1m,0.999772,407
2024-10-01,xgboost,2024-10-01,2,2,0.2,vol_1m;ret_6m,0.997225,407
2024-10-01,xgboost,2024-10-01,3,3,0.3,vol_1m;ret_6m;vol_3m,0.995819,407
2024-10-01,xgboost,2024-10-01,4,4,0.4,vol_1m;ret_6m;vol_3m;ret_1w,0.991397,407
2024-10-01,xgboost,2024-10-01,5,5,0.5,vol_1m;ret_6m;vol_3m;ret_1w;ret_3m,0.985559,407
2024-10-01,xgboost,2024-10-01,6,6,0.6,vol_1m;ret_6m;vol_3m;ret_1w;ret_3m;vol_ratio,0.982239,407
2024-10-01,xgboost,2024-10-01,7,7,0.7,vol_1m;ret_6m;vol_3m;ret_1w;ret_3m;vol_ratio;amihud,0.977041,407
2024-10-01,xgboost,2024-10-01,8,8,0.8,vol_1m;ret_6m;vol_3m;ret_1w;ret_3m;vol_ratio;amihud;ret_12m,0.963175,407
2024-10-01,xgboost,2024-10-01,9,9,0.9,vol_1m;ret_6m;vol_3m;ret_1w;ret_3m;vol_ratio;amihud;ret_12m;ret_1m,0.841794,407
2024-10-01,xgboost,2024-10-01,10,10,1.0,vol_1m;ret_6m;vol_3m;ret_1w;ret_3m;vol_ratio;amihud;ret_12m;ret_1m;log_mktcap,0.5,407
2024-11-01,xgboost,2024-11-01,0,0,0.0,,1.0,407
2024-11-01,xgboost,2024-11-01,1,1,0.1,ret_1w,1.0,407
2024-11-01,xgboost,2024-11-01,2,2,0.2,ret_1w;vol_1m,1.0,407
2024-11-01,xgboost,2024-11-01,3,3,0.3,ret_1w;vol_1m;amihud,1.0,407
2024-11-01,xgboost,2024-11-01,4,4,0.4,ret_1w;vol_1m;amihud;vol_3m,1.0,407
2024-11-01,xgboost,2024-11-01,5,5,0.5,ret_1w;vol_1m;amihud;vol_3m;vol_ratio,0.99756,407
2024-11-01,xgboost,2024-11-01,6,6,0.6,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_6m,0.985187,407
2024-11-01,xgboost,2024-11-01,7,7,0.7,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_6m;ret_3m,0.97612,407
2024-11-01,xgboost,2024-11-01,8,8,0.8,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_6m;ret_3m;ret_12m,0.957541,407
2024-11-01,xgboost,2024-11-01,9,9,0.9,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_6m;ret_3m;ret_12m;ret_1m,0.818709,407
2024-11-01,xgboost,2024-11-01,10,10,1.0,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_6m;ret_3m;ret_12m;ret_1m;log_mktcap,0.5,407
2024-12-02,xgboost,2024-12-02,0,0,0.0,,1.0,407
2024-12-02,xgboost,2024-12-02,1,1,0.1,ret_1w,1.0,407
2024-12-02,xgboost,2024-12-02,2,2,0.2,ret_1w;vol_1m,1.0,407
2024-12-02,xgboost,2024-12-02,3,3,0.3,ret_1w;vol_1m;amihud,1.0,407
2024-12-02,xgboost,2024-12-02,4,4,0.4,ret_1w;vol_1m;amihud;vol_3m,1.0,407
2024-12-02,xgboost,2024-12-02,5,5,0.5,ret_1w;vol_1m;amihud;vol_3m;vol_ratio,0.994842,407
2024-12-02,xgboost,2024-12-02,6,6,0.6,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_3m,0.988947,407
2024-12-02,xgboost,2024-12-02,7,7,0.7,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_3m;ret_6m,0.971737,407
2024-12-02,xgboost,2024-12-02,8,8,0.8,ret_1w;vol_1m;amihud;vol_3m;vol_ratio;ret_3m;ret_6m;ret_12m,0.957003,407
