date,model,model_date,k_removed,n_removed_features,fraction_features_removed,removed_features,RGE_star,n_assets
2024-08-01,ridge,2024-08-01,7,7,0.7,ret_1w;vol_3m;ret_1m;vol_ratio;vol_1m;ret_3m;amihud,0.880445,407
2024-08-01,ridge,2024-08-01,8,8,0.8,ret_1w;vol_3m;ret_1m;vol_ratio;vol_1m;ret_3m;amihud;ret_12m,0.809549,407
2024-08-01,ridge,2024-08-01,9,9,0.9,ret_1w;vol_3m;ret_1m;vol_ratio;vol_1m;ret_3m;amihud;ret_12m;ret_6m,0.863865,407
2024-08-01,ridge,2024-08-01,10,10,1.0,ret_1w;vol_3m;ret_1m;vol_ratio;vol_1m;ret_3m;amihud;ret_12m;ret_6m;log_mktcap,0.5,407
2024-09-02,ridge,2024-09-02,0,0,0.0,,1.0,407
2024-09-02,ridge,2024-09-02,1,1,0.1,ret_1w,0.999984,407
2024-09-02,ridge,2024-09-02,2,2,0.2,ret_1w;vol_3m,0.986124,407
2024-09-02,ridge,2024-09-02,3,3,0.3,ret_1w;vol_3m;vol_ratio,0.965291,407
2024-09-02,ridge,2024-09-02,4,4,0.4,ret_1w;vol_3m;vol_ratio;ret_1m,0.935285,407
2024-09-02,ridge,2024-09-02,5,5,0.5,ret_1w;vol_3m;vol_ratio;ret_1m;vol_1m,0.968141,407
2024-09-02,ridge,2024-09-02,6,6,0.6,ret_1w;vol_3m;vol_ratio;ret_1m;vol_1m;ret_3m,0.898874,407
2024-09-02,ridge,2024-09-02,7,7,0.7,ret_1w;vol_3m;vol_ratio;ret_1m;vol_1m;ret_3m;amihud,0.87442,407
2024-09-02,ridge,2024-09-02,8,8,0.8,ret_1w;vol_3m;vol_ratio;ret_1m;vol_1m;ret_3m;amihud;ret_12m,0.796669,407
2024-09-02,ridge,2024-09-02,9,9,0.9,ret_1w;vol_3m;vol_ratio;ret_1m;vol_1m;ret_3m;amihud;ret_12m;ret_6m,0.848291,407
2024-09-02,ridge,2024-09-02,10,10,1.0,ret_1w;vol_3m;vol_ratio;ret_1m;vol_1m;ret_3m;amihud;ret_12m;ret_6m;log_mktcap,0.5,407
2024-10-01,ridge,2024-10-01,0,0,0.0,,1.0,407
2024-10-01,ridge,2024-10-01,1,1,0.1,ret_1w,0.999602,407
2024-10-01,ridge,2024-10-01,2,2,0.2,ret_1w;vol_3m,0.985554,407
2024-10-01,ridge,2024-10-01,3,3,0.3,ret_1w;vol_3m;vol_ratio,0.968083,407
2024-10-01,ridge,2024-10-01,4,4,0.4,ret_1w;vol_3m;vol_ratio;ret_1m,0.934499,407
2024-10-01,ridge,2024-10-01,5,5,0.5,ret_1w;vol_3m;vol_ratio;ret_1m;ret_3m,0.88996,407
2024-10-01,ridge,2024-10-01,6,6,0.6,ret_1w;vol_3m;vol_ratio;ret_1m;ret_3m;vol_1m,0.884754,407
2024-10-01,ridge,2024-10-01,7,7,0.7,ret_1w;vol_3m;vol_ratio;ret_1m;ret_3m;vol_1m;amihud,0.857978,407
2024-10-01,ridge,2024-10-01,8,8,0.8,ret_1w;vol_3m;vol_ratio;ret_1m;ret_3m;vol_1m;amihud;ret_12m,0.794107,407
2024-10-01,ridge,2024-10-01,9,9,0.9,ret_1w;vol_3m;vol_ratio;ret_1m;ret_3m;vol_1m;amihud;ret_12m;ret_6m,0.836987,407
2024-10-01,ridge,2024-10-01,10,10,1.0,ret_1w;vol_3m;vol_ratio;ret_1m;ret_3m;vol_1m;amihud;ret_12m;ret_6m;log_mktcap,0.5,407
2024-11-01,ridge,2024-11-01,0,0,0.0,,1.0,407
2024-11-01,ridge,2024-11-01,1,1,0.1,ret_1w,0.999341,407
2024-11-01,ridge,2024-11-01,2,2,0.2,ret_1w;vol_3m,0.987985,407
2024-11-01,ridge,2024-11-01,3,3,0.3,ret_1w;vol_3m;ret_1m,0.959443,407
2024-11-01,ridge,2024-11-01,4,4,0.4,ret_1w;vol_3m;ret_1m;vol_ratio,0.943524,407
2024-11-01,ridge,2024-11-01,5,5,0.5,ret_1w;vol_3m;ret_1m;vol_ratio;amihud,0.919775,407
2024-11-01,ridge,2024-11-01,6,6,0.6,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;ret_12m,0.872358,407
2024-11-01,ridge,2024-11-01,7,7,0.7,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;ret_12m;vol_1m,0.887045,407
2024-11-01,ridge,2024-11-01,8,8,0.8,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;ret_12m;vol_1m;ret_3m,0.798787,407
2024-11-01,ridge,2024-11-01,9,9,0.9,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;ret_12m;vol_1m;ret_3m;ret_6m,0.876598,407
2024-11-01,ridge,2024-11-01,10,10,1.0,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;ret_12m;vol_1m;ret_3m;ret_6m;log_mktcap,0.5,407
2024-12-02,ridge,2024-12-02,0,0,0.0,,1.0,407
2024-12-02,ridge,2024-12-02,1,1,0.1,ret_1w,0.999328,407
2024-12-02,ridge,2024-12-02,2,2,0.2,ret_1w;vol_3m,0.993626,407
2024-12-02,ridge,2024-12-02,3,3,0.3,ret_1w;vol_3m;ret_1m,0.969,407
2024-12-02,ridge,2024-12-02,4,4,0.4,ret_1w;vol_3m;ret_1m;vol_ratio,0.932983,407
2024-12-02,ridge,2024-12-02,5,5,0.5,ret_1w;vol_3m;ret_1m;vol_ratio;amihud,0.909526,407
2024-12-02,ridge,2024-12-02,6,6,0.6,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;vol_1m,0.939759,407
2024-12-02,ridge,2024-12-02,7,7,0.7,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;vol_1m;ret_12m,0.893351,407
2024-12-02,ridge,2024-12-02,8,8,0.8,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;vol_1m;ret_12m;ret_3m,0.817635,407
2024-12-02,ridge,2024-12-02,9,9,0.9,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;vol_1m;ret_12m;ret_3m;ret_6m,0.902081,407
2024-12-02,ridge,2024-12-02,10,10,1.0,ret_1w;vol_3m;ret_1m;vol_ratio;amihud;vol_1m;ret_12m;ret_3m;ret_6m;log_mktcap,0.5,407
2025-01-01,ridge,2025-01-01,0,0,0.0,,1.0,407
2025-01-01,ridge,2025-01-01,1,1,0.1,ret_1w,0.999482,407
2025-01-01,ridge,2025-01-01,2,2,0.2,ret_1w;vol_3m,0.994407,407
2025-01-01,ridge,2025-01-01,3,3,0.3,ret_1w;vol_3m;amihud,0.979914,407
2025-01-01,ridge,2025-01-01,4,4,0.4,ret_1w;vol_3m;amihud;ret_1m,0.96573,407
2025-01-01,ridge,2025-01-01,5,5,0.5,ret_1w;vol_3m;amihud;ret_1m;vol_ratio,0.950751,407
2025-01-01,ridge,2025-01-01,6,6,0.6,ret_1w;vol_3m;amihud;ret_1m;vol_ratio;ret_12m,0.926827,407
2025-01-01,ridge,2025-01-01,7,7,0.7,ret_1w;vol_3m;amihud;ret_1m;vol_ratio;ret_12m;vol_1m,0.932604,407
2025-01-01,ridge,2025-01-01,8,8,0.8,ret_1w;vol_3m;amihud;ret_1m;vol_ratio;ret_12m;vol_1m;ret_3m,0.881962,407
2025-01-01,ridge,2025-01-01,9,9,0.9,ret_1w;vol_3m;amihud;ret_1m;vol_ratio;ret_12m;vol_1m;ret_3m;ret_6m,0.933039,407
2025-01-01,ridge,2025-01-01,10,10,1.0,ret_1w;vol_3m;amihud;ret_1m;vol_ratio;ret_12m;vol_1m;ret_3m;ret_6m;log_mktcap,0.5,407
2025-02-03,ridge,2025-02-03,0,0,0.0,,1.0,407
2025-02-03,ridge,2025-02-03,1,1,0.1,ret_1w,0.998232,407
2025-02-03,ridge,2025-02-03,2,2,0.2,ret_1w;vol_3m,0.994871,407
2025-02-03,ridge,2025-02-03,3,3,0.3,ret_1w;vol_3m;ret_1m,0.965828,407
2025-02-03,ridge,2025-02-03,4,4,0.4,ret_1w;vol_3m;ret_1m;amihud,0.947638,407
2025-02-03,ridge,2025-02-03,5,5,0.5,ret_1w;vol_3m;ret_1m;amihud;ret_12m,0.915196,407
2025-02-03,ridge,2025-02-03,6,6,0.6,ret_1w;vol_3m;ret_1m;amihud;ret_12m;vol_ratio,0.901461,407
2025-02-03,ridge,2025-02-03,7,7,0.7,ret_1w;vol_3m;ret_1m;amihud;ret_12m;vol_ratio;ret_3m,0.853883,407
2025-02-03,ridge,2025-02-03,8,8,0.8,ret_1w;vol_3m;ret_1m;amihud;ret_12m;vol_ratio;ret_3m;vol_1m,0.845307,407
2025-02-03,ridge,2025-02-03,9,9,0.9,ret_1w;vol_3m;ret_1m;amihud;ret_12m;vol_ratio;ret_3m;vol_1m;ret_6m,0.89479,407
2025-02-03,ridge,2025-02-03,10,10,1.0,ret_1w;vol_3m;ret_1m;amihud;ret_12m;vol_ratio;ret_3m;vol_1m;ret_6m;log_mktcap,0.5,407
2025-03-03,ridge,2025-03-03,0,0,0.0,,1.0,407
2025-03-03,ridge,2025-03-03,1,1,0.1,ret_1w,0.999583,407
2025-03-03,ridge,2025-03-03,2,2,0.2,ret_1w;vol_3m,0.989981,407
2025-03-03,ridge,2025-03-03,3,3,0.3,ret_1w;vol_3m;ret_12m,0.973481,407
2025-03-03,ridge,2025-03-03,4,4,0.4,ret_1w;vol_3m;ret_12m;ret_1m,0.941429,407
2025-03-03,ridge,2025-03-03,5,5,0.5,ret_1w;vol_3m;ret_12m;ret_1m;ret_3m,0.857363,407
2025-03-03,ridge,2025-03-03,6,6,0.6,ret_1w;vol_3m;ret_12m;ret_1m;ret_3m;vol_ratio,0.846265,407
2025-03-03,ridge,2025-03-03,7,7,0.7,ret_1w;vol_3m;ret_12m;ret_1m;ret_3m;vol_ratio;amihud,0.867811,407
2025-03-03,ridge,2025-03-03,8,8,0.8,ret_1w;vol_3m;ret_12m;ret_1m;ret_3m;vol_ratio;amihud;vol_1m,0.850087,407
2025-03-03,ridge,2025-03-03,9,9,0.9,ret_1w;vol_3m;ret_12m;ret_1m;ret_3m;vol_ratio;amihud;vol_1m;ret_6m,0.861697,407
2025-03-03,ridge,2025-03-03,10,10,1.0,ret_1w;vol_3m;ret_12m;ret_1m;ret_3m;vol_ratio;amihud;vol_1m;ret_6m;log_mktcap,0.5,407
2025-04-01,ridge,2025-04-01,0,0,0.0,,1.0,407
2025-04-01,ridge,2025-04-01,1,1,0.1,ret_1w,0.999902,407
2025-04-01,ridge,2025-04-01,2,2,0.2,ret_1w;vol_3m,0.981741,407
2025-04-01,ridge,2025-04-01,3,3,0.3,ret_1w;vol_3m;ret_1m,0.96933,407
2025-04-01,ridge,2025-04-01,4,4,0.4,ret_1w;vol_3m;ret_1m;amihud,0.955038,407
2025-04-01,ridge,2025-04-01,5,5,0.5,ret_1w;vol_3m;ret_1m;amihud;ret_3m,0.925122,407
2025-04-01,ridge,2025-04-01,6,6,0.6,ret_1w;vol_3m;ret_1m;amihud;ret_3m;ret_12m,0.891127,407
2025-04-01,ridge,2025-04-01,7,7,0.7,ret_1w;vol_3m;ret_1m;amihud;ret_3m;ret_12m;vol_ratio,0.880522,407
2025-04-01,ridge,2025-04-01,8,8,0.8,ret_1w;vol_3m;ret_1m;amihud;ret_3m;ret_12m;vol_ratio;ret_6m,0.915143,407
2025-04-01,ridge,2025-04-01,9,9,0.9,ret_1w;vol_3m;ret_1m;amihud;ret_3m;ret_12m;vol_ratio;ret_6m;vol_1m,0.893732,407
2025-04-01,ridge,2025-04-01,10,10,1.0,ret_1w;vol_3m;ret_1m;amihud;ret_3m;ret_12m;vol_ratio;ret_6m;vol_1m;log_mktcap,0.5,407
2025-05-01,ridge,2025-05-01,0,0,0.0,,1.0,407
2025-05-01,ridge,2025-05-01,1,1,0.1,ret_1w,0.999758,407
2025-05-01,ridge,2025-05-01,2,2,0.2,ret_1w;vol_3m,0.975779,407
2025-05-01,ridge,2025-05-01,3,3,0.3,ret_1w;vol_3m;ret_1m,0.954948,407
2025-05-01,ridge,2025-05-01,4,4,0.4,ret_1w;vol_3m;ret_1m;ret_12m,0.92318,407
2025-05-01,ridge,2025-05-01,5,5,0.5,ret_1w;vol_3m;ret_1m;ret_12m;amihud,0.925134,407
2025-05-01,ridge,2025-05-01,6,6,0.6,ret_1w;vol_3m;ret_1m;ret_12m;amihud;ret_3m,0.904161,407
2025-05-01,ridge,2025-05-01,7,7,0.7,ret_1w;vol_3m;ret_1m;ret_12m;amihud;ret_3m;vol_ratio,0.88425,407
2025-05-01,ridge,2025-05-01,8,8,0.8,ret_1w;vol_3m;ret_1m;ret_12m;amihud;ret_3m;vol_ratio;ret_6m,0.892626,407
2025-05-01,ridge,2025-05-01,9,9,0.9,ret_1w;vol_3m;ret_1m;ret_12m;amihud;ret_3m;vol_ratio;ret_6m;vol_1m,0.914242,407
2025-05-01,ridge,2025-05-01,10,10,1.0,ret_1w;vol_3m;ret_1m;ret_12m;amihud;ret_3m;vol_ratio;ret_6m;vol_1m;log_mktcap,0.5,407
2025-06-02,ridge,2025-06-02,0,0,0.0,,1.0,407
2025-06-02,ridge,2025-06-02,1,1,0.1,ret_1w,0.999836,407
2025-06-02,ridge,2025-06-02,2,2,0.2,ret_1w;vol_3m,0.985397,407
2025-06-02,ridge,2025-06-02,3,3,0.3,ret_1w;vol_3m;ret_1m,0.953769,407
2025-06-02,ridge,2025-06-02,4,4,0.4,ret_1w;vol_3m;ret_1m;ret_12m,0.926113,407
2025-06-02,ridge,2025-06-02,5,5,0.5,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio,0.934805,407
2025-06-02,ridge,2025-06-02,6,6,0.6,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud,0.915053,407
2025-06-02,ridge,2025-06-02,7,7,0.7,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m,0.857482,407
2025-06-02,ridge,2025-06-02,8,8,0.8,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m;ret_6m,0.86503,407
2025-06-02,ridge,2025-06-02,9,9,0.9,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m;ret_6m;vol_1m,0.868167,407
2025-06-02,ridge,2025-06-02,10,10,1.0,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m;ret_6m;vol_1m;log_mktcap,0.5,407
2025-07-01,ridge,2025-07-01,0,0,0.0,,1.0,407
2025-07-01,ridge,2025-07-01,1,1,0.1,ret_1w,0.999974,407
2025-07-01,ridge,2025-07-01,2,2,0.2,ret_1w;vol_3m,0.993043,407
2025-07-01,ridge,2025-07-01,3,3,0.3,ret_1w;vol_3m;ret_1m,0.971617,407
2025-07-01,ridge,2025-07-01,4,4,0.4,ret_1w;vol_3m;ret_1m;ret_12m,0.945725,407
2025-07-01,ridge,2025-07-01,5,5,0.5,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio,0.930225,407
2025-07-01,ridge,2025-07-01,6,6,0.6,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud,0.913021,407
2025-07-01,ridge,2025-07-01,7,7,0.7,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m,0.853419,407
2025-07-01,ridge,2025-07-01,8,8,0.8,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m;ret_6m,0.868876,407
2025-07-01,ridge,2025-07-01,9,9,0.9,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m;ret_6m;vol_1m,0.890459,407
2025-07-01,ridge,2025-07-01,10,10,1.0,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m;ret_6m;vol_1m;log_mktcap,0.5,407
2025-08-01,ridge,2025-08-01,0,0,0.0,,1.0,407
2025-08-01,ridge,2025-08-01,1,1,0.1,ret_1w,0.999999,407
2025-08-01,ridge,2025-08-01,2,2,0.2,ret_1w;vol_3m,0.999262,407
2025-08-01,ridge,2025-08-01,3,3,0.3,ret_1w;vol_3m;ret_1m,0.990579,407
2025-08-01,ridge,2025-08-01,4,4,0.4,ret_1w;vol_3m;ret_1m;ret_12m,0.960343,407
2025-08-01,ridge,2025-08-01,5,5,0.5,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio,0.929643,407
2025-08-01,ridge,2025-08-01,6,6,0.6,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud,0.914948,407
2025-08-01,ridge,2025-08-01,7,7,0.7,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m,0.865621,407
2025-08-01,ridge,2025-08-01,8,8,0.8,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m;vol_1m,0.858951,407
2025-08-01,ridge,2025-08-01,9,9,0.9,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m;vol_1m;ret_6m,0.890059,407
2025-08-01,ridge,2025-08-01,10,10,1.0,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;amihud;ret_3m;vol_1m;ret_6m;log_mktcap,0.5,407
2025-09-01,ridge,2025-09-01,0,0,0.0,,1.0,407
2025-09-01,ridge,2025-09-01,1,1,0.1,ret_1w,0.999999,407
2025-09-01,ridge,2025-09-01,2,2,0.2,ret_1w;vol_3m,0.99999,407
2025-09-01,ridge,2025-09-01,3,3,0.3,ret_1w;vol_3m;ret_1m,0.98518,407
2025-09-01,ridge,2025-09-01,4,4,0.4,ret_1w;vol_3m;ret_1m;ret_12m,0.966198,407
2025-09-01,ridge,2025-09-01,5,5,0.5,ret_1w;vol_3m;ret_1m;ret_12m;ret_3m,0.900833,407
2025-09-01,ridge,2025-09-01,6,6,0.6,ret_1w;vol_3m;ret_1m;ret_12m;ret_3m;vol_ratio,0.879281,407
2025-09-01,ridge,2025-09-01,7,7,0.7,ret_1w;vol_3m;ret_1m;ret_12m;ret_3m;vol_ratio;amihud,0.888384,407
2025-09-01,ridge,2025-09-01,8,8,0.8,ret_1w;vol_3m;ret_1m;ret_12m;ret_3m;vol_ratio;amihud;vol_1m,0.881731,407
2025-09-01,ridge,2025-09-01,9,9,0.9,ret_1w;vol_3m;ret_1m;ret_12m;ret_3m;vol_ratio;amihud;vol_1m;ret_6m,0.902731,407
2025-09-01,ridge,2025-09-01,10,10,1.0,ret_1w;vol_3m;ret_1m;ret_12m;ret_3m;vol_ratio;amihud;vol_1m;ret_6m;log_mktcap,0.5,407
2025-10-01,ridge,2025-10-01,0,0,0.0,,1.0,407
2025-10-01,ridge,2025-10-01,1,1,0.1,ret_1w,0.999868,407
2025-10-01,ridge,2025-10-01,2,2,0.2,ret_1w;vol_3m,0.99963,407
2025-10-01,ridge,2025-10-01,3,3,0.3,ret_1w;vol_3m;ret_12m,0.988345,407
2025-10-01,ridge,2025-10-01,4,4,0.4,ret_1w;vol_3m;ret_12m;ret_1m,0.959488,407
2025-10-01,ridge,2025-10-01,5,5,0.5,ret_1w;vol_3m;ret_12m;ret_1m;vol_ratio,0.93499,407
2025-10-01,ridge,2025-10-01,6,6,0.6,ret_1w;vol_3m;ret_12m;ret_1m;vol_ratio;ret_3m,0.855687,407
2025-10-01,ridge,2025-10-01,7,7,0.7,ret_1w;vol_3m;ret_12m;ret_1m;vol_ratio;ret_3m;vol_1m,0.821354,407
2025-10-01,ridge,2025-10-01,8,8,0.8,ret_1w;vol_3m;ret_12m;ret_1m;vol_ratio;ret_3m;vol_1m;amihud,0.858742,407
2025-10-01,ridge,2025-10-01,9,9,0.9,ret_1w;vol_3m;ret_12m;ret_1m;vol_ratio;ret_3m;vol_1m;amihud;ret_6m,0.882353,407
2025-10-01,ridge,2025-10-01,10,10,1.0,ret_1w;vol_3m;ret_12m;ret_1m;vol_ratio;ret_3m;vol_1m;amihud;ret_6m;log_mktcap,0.5,407
2025-11-03,ridge,2025-11-03,0,0,0.0,,1.0,407
2025-11-03,ridge,2025-11-03,1,1,0.1,ret_1w,0.999906,407
2025-11-03,ridge,2025-11-03,2,2,0.2,ret_1w;vol_3m,0.99945,407
2025-11-03,ridge,2025-11-03,3,3,0.3,ret_1w;vol_3m;ret_1m,0.988469,407
2025-11-03,ridge,2025-11-03,4,4,0.4,ret_1w;vol_3m;ret_1m;ret_12m,0.957164,407
2025-11-03,ridge,2025-11-03,5,5,0.5,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio,0.929731,407
2025-11-03,ridge,2025-11-03,6,6,0.6,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;ret_3m,0.84733,407
2025-11-03,ridge,2025-11-03,7,7,0.7,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;ret_3m;amihud,0.876058,407
2025-11-03,ridge,2025-11-03,8,8,0.8,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;ret_3m;amihud;vol_1m,0.868036,407
2025-11-03,ridge,2025-11-03,9,9,0.9,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;ret_3m;amihud;vol_1m;ret_6m,0.900827,407
2025-11-03,ridge,2025-11-03,10,10,1.0,ret_1w;vol_3m;ret_1m;ret_12m;vol_ratio;ret_3m;amihud;vol_1m;ret_6m;log_mktcap,0.5,407
2025-12-01,ridge,2025-12-01,0,0,0.0,,1.0,407
2025-12-01,ridge,2025-12-01,1,1,0.1,vol_3m,0.999883,407
2025-12-01,ridge,2025-12-01,2,2,0.2,vol_3m;ret_1w,0.999608,407
2025-12-01,ridge,2025-12-01,3,3,0.3,vol_3m;ret_1w;ret_12m,0.983962,407
2025-12-01,ridge,2025-12-01,4,4,0.4,vol_3m;ret_1w;ret_12m;ret_1m,0.955572,407
2025-12-01,ridge,2025-12-01,5,5,0.5,vol_3m;ret_1w;ret_12m;ret_1m;ret_3m,0.883595,407
2025-12-01,ridge,2025-12-01,6,6,0.6,vol_3m;ret_1w;ret_12m;ret_1m;ret_3m;vol_ratio,0.855885,407
2025-12-01,ridge,2025-12-01,7,7,0.7,vol_3m;ret_1w;ret_12m;ret_1m;ret_3m;vol_ratio;amihud,0.8793,407
2025-12-01,ridge,2025-12-01,8,8,0.8,vol_3m;ret_1w;ret_12m;ret_1m;ret_3m;vol_ratio;amihud;vol_1m,0.862619,407
2025-12-01,ridge,2025-12-01,9,9,0.9,vol_3m;ret_1w;ret_12m;ret_1m;ret_3m;vol_ratio;amihud;vol_1m;ret_6m,0.885366,407
2025-12-01,ridge,2025-12-01,10,10,1.0,vol_3m;ret_1w;ret_12m;ret_1m;ret_3m;vol_ratio;amihud;vol_1m;ret_6m;log_mktcap,0.5,407
2023-01-02,xgboost,2023-01-02,0,0,0.0,,1.0,407
2023-01-02,xgboost,2023-01-02,1,1,0.1,vol_3m,0.999402,407
2023-01-02,xgboost,2023-01-02,2,2,0.2,vol_3m;vol_1m,0.998627,407
2023-01-02,xgboost,2023-01-02,3,3,0.3,vol_3m;vol_1m;ret_3m,0.996473,407
2023-01-02,xgboost,2023-01-02,4,4,0.4,vol_3m;vol_1m;ret_3m;ret_6m,0.993922,407
2023-01-02,xgboost,2023-01-02,5,5,0.5,vol_3m;vol_1m;ret_3m;ret_6m;amihud,0.990223,407
2023-01-02,xgboost,2023-01-02,6,6,0.6,vol_3m;vol_1m;ret_3m;ret_6m;amihud;ret_1w,0.984948,407
2023-01-02,xgboost,2023-01-02,7,7,0.7,vol_3m;vol_1m;ret_3m;ret_6m;amihud;ret_1w;vol_ratio,0.979775,407
2023-01-02,xgboost,2023-01-02,8,8,0.8,vol_3m;vol_1m;ret_3m;ret_6m;amihud;ret_1w;vol_ratio;ret_12m,0.953377,407
2023-01-02,xgboost,2023-01-02,9,9,0.9,vol_3m;vol_1m;ret_3m;ret_6m;amihud;ret_1w;vol_ratio;ret_12m;ret_1m,0.874303,407
2023-01-02,xgboost,2023-01-02,10,10,1.0,vol_3m;vol_1m;ret_3m;ret_6m;amihud;ret_1w;vol_ratio;ret_12m;ret_1m;log_mktcap,0.5,407
2023-02-01,xgboost,2023-02-01,0,0,0.0,,1.0,407
2023-02-01,xgboost,2023-02-01,1,1,0.1,vol_1m,0.997119,407
2023-02-01,xgboost,2023-02-01,2,2,0.2,vol_1m;ret_3m,0.990973,407
2023-02-01,xgboost,2023-02-01,3,3,0.3,vol_1m;ret_3m;vol_3m,0.982876,407
2023-02-01,xgboost,2023-02-01,4,4,0.4,vol_1m;ret_3m;vol_3m;amihud,0.973202,407
2023-02-01,xgboost,2023-02-01,5,5,0.5,vol_1m;ret_3m;vol_3m;amihud;ret_1w,0.966505,407
2023-02-01,xgboost,2023-02-01,6,6,0.6,vol_1m;ret_3m;vol_3m;amihud;ret_1w;ret_6m,0.946134,407
2023-02-01,xgboost,2023-02-01,7,7,0.7,vol_1m;ret_3m;vol_3m;amihud;ret_1w;ret_6m;vol_ratio,0.931679,407
2023-02-01,xgboost,2023-02-01,8,8,0.8,vol_1m;ret_3m;vol_3m;amihud;ret_1w;ret_6m;vol_ratio;ret_1m,0.899879,407
2023-02-01,xgboost,2023-02-01,9,9,0.9,vol_1m;ret_3m;vol_3m;amihud;ret_1w;ret_6m;vol_ratio;ret_1m;ret_12m,0.885429,407
2023-02-01,xgboost,2023-02-01,10,10,1.0,vol_1m;ret_3m;vol_3m;amihud;ret_1w;ret_6m;vol_ratio;ret_1m;ret_12m;log_mktcap,0.5,407
2023-03-01,xgboost,2023-03-01,0,0,0.0,,1.0,407
2023-03-01,xgboost,2023-03-01,1,1,0.1,vol_1m,0.997055,407
2023-03-01,xgboost,2023-03-01,2,2,0.2,vol_1m;ret_1w,0.993747,407
2023-03-01,xgboost,2023-03-01,3,3,0.3,vol_1m;ret_1w;ret_6m,0.990493,407
2023-03-01,xgboost,2023-03-01,4,4,0.4,vol_1m;ret_1w;ret_6m;amihud,0.984822,407
2023-03-01,xgboost,2023-03-01,5,5,0.5,vol_1m;ret_1w;ret_6m;amihud;ret_3m,0.982302,407
2023-03-01,xgboost,2023-03-01,6,6,0.6,vol_1m;ret_1w;ret_6m;amihud;ret_3m;vol_3m,0.979774,407
2023-03-01,xgboost,2023-03-01,7,7,0.7,vol_1m;ret_1w;ret_6m;amihud;ret_3m;vol_3m;vol_ratio,0.973972,407
2023-03-01,xgboost,2023-03-01,8,8,0.8,vol_1m;ret_1w;ret_6m;amihud;ret_3m;vol_3m;vol_ratio;ret_12m,0.935607,407
2023-03-01,xgboost,2023-03-01,9,9,0.9,vol_1m;ret_1w;ret_6m;amihud;ret_3m;vol_3m;vol_ratio;ret_12m;ret_1m,0.849472,407
2023-03-01,xgboost,2023-03-01,10,10,1.0,vol_1m;ret_1w;ret_6m;amihud;ret_3m;vol_3m;vol_ratio;ret_12m;ret_1m;log_mktcap,0.5,407
2023-04-03,xgboost,2023-04-03,0,0,0.0,,1.0,407
2023-04-03,xgboost,2023-04-03,1,1,0.1,vol_1m,0.989175,407
2023-04-03,xgboost,2023-04-03,2,2,0.2,vol_1m;vol_3m,0.973855,407
2023-04-03,xgboost,2023-04-03,3,3,0.3,vol_1m;vol_3m;vol_ratio,0.947213,407
2023-04-03,xgboost,2023-04-03,4,4,0.4,vol_1m;vol_3m;vol_ratio;amihud,0.936784,407
2023-04-03,xgboost,2023-04-03,5,5,0.5,vol_1m;vol_3m;vol_ratio;amihud;ret_1w,0.921008,407
2023-04-03,xgboost,2023-04-03,6,6,0.6,vol_1m;vol_3m;vol_ratio;amihud;ret_1w;ret_6m,0.902551,407
2023-04-03,xgboost,2023-04-03,7,7,0.7,vol_1m;vol_3m;vol_ratio;amihud;ret_1w;ret_6m;ret_3m,0.899875,407
2023-04-03,xgboost,2023-04-03,8,8,0.8,vol_1m;vol_3m;vol_ratio;amihud;ret_1w;ret_6m;ret_3m;ret_12m,0.882323,407
