date,model,k_removed,n_removed_segments,fraction_data_removed,RGA,random_RGA,n_assets_full,n_assets_remaining
2023-08-01,mlp,7,7,0.7,0.550032,0.515362,407,120
2023-08-01,mlp,8,8,0.8,0.550236,0.432899,407,80
2023-08-01,mlp,9,9,0.9,0.508956,0.404083,407,40
2023-08-01,mlp,10,10,1.0,0.0,0.0,407,0
2023-09-01,mlp,0,0,0.0,0.496953,0.477661,407,407
2023-09-01,mlp,1,1,0.1,0.504399,0.478383,407,366
2023-09-01,mlp,2,2,0.2,0.498551,0.489604,407,325
2023-09-01,mlp,3,3,0.3,0.501311,0.491323,407,284
2023-09-01,mlp,4,4,0.4,0.521773,0.498151,407,243
2023-09-01,mlp,5,5,0.5,0.542001,0.485121,407,202
2023-09-01,mlp,6,6,0.6,0.573105,0.452456,407,161
2023-09-01,mlp,7,7,0.7,0.537001,0.461919,407,120
2023-09-01,mlp,8,8,0.8,0.65997,0.524404,407,80
2023-09-01,mlp,9,9,0.9,0.50569,0.589088,407,40
2023-09-01,mlp,10,10,1.0,0.0,0.0,407,0
2023-10-02,mlp,0,0,0.0,0.439302,0.523074,407,407
2023-10-02,mlp,1,1,0.1,0.434292,0.524376,407,366
2023-10-02,mlp,2,2,0.2,0.447121,0.52823,407,325
2023-10-02,mlp,3,3,0.3,0.460904,0.521201,407,284
2023-10-02,mlp,4,4,0.4,0.45042,0.520767,407,243
2023-10-02,mlp,5,5,0.5,0.483729,0.515931,407,202
2023-10-02,mlp,6,6,0.6,0.531637,0.52469,407,161
2023-10-02,mlp,7,7,0.7,0.575407,0.512798,407,120
2023-10-02,mlp,8,8,0.8,0.527378,0.498944,407,80
2023-10-02,mlp,9,9,0.9,0.601125,0.447845,407,40
2023-10-02,mlp,10,10,1.0,0.0,0.0,407,0
2023-11-01,mlp,0,0,0.0,0.584825,0.486446,407,407
2023-11-01,mlp,1,1,0.1,0.560932,0.469056,407,366
2023-11-01,mlp,2,2,0.2,0.538923,0.469638,407,325
2023-11-01,mlp,3,3,0.3,0.543669,0.464803,407,284
2023-11-01,mlp,4,4,0.4,0.562182,0.468287,407,243
2023-11-01,mlp,5,5,0.5,0.579422,0.487574,407,202
2023-11-01,mlp,6,6,0.6,0.542818,0.457377,407,161
2023-11-01,mlp,7,7,0.7,0.51172,0.471566,407,120
2023-11-01,mlp,8,8,0.8,0.509943,0.445669,407,80
2023-11-01,mlp,9,9,0.9,0.547875,0.518675,407,40
2023-11-01,mlp,10,10,1.0,0.0,0.0,407,0
2023-12-01,mlp,0,0,0.0,0.492714,0.530381,407,407
2023-12-01,mlp,1,1,0.1,0.482149,0.537225,407,366
2023-12-01,mlp,2,2,0.2,0.4866,0.547849,407,325
2023-12-01,mlp,3,3,0.3,0.496171,0.531351,407,284
2023-12-01,mlp,4,4,0.4,0.491012,0.522989,407,243
2023-12-01,mlp,5,5,0.5,0.503057,0.531866,407,202
2023-12-01,mlp,6,6,0.6,0.501266,0.502332,407,161
2023-12-01,mlp,7,7,0.7,0.542213,0.536203,407,120
2023-12-01,mlp,8,8,0.8,0.622472,0.507974,407,80
2023-12-01,mlp,9,9,0.9,0.653626,0.451441,407,40
2023-12-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-01-01,mlp,0,0,0.0,0.452696,0.489783,407,407
2024-01-01,mlp,1,1,0.1,0.446984,0.495899,407,366
2024-01-01,mlp,2,2,0.2,0.442407,0.487285,407,325
2024-01-01,mlp,3,3,0.3,0.429015,0.489946,407,284
2024-01-01,mlp,4,4,0.4,0.424456,0.5048,407,243
2024-01-01,mlp,5,5,0.5,0.39514,0.520748,407,202
2024-01-01,mlp,6,6,0.6,0.418331,0.543144,407,161
2024-01-01,mlp,7,7,0.7,0.427716,0.575652,407,120
2024-01-01,mlp,8,8,0.8,0.454963,0.569334,407,80
2024-01-01,mlp,9,9,0.9,0.410952,0.608009,407,40
2024-01-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-02-01,mlp,0,0,0.0,0.469244,0.476914,407,407
2024-02-01,mlp,1,1,0.1,0.491215,0.478462,407,366
2024-02-01,mlp,2,2,0.2,0.47049,0.467096,407,325
2024-02-01,mlp,3,3,0.3,0.462405,0.472357,407,284
2024-02-01,mlp,4,4,0.4,0.429281,0.461108,407,243
2024-02-01,mlp,5,5,0.5,0.462134,0.472427,407,202
2024-02-01,mlp,6,6,0.6,0.512908,0.482808,407,161
2024-02-01,mlp,7,7,0.7,0.514098,0.45797,407,120
2024-02-01,mlp,8,8,0.8,0.490815,0.484549,407,80
2024-02-01,mlp,9,9,0.9,0.48787,0.475763,407,40
2024-02-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-03-01,mlp,0,0,0.0,0.512933,0.50169,407,407
2024-03-01,mlp,1,1,0.1,0.549345,0.509897,407,366
2024-03-01,mlp,2,2,0.2,0.534095,0.505124,407,325
2024-03-01,mlp,3,3,0.3,0.50027,0.500161,407,284
2024-03-01,mlp,4,4,0.4,0.490314,0.504978,407,243
2024-03-01,mlp,5,5,0.5,0.511194,0.481773,407,202
2024-03-01,mlp,6,6,0.6,0.550997,0.453918,407,161
2024-03-01,mlp,7,7,0.7,0.513944,0.480436,407,120
2024-03-01,mlp,8,8,0.8,0.575401,0.417015,407,80
2024-03-01,mlp,9,9,0.9,0.492099,0.454618,407,40
2024-03-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-04-01,mlp,0,0,0.0,0.526176,0.527637,407,407
2024-04-01,mlp,1,1,0.1,0.519448,0.537268,407,366
2024-04-01,mlp,2,2,0.2,0.505363,0.547371,407,325
2024-04-01,mlp,3,3,0.3,0.561154,0.548082,407,284
2024-04-01,mlp,4,4,0.4,0.566153,0.569685,407,243
2024-04-01,mlp,5,5,0.5,0.572424,0.568645,407,202
2024-04-01,mlp,6,6,0.6,0.594047,0.574437,407,161
2024-04-01,mlp,7,7,0.7,0.564672,0.585908,407,120
2024-04-01,mlp,8,8,0.8,0.63537,0.61538,407,80
2024-04-01,mlp,9,9,0.9,0.702485,0.625122,407,40
2024-04-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-05-01,mlp,0,0,0.0,0.51129,0.491029,407,407
2024-05-01,mlp,1,1,0.1,0.50016,0.486911,407,366
2024-05-01,mlp,2,2,0.2,0.513838,0.48348,407,325
2024-05-01,mlp,3,3,0.3,0.535912,0.499389,407,284
2024-05-01,mlp,4,4,0.4,0.560701,0.505465,407,243
2024-05-01,mlp,5,5,0.5,0.589905,0.504948,407,202
2024-05-01,mlp,6,6,0.6,0.576158,0.495045,407,161
2024-05-01,mlp,7,7,0.7,0.545485,0.508931,407,120
2024-05-01,mlp,8,8,0.8,0.457108,0.432711,407,80
2024-05-01,mlp,9,9,0.9,0.413592,0.483165,407,40
2024-05-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-06-03,mlp,0,0,0.0,0.442939,0.487748,407,407
2024-06-03,mlp,1,1,0.1,0.442572,0.471728,407,366
2024-06-03,mlp,2,2,0.2,0.434461,0.468958,407,325
2024-06-03,mlp,3,3,0.3,0.441436,0.458655,407,284
2024-06-03,mlp,4,4,0.4,0.471056,0.441194,407,243
2024-06-03,mlp,5,5,0.5,0.450053,0.434604,407,202
2024-06-03,mlp,6,6,0.6,0.467604,0.456452,407,161
2024-06-03,mlp,7,7,0.7,0.517762,0.464893,407,120
2024-06-03,mlp,8,8,0.8,0.578227,0.471429,407,80
2024-06-03,mlp,9,9,0.9,0.392705,0.510693,407,40
2024-06-03,mlp,10,10,1.0,0.0,0.0,407,0
2024-07-01,mlp,0,0,0.0,0.548723,0.500453,407,407
2024-07-01,mlp,1,1,0.1,0.556603,0.505086,407,366
2024-07-01,mlp,2,2,0.2,0.55455,0.499887,407,325
2024-07-01,mlp,3,3,0.3,0.573007,0.498169,407,284
2024-07-01,mlp,4,4,0.4,0.531845,0.47747,407,243
2024-07-01,mlp,5,5,0.5,0.53121,0.490361,407,202
2024-07-01,mlp,6,6,0.6,0.52102,0.496789,407,161
2024-07-01,mlp,7,7,0.7,0.535078,0.474479,407,120
2024-07-01,mlp,8,8,0.8,0.579243,0.440616,407,80
2024-07-01,mlp,9,9,0.9,0.613714,0.415261,407,40
2024-07-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-08-01,mlp,0,0,0.0,0.456229,0.470966,407,407
2024-08-01,mlp,1,1,0.1,0.443542,0.46014,407,366
2024-08-01,mlp,2,2,0.2,0.473404,0.446919,407,325
2024-08-01,mlp,3,3,0.3,0.483811,0.450647,407,284
2024-08-01,mlp,4,4,0.4,0.44287,0.431774,407,243
2024-08-01,mlp,5,5,0.5,0.442859,0.426748,407,202
2024-08-01,mlp,6,6,0.6,0.425793,0.447809,407,161
2024-08-01,mlp,7,7,0.7,0.456844,0.481525,407,120
2024-08-01,mlp,8,8,0.8,0.412464,0.477347,407,80
2024-08-01,mlp,9,9,0.9,0.313665,0.445302,407,40
2024-08-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-09-02,mlp,0,0,0.0,0.474069,0.538488,407,407
2024-09-02,mlp,1,1,0.1,0.48807,0.557418,407,366
2024-09-02,mlp,2,2,0.2,0.471428,0.554591,407,325
2024-09-02,mlp,3,3,0.3,0.491565,0.55854,407,284
2024-09-02,mlp,4,4,0.4,0.488439,0.554347,407,243
2024-09-02,mlp,5,5,0.5,0.506953,0.536694,407,202
2024-09-02,mlp,6,6,0.6,0.523318,0.543728,407,161
2024-09-02,mlp,7,7,0.7,0.4921,0.554442,407,120
2024-09-02,mlp,8,8,0.8,0.492298,0.590778,407,80
2024-09-02,mlp,9,9,0.9,0.389392,0.549643,407,40
2024-09-02,mlp,10,10,1.0,0.0,0.0,407,0
2024-10-01,mlp,0,0,0.0,0.452148,0.540281,407,407
2024-10-01,mlp,1,1,0.1,0.442097,0.542797,407,366
2024-10-01,mlp,2,2,0.2,0.440711,0.54645,407,325
2024-10-01,mlp,3,3,0.3,0.442957,0.553437,407,284
2024-10-01,mlp,4,4,0.4,0.459501,0.55281,407,243
2024-10-01,mlp,5,5,0.5,0.452312,0.578994,407,202
2024-10-01,mlp,6,6,0.6,0.448421,0.555323,407,161
2024-10-01,mlp,7,7,0.7,0.460281,0.592194,407,120
2024-10-01,mlp,8,8,0.8,0.493056,0.577001,407,80
2024-10-01,mlp,9,9,0.9,0.528496,0.592012,407,40
2024-10-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-11-01,mlp,0,0,0.0,0.427397,0.487674,407,407
2024-11-01,mlp,1,1,0.1,0.420358,0.493432,407,366
2024-11-01,mlp,2,2,0.2,0.389526,0.502692,407,325
2024-11-01,mlp,3,3,0.3,0.415142,0.500425,407,284
2024-11-01,mlp,4,4,0.4,0.432778,0.492543,407,243
2024-11-01,mlp,5,5,0.5,0.430348,0.458976,407,202
2024-11-01,mlp,6,6,0.6,0.507352,0.461054,407,161
2024-11-01,mlp,7,7,0.7,0.456628,0.455829,407,120
2024-11-01,mlp,8,8,0.8,0.509796,0.487844,407,80
2024-11-01,mlp,9,9,0.9,0.589009,0.423167,407,40
2024-11-01,mlp,10,10,1.0,0.0,0.0,407,0
2024-12-02,mlp,0,0,0.0,0.496753,0.515082,407,407
2024-12-02,mlp,1,1,0.1,0.496821,0.510881,407,366
2024-12-02,mlp,2,2,0.2,0.469008,0.511545,407,325
2024-12-02,mlp,3,3,0.3,0.517648,0.508023,407,284
2024-12-02,mlp,4,4,0.4,0.485016,0.52268,407,243
2024-12-02,mlp,5,5,0.5,0.477143,0.526165,407,202
2024-12-02,mlp,6,6,0.6,0.499529,0.533601,407,161
2024-12-02,mlp,7,7,0.7,0.471888,0.552927,407,120
2024-12-02,mlp,8,8,0.8,0.535131,0.551874,407,80
2024-12-02,mlp,9,9,0.9,0.516929,0.500999,407,40
2024-12-02,mlp,10,10,1.0,0.0,0.0,407,0
2025-01-01,mlp,0,0,0.0,0.533618,0.535831,407,407
2025-01-01,mlp,1,1,0.1,0.545939,0.541186,407,366
2025-01-01,mlp,2,2,0.2,0.508808,0.540723,407,325
2025-01-01,mlp,3,3,0.3,0.523574,0.555988,407,284
2025-01-01,mlp,4,4,0.4,0.501261,0.548206,407,243
2025-01-01,mlp,5,5,0.5,0.508599,0.552079,407,202
2025-01-01,mlp,6,6,0.6,0.515757,0.566667,407,161
2025-01-01,mlp,7,7,0.7,0.456352,0.536713,407,120
2025-01-01,mlp,8,8,0.8,0.514421,0.565948,407,80
2025-01-01,mlp,9,9,0.9,0.430159,0.552756,407,40
2025-01-01,mlp,10,10,1.0,0.0,0.0,407,0
2025-02-03,mlp,0,0,0.0,0.504421,0.493693,407,407
2025-02-03,mlp,1,1,0.1,0.511976,0.474632,407,366
2025-02-03,mlp,2,2,0.2,0.533711,0.467083,407,325
2025-02-03,mlp,3,3,0.3,0.523343,0.486249,407,284
2025-02-03,mlp,4,4,0.4,0.570315,0.48603,407,243
2025-02-03,mlp,5,5,0.5,0.595459,0.48822,407,202
2025-02-03,mlp,6,6,0.6,0.603113,0.501306,407,161
2025-02-03,mlp,7,7,0.7,0.613735,0.488713,407,120
2025-02-03,mlp,8,8,0.8,0.630913,0.515393,407,80
2025-02-03,mlp,9,9,0.9,0.524029,0.474925,407,40
2025-02-03,mlp,10,10,1.0,0.0,0.0,407,0
2025-03-03,mlp,0,0,0.0,0.4671,0.489238,407,407
2025-03-03,mlp,1,1,0.1,0.477392,0.476617,407,366
2025-03-03,mlp,2,2,0.2,0.489087,0.474269,407,325
2025-03-03,mlp,3,3,0.3,0.471586,0.479027,407,284
2025-03-03,mlp,4,4,0.4,0.479038,0.479062,407,243
2025-03-03,mlp,5,5,0.5,0.50785,0.501237,407,202
2025-03-03,mlp,6,6,0.6,0.51567,0.510949,407,161
2025-03-03,mlp,7,7,0.7,0.420576,0.552581,407,120
2025-03-03,mlp,8,8,0.8,0.39647,0.539192,407,80
2025-03-03,mlp,9,9,0.9,0.5064,0.535424,407,40
2025-03-03,mlp,10,10,1.0,0.0,0.0,407,0
2025-04-01,mlp,0,0,0.0,0.474042,0.479372,407,407
2025-04-01,mlp,1,1,0.1,0.469857,0.474232,407,366
2025-04-01,mlp,2,2,0.2,0.490961,0.475276,407,325
2025-04-01,mlp,3,3,0.3,0.49391,0.479786,407,284
2025-04-01,mlp,4,4,0.4,0.498496,0.472528,407,243
2025-04-01,mlp,5,5,0.5,0.477241,0.453764,407,202
2025-04-01,mlp,6,6,0.6,0.465771,0.469521,407,161
2025-04-01,mlp,7,7,0.7,0.504078,0.455198,407,120
2025-04-01,mlp,8,8,0.8,0.513011,0.46952,407,80
2025-04-01,mlp,9,9,0.9,0.41171,0.484645,407,40
2025-04-01,mlp,10,10,1.0,0.0,0.0,407,0
2025-05-01,mlp,0,0,0.0,0.590431,0.498393,407,407
2025-05-01,mlp,1,1,0.1,0.573183,0.508106,407,366
2025-05-01,mlp,2,2,0.2,0.544383,0.517544,407,325
2025-05-01,mlp,3,3,0.3,0.532325,0.524011,407,284
2025-05-01,mlp,4,4,0.4,0.532745,0.528462,407,243
2025-05-01,mlp,5,5,0.5,0.550925,0.548112,407,202
2025-05-01,mlp,6,6,0.6,0.547616,0.567283,407,161
2025-05-01,mlp,7,7,0.7,0.510912,0.577813,407,120
2025-05-01,mlp,8,8,0.8,0.494129,0.561743,407,80
2025-05-01,mlp,9,9,0.9,0.516276,0.584263,407,40
2025-05-01,mlp,10,10,1.0,0.0,0.0,407,0
2025-06-02,mlp,0,0,0.0,0.517403,0.467964,407,407
2025-06-02,mlp,1,1,0.1,0.522596,0.468691,407,366
2025-06-02,mlp,2,2,0.2,0.522769,0.469968,407,325
2025-06-02,mlp,3,3,0.3,0.537108,0.470682,407,284
2025-06-02,mlp,4,4,0.4,0.561492,0.493454,407,243
2025-06-02,mlp,5,5,0.5,0.558807,0.506356,407,202
2025-06-02,mlp,6,6,0.6,0.528626,0.503557,407,161
2025-06-02,mlp,7,7,0.7,0.518441,0.503837,407,120
2025-06-02,mlp,8,8,0.8,0.473219,0.466794,407,80
2025-06-02,mlp,9,9,0.9,0.497395,0.472992,407,40
2025-06-02,mlp,10,10,1.0,0.0,0.0,407,0
2025-07-01,mlp,0,0,0.0,0.440586,0.507935,407,407
2025-07-01,mlp,1,1,0.1,0.43297,0.506844,407,366
2025-07-01,mlp,2,2,0.2,0.439408,0.510709,407,325
2025-07-01,mlp,3,3,0.3,0.434366,0.5261,407,284
2025-07-01,mlp,4,4,0.4,0.41822,0.536681,407,243
2025-07-01,mlp,5,5,0.5,0.436514,0.539944,407,202
2025-07-01,mlp,6,6,0.6,0.383687,0.533548,407,161
2025-07-01,mlp,7,7,0.7,0.388579,0.532085,407,120
2025-07-01,mlp,8,8,0.8,0.390872,0.522153,407,80
2025-07-01,mlp,9,9,0.9,0.585326,0.441581,407,40
2025-07-01,mlp,10,10,1.0,0.0,0.0,407,0
2025-08-01,mlp,0,0,0.0,0.5302,0.472782,407,407
2025-08-01,mlp,1,1,0.1,0.49935,0.459749,407,366
2025-08-01,mlp,2,2,0.2,0.501313,0.451392,407,325
2025-08-01,mlp,3,3,0.3,0.499479,0.458193,407,284
2025-08-01,mlp,4,4,0.4,0.506931,0.45081,407,243
2025-08-01,mlp,5,5,0.5,0.512614,0.461259,407,202
2025-08-01,mlp,6,6,0.6,0.524743,0.482299,407,161
2025-08-01,mlp,7,7,0.7,0.527351,0.47516,407,120
2025-08-01,mlp,8,8,0.8,0.58432,0.464525,407,80
2025-08-01,mlp,9,9,0.9,0.517129,0.499741,407,40
2025-08-01,mlp,10,10,1.0,0.0,0.0,407,0
2025-09-01,mlp,0,0,0.0,0.481178,0.520061,407,407
2025-09-01,mlp,1,1,0.1,0.472366,0.527757,407,366
2025-09-01,mlp,2,2,0.2,0.467883,0.518991,407,325
2025-09-01,mlp,3,3,0.3,0.467938,0.522376,407,284
2025-09-01,mlp,4,4,0.4,0.467123,0.504786,407,243
2025-09-01,mlp,5,5,0.5,0.481964,0.494879,407,202
2025-09-01,mlp,6,6,0.6,0.472082,0.51489,407,161
2025-09-01,mlp,7,7,0.7,0.476216,0.520933,407,120
2025-09-01,mlp,8,8,0.8,0.522688,0.446525,407,80
2025-09-01,mlp,9,9,0.9,0.637946,0.387952,407,40
2025-09-01,mlp,10,10,1.0,0.0,0.0,407,0
2025-10-01,mlp,0,0,0.0,0.498264,0.505559,407,407
2025-10-01,mlp,1,1,0.1,0.492529,0.515568,407,366
2025-10-01,mlp,2,2,0.2,0.496779,0.520834,407,325
2025-10-01,mlp,3,3,0.3,0.51381,0.525431,407,284
2025-10-01,mlp,4,4,0.4,0.472872,0.519816,407,243
2025-10-01,mlp,5,5,0.5,0.43947,0.546283,407,202
2025-10-01,mlp,6,6,0.6,0.453298,0.522627,407,161
2025-10-01,mlp,7,7,0.7,0.465784,0.518654,407,120
2025-10-01,mlp,8,8,0.8,0.479207,0.495007,407,80
2025-10-01,mlp,9,9,0.9,0.573511,0.428392,407,40
2025-10-01,mlp,10,10,1.0,0.0,0.0,407,0
2025-11-03,mlp,0,0,0.0,0.523804,0.515377,407,407
2025-11-03,mlp,1,1,0.1,0.522507,0.521691,407,366
2025-11-03,mlp,2,2,0.2,0.497606,0.499312,407,325
2025-11-03,mlp,3,3,0.3,0.499327,0.504673,407,284
2025-11-03,mlp,4,4,0.4,0.511099,0.50217,407,243
2025-11-03,mlp,5,5,0.5,0.540618,0.495692,407,202
2025-11-03,mlp,6,6,0.6,0.520051,0.481037,407,161
2025-11-03,mlp,7,7,0.7,0.522066,0.513005,407,120
2025-11-03,mlp,8,8,0.8,0.492247,0.488646,407,80
2025-11-03,mlp,9,9,0.9,0.701219,0.503182,407,40
2025-11-03,mlp,10,10,1.0,0.0,0.0,407,0
2025-12-01,mlp,0,0,0.0,0.478603,0.484474,407,407
2025-12-01,mlp,1,1,0.1,0.480044,0.487683,407,366
2025-12-01,mlp,2,2,0.2,0.501184,0.477307,407,325
2025-12-01,mlp,3,3,0.3,0.505951,0.488125,407,284
2025-12-01,mlp,4,4,0.4,0.526902,0.474915,407,243
2025-12-01,mlp,5,5,0.5,0.50931,0.479119,407,202
2025-12-01,mlp,6,6,0.6,0.468433,0.450965,407,161
2025-12-01,mlp,7,7,0.7,0.384099,0.451742,407,120
2025-12-01,mlp,8,8,0.8,0.376082,0.461198,407,80
2025-12-01,mlp,9,9,0.9,0.404788,0.504388,407,40
2025-12-01,mlp,10,10,1.0,0.0,0.0,407,0
