date,model,k_removed,n_removed_segments,fraction_data_removed,RGA,random_RGA,n_assets_full,n_assets_remaining
2023-03-01,xgboost,0,0,0.0,0.426463,0.48198,407,407
2023-03-01,xgboost,1,1,0.1,0.445888,0.486977,407,366
2023-03-01,xgboost,2,2,0.2,0.477116,0.490427,407,325
2023-03-01,xgboost,3,3,0.3,0.482695,0.502878,407,284
2023-03-01,xgboost,4,4,0.4,0.472716,0.504459,407,243
2023-03-01,xgboost,5,5,0.5,0.460743,0.502286,407,202
2023-03-01,xgboost,6,6,0.6,0.48148,0.490777,407,161
2023-03-01,xgboost,7,7,0.7,0.487202,0.482801,407,120
2023-03-01,xgboost,8,8,0.8,0.429326,0.468015,407,80
2023-03-01,xgboost,9,9,0.9,0.425163,0.375005,407,40
2023-03-01,xgboost,10,10,1.0,0.0,0.0,407,0
2023-04-03,xgboost,0,0,0.0,0.491056,0.51072,407,407
2023-04-03,xgboost,1,1,0.1,0.510528,0.503156,407,366
2023-04-03,xgboost,2,2,0.2,0.493347,0.495893,407,325
2023-04-03,xgboost,3,3,0.3,0.498994,0.488792,407,284
2023-04-03,xgboost,4,4,0.4,0.506493,0.473825,407,243
2023-04-03,xgboost,5,5,0.5,0.510793,0.476676,407,202
2023-04-03,xgboost,6,6,0.6,0.520263,0.498991,407,161
2023-04-03,xgboost,7,7,0.7,0.51763,0.491895,407,120
2023-04-03,xgboost,8,8,0.8,0.384469,0.446293,407,80
2023-04-03,xgboost,9,9,0.9,0.393863,0.380269,407,40
2023-04-03,xgboost,10,10,1.0,0.0,0.0,407,0
2023-05-01,xgboost,0,0,0.0,0.51704,0.473681,407,407
2023-05-01,xgboost,1,1,0.1,0.545816,0.483375,407,366
2023-05-01,xgboost,2,2,0.2,0.546591,0.480636,407,325
2023-05-01,xgboost,3,3,0.3,0.504906,0.483888,407,284
2023-05-01,xgboost,4,4,0.4,0.531746,0.48325,407,243
2023-05-01,xgboost,5,5,0.5,0.542282,0.48031,407,202
2023-05-01,xgboost,6,6,0.6,0.572206,0.492854,407,161
2023-05-01,xgboost,7,7,0.7,0.526831,0.514069,407,120
2023-05-01,xgboost,8,8,0.8,0.496392,0.51764,407,80
2023-05-01,xgboost,9,9,0.9,0.488111,0.551087,407,40
2023-05-01,xgboost,10,10,1.0,0.0,0.0,407,0
2023-06-01,xgboost,0,0,0.0,0.536919,0.497961,407,407
2023-06-01,xgboost,1,1,0.1,0.503897,0.522776,407,366
2023-06-01,xgboost,2,2,0.2,0.469433,0.520895,407,325
2023-06-01,xgboost,3,3,0.3,0.454192,0.546066,407,284
2023-06-01,xgboost,4,4,0.4,0.461621,0.535777,407,243
2023-06-01,xgboost,5,5,0.5,0.471926,0.536327,407,202
2023-06-01,xgboost,6,6,0.6,0.457053,0.545921,407,161
2023-06-01,xgboost,7,7,0.7,0.500896,0.5736,407,120
2023-06-01,xgboost,8,8,0.8,0.510617,0.534802,407,80
2023-06-01,xgboost,9,9,0.9,0.600837,0.579562,407,40
2023-06-01,xgboost,10,10,1.0,0.0,0.0,407,0
2023-07-03,xgboost,0,0,0.0,0.531904,0.47388,407,407
2023-07-03,xgboost,1,1,0.1,0.504809,0.463591,407,366
2023-07-03,xgboost,2,2,0.2,0.491283,0.447062,407,325
2023-07-03,xgboost,3,3,0.3,0.463314,0.449366,407,284
2023-07-03,xgboost,4,4,0.4,0.498933,0.45292,407,243
2023-07-03,xgboost,5,5,0.5,0.480272,0.474542,407,202
2023-07-03,xgboost,6,6,0.6,0.485552,0.484818,407,161
2023-07-03,xgboost,7,7,0.7,0.517186,0.501197,407,120
2023-07-03,xgboost,8,8,0.8,0.422321,0.518082,407,80
2023-07-03,xgboost,9,9,0.9,0.46381,0.520128,407,40
2023-07-03,xgboost,10,10,1.0,0.0,0.0,407,0
2023-08-01,xgboost,0,0,0.0,0.521982,0.506706,407,407
2023-08-01,xgboost,1,1,0.1,0.526248,0.502827,407,366
2023-08-01,xgboost,2,2,0.2,0.530059,0.515621,407,325
2023-08-01,xgboost,3,3,0.3,0.515186,0.51891,407,284
2023-08-01,xgboost,4,4,0.4,0.50614,0.531636,407,243
2023-08-01,xgboost,5,5,0.5,0.485034,0.53128,407,202
2023-08-01,xgboost,6,6,0.6,0.463711,0.530804,407,161
2023-08-01,xgboost,7,7,0.7,0.49409,0.56137,407,120
2023-08-01,xgboost,8,8,0.8,0.494455,0.545748,407,80
2023-08-01,xgboost,9,9,0.9,0.451133,0.525641,407,40
2023-08-01,xgboost,10,10,1.0,0.0,0.0,407,0
2023-09-01,xgboost,0,0,0.0,0.469251,0.532702,407,407
2023-09-01,xgboost,1,1,0.1,0.460343,0.529539,407,366
2023-09-01,xgboost,2,2,0.2,0.465885,0.535006,407,325
2023-09-01,xgboost,3,3,0.3,0.491626,0.530272,407,284
2023-09-01,xgboost,4,4,0.4,0.531809,0.553827,407,243
2023-09-01,xgboost,5,5,0.5,0.546149,0.551332,407,202
2023-09-01,xgboost,6,6,0.6,0.473149,0.533499,407,161
2023-09-01,xgboost,7,7,0.7,0.519444,0.55736,407,120
2023-09-01,xgboost,8,8,0.8,0.469993,0.557778,407,80
2023-09-01,xgboost,9,9,0.9,0.574511,0.628934,407,40
2023-09-01,xgboost,10,10,1.0,0.0,0.0,407,0
2023-10-02,xgboost,0,0,0.0,0.433038,0.49753,407,407
2023-10-02,xgboost,1,1,0.1,0.436697,0.487516,407,366
2023-10-02,xgboost,2,2,0.2,0.465606,0.499956,407,325
2023-10-02,xgboost,3,3,0.3,0.447701,0.486631,407,284
2023-10-02,xgboost,4,4,0.4,0.449061,0.478703,407,243
2023-10-02,xgboost,5,5,0.5,0.484877,0.476663,407,202
2023-10-02,xgboost,6,6,0.6,0.458724,0.484712,407,161
2023-10-02,xgboost,7,7,0.7,0.529152,0.467951,407,120
2023-10-02,xgboost,8,8,0.8,0.613462,0.462662,407,80
2023-10-02,xgboost,9,9,0.9,0.514293,0.459892,407,40
2023-10-02,xgboost,10,10,1.0,0.0,0.0,407,0
2023-11-01,xgboost,0,0,0.0,0.587234,0.466828,407,407
2023-11-01,xgboost,1,1,0.1,0.58878,0.469093,407,366
2023-11-01,xgboost,2,2,0.2,0.595822,0.468493,407,325
2023-11-01,xgboost,3,3,0.3,0.603004,0.480451,407,284
2023-11-01,xgboost,4,4,0.4,0.596253,0.473286,407,243
2023-11-01,xgboost,5,5,0.5,0.559946,0.448597,407,202
2023-11-01,xgboost,6,6,0.6,0.515002,0.472923,407,161
2023-11-01,xgboost,7,7,0.7,0.464188,0.482097,407,120
2023-11-01,xgboost,8,8,0.8,0.368425,0.466562,407,80
2023-11-01,xgboost,9,9,0.9,0.46018,0.457374,407,40
2023-11-01,xgboost,10,10,1.0,0.0,0.0,407,0
2023-12-01,xgboost,0,0,0.0,0.493951,0.467193,407,407
2023-12-01,xgboost,1,1,0.1,0.443429,0.474339,407,366
2023-12-01,xgboost,2,2,0.2,0.386331,0.46543,407,325
2023-12-01,xgboost,3,3,0.3,0.372117,0.478945,407,284
2023-12-01,xgboost,4,4,0.4,0.366723,0.463169,407,243
2023-12-01,xgboost,5,5,0.5,0.372075,0.477427,407,202
2023-12-01,xgboost,6,6,0.6,0.428186,0.492898,407,161
2023-12-01,xgboost,7,7,0.7,0.442549,0.518952,407,120
2023-12-01,xgboost,8,8,0.8,0.452781,0.493186,407,80
2023-12-01,xgboost,9,9,0.9,0.434598,0.452013,407,40
2023-12-01,xgboost,10,10,1.0,0.0,0.0,407,0
2024-01-01,xgboost,0,0,0.0,0.438546,0.513795,407,407
2024-01-01,xgboost,1,1,0.1,0.460811,0.510138,407,366
2024-01-01,xgboost,2,2,0.2,0.470117,0.51584,407,325
2024-01-01,xgboost,3,3,0.3,0.490467,0.51119,407,284
2024-01-01,xgboost,4,4,0.4,0.49114,0.499155,407,243
2024-01-01,xgboost,5,5,0.5,0.529766,0.51674,407,202
2024-01-01,xgboost,6,6,0.6,0.597208,0.497521,407,161
2024-01-01,xgboost,7,7,0.7,0.584739,0.516833,407,120
2024-01-01,xgboost,8,8,0.8,0.565317,0.577098,407,80
2024-01-01,xgboost,9,9,0.9,0.432764,0.536702,407,40
2024-01-01,xgboost,10,10,1.0,0.0,0.0,407,0
2024-03-01,xgboost,0,0,0.0,0.516475,0.54352,407,407
2024-03-01,xgboost,1,1,0.1,0.531116,0.542803,407,366
2024-03-01,xgboost,2,2,0.2,0.528561,0.536397,407,325
2024-03-01,xgboost,3,3,0.3,0.53116,0.526994,407,284
2024-03-01,xgboost,4,4,0.4,0.535049,0.538468,407,243
2024-03-01,xgboost,5,5,0.5,0.530971,0.54322,407,202
2024-03-01,xgboost,6,6,0.6,0.508469,0.549871,407,161
2024-03-01,xgboost,7,7,0.7,0.544996,0.577972,407,120
2024-03-01,xgboost,8,8,0.8,0.53162,0.52958,407,80
2024-03-01,xgboost,9,9,0.9,0.533493,0.555604,407,40
2024-03-01,xgboost,10,10,1.0,0.0,0.0,407,0
2024-04-01,xgboost,0,0,0.0,0.484016,0.519091,407,407
2024-04-01,xgboost,1,1,0.1,0.458131,0.511585,407,366
2024-04-01,xgboost,2,2,0.2,0.444918,0.502862,407,325
2024-04-01,xgboost,3,3,0.3,0.475715,0.495241,407,284
2024-04-01,xgboost,4,4,0.4,0.48802,0.463832,407,243
2024-04-01,xgboost,5,5,0.5,0.487383,0.477628,407,202
2024-04-01,xgboost,6,6,0.6,0.475916,0.468076,407,161
2024-04-01,xgboost,7,7,0.7,0.478645,0.435045,407,120
2024-04-01,xgboost,8,8,0.8,0.505039,0.412075,407,80
2024-04-01,xgboost,9,9,0.9,0.576404,0.456369,407,40
2024-04-01,xgboost,10,10,1.0,0.0,0.0,407,0
2024-05-01,xgboost,0,0,0.0,0.488834,0.467747,407,407
2024-05-01,xgboost,1,1,0.1,0.475979,0.460587,407,366
2024-05-01,xgboost,2,2,0.2,0.461226,0.465855,407,325
2024-05-01,xgboost,3,3,0.3,0.458576,0.464374,407,284
2024-05-01,xgboost,4,4,0.4,0.446785,0.461656,407,243
2024-05-01,xgboost,5,5,0.5,0.461165,0.463702,407,202
2024-05-01,xgboost,6,6,0.6,0.468543,0.421784,407,161
2024-05-01,xgboost,7,7,0.7,0.421919,0.474234,407,120
2024-05-01,xgboost,8,8,0.8,0.308637,0.493901,407,80
2024-05-01,xgboost,9,9,0.9,0.422936,0.382457,407,40
2024-05-01,xgboost,10,10,1.0,0.0,0.0,407,0
2024-06-03,xgboost,0,0,0.0,0.402645,0.516289,407,407
2024-06-03,xgboost,1,1,0.1,0.417557,0.501873,407,366
2024-06-03,xgboost,2,2,0.2,0.411521,0.480302,407,325
2024-06-03,xgboost,3,3,0.3,0.423406,0.474522,407,284
2024-06-03,xgboost,4,4,0.4,0.433322,0.477695,407,243
2024-06-03,xgboost,5,5,0.5,0.472804,0.485416,407,202
2024-06-03,xgboost,6,6,0.6,0.434871,0.4883,407,161
2024-06-03,xgboost,7,7,0.7,0.3657,0.466234,407,120
2024-06-03,xgboost,8,8,0.8,0.407461,0.493901,407,80
2024-06-03,xgboost,9,9,0.9,0.369657,0.48449,407,40
2024-06-03,xgboost,10,10,1.0,0.0,0.0,407,0
2024-07-01,xgboost,0,0,0.0,0.562509,0.52367,407,407
2024-07-01,xgboost,1,1,0.1,0.568282,0.51796,407,366
2024-07-01,xgboost,2,2,0.2,0.593026,0.531667,407,325
2024-07-01,xgboost,3,3,0.3,0.592506,0.531234,407,284
2024-07-01,xgboost,4,4,0.4,0.595167,0.547545,407,243
2024-07-01,xgboost,5,5,0.5,0.569926,0.540087,407,202
2024-07-01,xgboost,6,6,0.6,0.591734,0.545648,407,161
2024-07-01,xgboost,7,7,0.7,0.558375,0.525472,407,120
2024-07-01,xgboost,8,8,0.8,0.520438,0.494825,407,80
2024-07-01,xgboost,9,9,0.9,0.435815,0.511656,407,40
2024-07-01,xgboost,10,10,1.0,0.0,0.0,407,0
2024-08-01,xgboost,0,0,0.0,0.502891,0.506118,407,407
2024-08-01,xgboost,1,1,0.1,0.508558,0.520982,407,366
2024-08-01,xgboost,2,2,0.2,0.504829,0.527311,407,325
2024-08-01,xgboost,3,3,0.3,0.476738,0.511886,407,284
2024-08-01,xgboost,4,4,0.4,0.489816,0.494037,407,243
2024-08-01,xgboost,5,5,0.5,0.464065,0.471028,407,202
2024-08-01,xgboost,6,6,0.6,0.405577,0.471499,407,161
2024-08-01,xgboost,7,7,0.7,0.35209,0.454359,407,120
2024-08-01,xgboost,8,8,0.8,0.30428,0.45226,407,80
2024-08-01,xgboost,9,9,0.9,0.535368,0.399314,407,40
2024-08-01,xgboost,10,10,1.0,0.0,0.0,407,0
2024-09-02,xgboost,0,0,0.0,0.579773,0.496858,407,407
2024-09-02,xgboost,1,1,0.1,0.545699,0.496594,407,366
2024-09-02,xgboost,2,2,0.2,0.547462,0.498798,407,325
2024-09-02,xgboost,3,3,0.3,0.512864,0.48089,407,284
2024-09-02,xgboost,4,4,0.4,0.523795,0.479172,407,243
2024-09-02,xgboost,5,5,0.5,0.515198,0.486791,407,202
2024-09-02,xgboost,6,6,0.6,0.512002,0.489243,407,161
2024-09-02,xgboost,7,7,0.7,0.515676,0.487645,407,120
2024-09-02,xgboost,8,8,0.8,0.565832,0.49341,407,80
2024-09-02,xgboost,9,9,0.9,0.542543,0.526983,407,40
2024-09-02,xgboost,10,10,1.0,0.0,0.0,407,0
2024-10-01,xgboost,0,0,0.0,0.471704,0.493256,407,407
2024-10-01,xgboost,1,1,0.1,0.477817,0.494368,407,366
2024-10-01,xgboost,2,2,0.2,0.483954,0.489415,407,325
2024-10-01,xgboost,3,3,0.3,0.440752,0.504927,407,284
2024-10-01,xgboost,4,4,0.4,0.458297,0.48559,407,243
2024-10-01,xgboost,5,5,0.5,0.429144,0.481614,407,202
2024-10-01,xgboost,6,6,0.6,0.455043,0.454209,407,161
2024-10-01,xgboost,7,7,0.7,0.434802,0.427179,407,120
2024-10-01,xgboost,8,8,0.8,0.516747,0.478756,407,80
2024-10-01,xgboost,9,9,0.9,0.591694,0.464773,407,40
2024-10-01,xgboost,10,10,1.0,0.0,0.0,407,0
2025-01-01,xgboost,0,0,0.0,0.511362,0.533276,407,407
2025-01-01,xgboost,1,1,0.1,0.511167,0.529257,407,366
2025-01-01,xgboost,2,2,0.2,0.537679,0.532222,407,325
2025-01-01,xgboost,3,3,0.3,0.502518,0.521935,407,284
2025-01-01,xgboost,4,4,0.4,0.489952,0.523862,407,243
2025-01-01,xgboost,5,5,0.5,0.477393,0.545156,407,202
2025-01-01,xgboost,6,6,0.6,0.478242,0.534275,407,161
2025-01-01,xgboost,7,7,0.7,0.501917,0.511702,407,120
2025-01-01,xgboost,8,8,0.8,0.478861,0.497195,407,80
2025-01-01,xgboost,9,9,0.9,0.554312,0.399522,407,40
2025-01-01,xgboost,10,10,1.0,0.0,0.0,407,0
2025-03-03,xgboost,0,0,0.0,0.479964,0.514745,407,407
2025-03-03,xgboost,1,1,0.1,0.505396,0.518723,407,366
2025-03-03,xgboost,2,2,0.2,0.504486,0.520899,407,325
2025-03-03,xgboost,3,3,0.3,0.490173,0.518297,407,284
2025-03-03,xgboost,4,4,0.4,0.497023,0.517683,407,243
2025-03-03,xgboost,5,5,0.5,0.507003,0.53755,407,202
2025-03-03,xgboost,6,6,0.6,0.556561,0.526559,407,161
2025-03-03,xgboost,7,7,0.7,0.552632,0.520645,407,120
2025-03-03,xgboost,8,8,0.8,0.528592,0.505894,407,80
2025-03-03,xgboost,9,9,0.9,0.611127,0.464824,407,40
2025-03-03,xgboost,10,10,1.0,0.0,0.0,407,0
2025-04-01,xgboost,0,0,0.0,0.496126,0.525171,407,407
2025-04-01,xgboost,1,1,0.1,0.467918,0.519465,407,366
2025-04-01,xgboost,2,2,0.2,0.469243,0.506959,407,325
2025-04-01,xgboost,3,3,0.3,0.473084,0.504871,407,284
2025-04-01,xgboost,4,4,0.4,0.477897,0.492554,407,243
2025-04-01,xgboost,5,5,0.5,0.479953,0.505486,407,202
2025-04-01,xgboost,6,6,0.6,0.518857,0.510287,407,161
2025-04-01,xgboost,7,7,0.7,0.555584,0.49159,407,120
2025-04-01,xgboost,8,8,0.8,0.590682,0.466132,407,80
2025-04-01,xgboost,9,9,0.9,0.51746,0.553424,407,40
2025-04-01,xgboost,10,10,1.0,0.0,0.0,407,0
2025-05-01,xgboost,0,0,0.0,0.552713,0.52425,407,407
2025-05-01,xgboost,1,1,0.1,0.555856,0.528831,407,366
2025-05-01,xgboost,2,2,0.2,0.577848,0.532068,407,325
2025-05-01,xgboost,3,3,0.3,0.59358,0.529897,407,284
2025-05-01,xgboost,4,4,0.4,0.57529,0.540296,407,243
2025-05-01,xgboost,5,5,0.5,0.531889,0.538448,407,202
2025-05-01,xgboost,6,6,0.6,0.529261,0.559629,407,161
2025-05-01,xgboost,7,7,0.7,0.551158,0.560467,407,120
2025-05-01,xgboost,8,8,0.8,0.49426,0.535227,407,80
2025-05-01,xgboost,9,9,0.9,0.526324,0.523434,407,40
2025-05-01,xgboost,10,10,1.0,0.0,0.0,407,0
2025-06-02,xgboost,0,0,0.0,0.482384,0.47714,407,407
2025-06-02,xgboost,1,1,0.1,0.42251,0.46597,407,366
2025-06-02,xgboost,2,2,0.2,0.411961,0.485017,407,325
2025-06-02,xgboost,3,3,0.3,0.424182,0.495353,407,284
2025-06-02,xgboost,4,4,0.4,0.452145,0.492851,407,243
2025-06-02,xgboost,5,5,0.5,0.421305,0.493552,407,202
2025-06-02,xgboost,6,6,0.6,0.443257,0.480122,407,161
2025-06-02,xgboost,7,7,0.7,0.508536,0.49315,407,120
2025-06-02,xgboost,8,8,0.8,0.446906,0.511327,407,80
2025-06-02,xgboost,9,9,0.9,0.488427,0.424256,407,40
2025-06-02,xgboost,10,10,1.0,0.0,0.0,407,0
2025-07-01,xgboost,0,0,0.0,0.492295,0.538171,407,407
2025-07-01,xgboost,1,1,0.1,0.4449,0.527455,407,366
2025-07-01,xgboost,2,2,0.2,0.432148,0.51353,407,325
2025-07-01,xgboost,3,3,0.3,0.444716,0.519209,407,284
2025-07-01,xgboost,4,4,0.4,0.445768,0.495559,407,243
2025-07-01,xgboost,5,5,0.5,0.407236,0.501329,407,202
2025-07-01,xgboost,6,6,0.6,0.492107,0.482476,407,161
2025-07-01,xgboost,7,7,0.7,0.48455,0.457592,407,120
2025-07-01,xgboost,8,8,0.8,0.570615,0.472802,407,80
2025-07-01,xgboost,9,9,0.9,0.421627,0.472687,407,40
2025-07-01,xgboost,10,10,1.0,0.0,0.0,407,0
2025-08-01,xgboost,0,0,0.0,0.564262,0.474448,407,407
2025-08-01,xgboost,1,1,0.1,0.553256,0.475515,407,366
2025-08-01,xgboost,2,2,0.2,0.553458,0.474972,407,325
2025-08-01,xgboost,3,3,0.3,0.594383,0.486945,407,284
2025-08-01,xgboost,4,4,0.4,0.590487,0.471729,407,243
2025-08-01,xgboost,5,5,0.5,0.635864,0.474854,407,202
2025-08-01,xgboost,6,6,0.6,0.631518,0.487726,407,161
2025-08-01,xgboost,7,7,0.7,0.578248,0.494697,407,120
2025-08-01,xgboost,8,8,0.8,0.537178,0.516286,407,80
2025-08-01,xgboost,9,9,0.9,0.530468,0.439729,407,40
2025-08-01,xgboost,10,10,1.0,0.0,0.0,407,0
2025-09-01,xgboost,0,0,0.0,0.507501,0.482933,407,407
2025-09-01,xgboost,1,1,0.1,0.502975,0.469386,407,366
2025-09-01,xgboost,2,2,0.2,0.484472,0.452431,407,325
2025-09-01,xgboost,3,3,0.3,0.509962,0.454672,407,284
2025-09-01,xgboost,4,4,0.4,0.473852,0.466696,407,243
2025-09-01,xgboost,5,5,0.5,0.522723,0.47932,407,202
2025-09-01,xgboost,6,6,0.6,0.469907,0.483446,407,161
2025-09-01,xgboost,7,7,0.7,0.42885,0.483639,407,120
2025-09-01,xgboost,8,8,0.8,0.474798,0.479367,407,80
2025-09-01,xgboost,9,9,0.9,0.526812,0.477036,407,40
2025-09-01,xgboost,10,10,1.0,0.0,0.0,407,0
2025-10-01,xgboost,0,0,0.0,0.418533,0.485828,407,407
2025-10-01,xgboost,1,1,0.1,0.414986,0.502948,407,366
2025-10-01,xgboost,2,2,0.2,0.399371,0.497105,407,325
2025-10-01,xgboost,3,3,0.3,0.426923,0.482356,407,284
2025-10-01,xgboost,4,4,0.4,0.467269,0.46439,407,243
2025-10-01,xgboost,5,5,0.5,0.455773,0.46951,407,202
2025-10-01,xgboost,6,6,0.6,0.516153,0.484067,407,161
2025-10-01,xgboost,7,7,0.7,0.489856,0.461647,407,120
2025-10-01,xgboost,8,8,0.8,0.470283,0.492402,407,80
2025-10-01,xgboost,9,9,0.9,0.462531,0.540423,407,40
2025-10-01,xgboost,10,10,1.0,0.0,0.0,407,0
2025-11-03,xgboost,0,0,0.0,0.511972,0.516923,407,407
2025-11-03,xgboost,1,1,0.1,0.511099,0.511766,407,366
2025-11-03,xgboost,2,2,0.2,0.524839,0.499476,407,325
2025-11-03,xgboost,3,3,0.3,0.545977,0.501378,407,284
2025-11-03,xgboost,4,4,0.4,0.549905,0.494595,407,243
2025-11-03,xgboost,5,5,0.5,0.553958,0.495422,407,202
2025-11-03,xgboost,6,6,0.6,0.571577,0.499518,407,161
2025-11-03,xgboost,7,7,0.7,0.585929,0.477835,407,120
2025-11-03,xgboost,8,8,0.8,0.61824,0.442777,407,80
2025-11-03,xgboost,9,9,0.9,0.664806,0.462406,407,40
2025-11-03,xgboost,10,10,1.0,0.0,0.0,407,0
2025-12-01,xgboost,0,0,0.0,0.508399,0.46128,407,407
2025-12-01,xgboost,1,1,0.1,0.522527,0.463101,407,366
2025-12-01,xgboost,2,2,0.2,0.509717,0.471804,407,325
2025-12-01,xgboost,3,3,0.3,0.498039,0.484872,407,284
2025-12-01,xgboost,4,4,0.4,0.507251,0.482991,407,243
2025-12-01,xgboost,5,5,0.5,0.536051,0.472798,407,202
2025-12-01,xgboost,6,6,0.6,0.46732,0.463262,407,161
2025-12-01,xgboost,7,7,0.7,0.515294,0.450467,407,120
2025-12-01,xgboost,8,8,0.8,0.519774,0.498631,407,80
2025-12-01,xgboost,9,9,0.9,0.48059,0.406109,407,40
2025-12-01,xgboost,10,10,1.0,0.0,0.0,407,0
2023-01-02,mlp,0,0,0.0,0.590252,0.452254,407,407
2023-01-02,mlp,1,1,0.1,0.579567,0.440257,407,366
2023-01-02,mlp,2,2,0.2,0.596058,0.443869,407,325
2023-01-02,mlp,3,3,0.3,0.606715,0.442075,407,284
2023-01-02,mlp,4,4,0.4,0.600178,0.440691,407,243
2023-01-02,mlp,5,5,0.5,0.588836,0.435835,407,202
2023-01-02,mlp,6,6,0.6,0.610656,0.400086,407,161
2023-01-02,mlp,7,7,0.7,0.565277,0.429642,407,120
2023-01-02,mlp,8,8,0.8,0.564216,0.38549,407,80
2023-01-02,mlp,9,9,0.9,0.539297,0.411134,407,40
2023-01-02,mlp,10,10,1.0,0.0,0.0,407,0
2023-02-01,mlp,0,0,0.0,0.529795,0.478979,407,407
2023-02-01,mlp,1,1,0.1,0.515532,0.485414,407,366
2023-02-01,mlp,2,2,0.2,0.502159,0.500835,407,325
2023-02-01,mlp,3,3,0.3,0.527314,0.530987,407,284
2023-02-01,mlp,4,4,0.4,0.538132,0.518341,407,243
2023-02-01,mlp,5,5,0.5,0.55501,0.49903,407,202
2023-02-01,mlp,6,6,0.6,0.500322,0.514876,407,161
2023-02-01,mlp,7,7,0.7,0.445549,0.523784,407,120
2023-02-01,mlp,8,8,0.8,0.416083,0.50996,407,80
2023-02-01,mlp,9,9,0.9,0.357173,0.591028,407,40
2023-02-01,mlp,10,10,1.0,0.0,0.0,407,0
2023-03-01,mlp,0,0,0.0,0.425122,0.52177,407,407
2023-03-01,mlp,1,1,0.1,0.419891,0.531783,407,366
2023-03-01,mlp,2,2,0.2,0.431616,0.536371,407,325
2023-03-01,mlp,3,3,0.3,0.401603,0.525166,407,284
2023-03-01,mlp,4,4,0.4,0.396028,0.524714,407,243
2023-03-01,mlp,5,5,0.5,0.40921,0.509722,407,202
2023-03-01,mlp,6,6,0.6,0.437102,0.51538,407,161
2023-03-01,mlp,7,7,0.7,0.438559,0.493045,407,120
2023-03-01,mlp,8,8,0.8,0.450173,0.500526,407,80
2023-03-01,mlp,9,9,0.9,0.368312,0.528492,407,40
2023-03-01,mlp,10,10,1.0,0.0,0.0,407,0
2023-04-03,mlp,0,0,0.0,0.48396,0.458578,407,407
2023-04-03,mlp,1,1,0.1,0.505305,0.461209,407,366
2023-04-03,mlp,2,2,0.2,0.506418,0.463022,407,325
2023-04-03,mlp,3,3,0.3,0.4738,0.479632,407,284
2023-04-03,mlp,4,4,0.4,0.461156,0.510126,407,243
2023-04-03,mlp,5,5,0.5,0.497947,0.527041,407,202
2023-04-03,mlp,6,6,0.6,0.462241,0.500364,407,161
2023-04-03,mlp,7,7,0.7,0.490875,0.46644,407,120
2023-04-03,mlp,8,8,0.8,0.509411,0.530081,407,80
2023-04-03,mlp,9,9,0.9,0.45495,0.510094,407,40
2023-04-03,mlp,10,10,1.0,0.0,0.0,407,0
2023-05-01,mlp,0,0,0.0,0.534448,0.54563,407,407
2023-05-01,mlp,1,1,0.1,0.542932,0.53311,407,366
2023-05-01,mlp,2,2,0.2,0.519154,0.518567,407,325
2023-05-01,mlp,3,3,0.3,0.522954,0.509153,407,284
2023-05-01,mlp,4,4,0.4,0.532582,0.510518,407,243
2023-05-01,mlp,5,5,0.5,0.490832,0.524462,407,202
2023-05-01,mlp,6,6,0.6,0.494501,0.496805,407,161
2023-05-01,mlp,7,7,0.7,0.4921,0.491902,407,120
2023-05-01,mlp,8,8,0.8,0.508482,0.487955,407,80
2023-05-01,mlp,9,9,0.9,0.566443,0.434453,407,40
2023-05-01,mlp,10,10,1.0,0.0,0.0,407,0
2023-06-01,mlp,0,0,0.0,0.527003,0.500284,407,407
2023-06-01,mlp,1,1,0.1,0.518291,0.512237,407,366
2023-06-01,mlp,2,2,0.2,0.506603,0.497778,407,325
2023-06-01,mlp,3,3,0.3,0.513051,0.480543,407,284
2023-06-01,mlp,4,4,0.4,0.506907,0.492144,407,243
2023-06-01,mlp,5,5,0.5,0.476817,0.490999,407,202
2023-06-01,mlp,6,6,0.6,0.438078,0.478431,407,161
2023-06-01,mlp,7,7,0.7,0.456676,0.500442,407,120
2023-06-01,mlp,8,8,0.8,0.509695,0.546473,407,80
2023-06-01,mlp,9,9,0.9,0.583922,0.484979,407,40
2023-06-01,mlp,10,10,1.0,0.0,0.0,407,0
2023-07-03,mlp,0,0,0.0,0.557821,0.498626,407,407
2023-07-03,mlp,1,1,0.1,0.551355,0.486124,407,366
2023-07-03,mlp,2,2,0.2,0.572626,0.472156,407,325
2023-07-03,mlp,3,3,0.3,0.569052,0.461777,407,284
2023-07-03,mlp,4,4,0.4,0.575647,0.466916,407,243
2023-07-03,mlp,5,5,0.5,0.563817,0.46285,407,202
2023-07-03,mlp,6,6,0.6,0.567091,0.460951,407,161
2023-07-03,mlp,7,7,0.7,0.567861,0.397037,407,120
2023-07-03,mlp,8,8,0.8,0.48161,0.414687,407,80
2023-07-03,mlp,9,9,0.9,0.530013,0.45314,407,40
2023-07-03,mlp,10,10,1.0,0.0,0.0,407,0
2023-08-01,mlp,0,0,0.0,0.493439,0.503132,407,407
2023-08-01,mlp,1,1,0.1,0.489401,0.486515,407,366
2023-08-01,mlp,2,2,0.2,0.488767,0.495315,407,325
2023-08-01,mlp,3,3,0.3,0.530667,0.49188,407,284
2023-08-01,mlp,4,4,0.4,0.549608,0.487648,407,243
2023-08-01,mlp,5,5,0.5,0.524894,0.508107,407,202
2023-08-01,mlp,6,6,0.6,0.549027,0.499178,407,161
