date,model,k,fraction_sector_gap_path,RGF_star,sector_gap,best_sector,comparison_sector,best_sector_RGA,comparison_sector_RGA,n_valid_sectors,n_assets,n_assets_best_sector,n_assets_comparison_sector
2025-02-03,xgboost,10,1.0,0.670854,0.329146,Consumer Discretionary,Industrials,0.738093,0.408947,11,407,41,65
2025-03-03,xgboost,0,0.0,1.0,0.0,Utilities,Utilities,0.635643,0.635643,11,407,20,20
2025-03-03,xgboost,1,0.1,0.977551,0.022449,Utilities,Materials,0.635643,0.613194,11,407,20,21
2025-03-03,xgboost,2,0.2,0.932895,0.067105,Utilities,Industrials,0.635643,0.568538,11,407,20,65
2025-03-03,xgboost,3,0.3,0.899329,0.100671,Utilities,Information Technology,0.635643,0.534972,11,407,20,56
2025-03-03,xgboost,4,0.4,0.892174,0.107826,Utilities,Real Estate,0.635643,0.527817,11,407,20,26
2025-03-03,xgboost,5,0.5,0.879156,0.120844,Utilities,Communication Services,0.635643,0.514799,11,407,20,13
2025-03-03,xgboost,6,0.6,0.87809,0.12191,Utilities,Consumer Staples,0.635643,0.513733,11,407,20,28
2025-03-03,xgboost,7,0.7,0.7977,0.2023,Utilities,Health Care,0.635643,0.433343,11,407,20,54
2025-03-03,xgboost,8,0.8,0.769616,0.230384,Utilities,Consumer Discretionary,0.635643,0.405259,11,407,20,41
2025-03-03,xgboost,9,0.9,0.768246,0.231754,Utilities,Financials,0.635643,0.403889,11,407,20,65
2025-03-03,xgboost,10,1.0,0.713728,0.286272,Utilities,Energy,0.635643,0.349372,11,407,20,18
2025-04-01,xgboost,0,0.0,1.0,0.0,Materials,Materials,0.580185,0.580185,11,407,21,21
2025-04-01,xgboost,1,0.1,0.976288,0.023712,Materials,Information Technology,0.580185,0.556473,11,407,21,56
2025-04-01,xgboost,2,0.2,0.935653,0.064347,Materials,Consumer Discretionary,0.580185,0.515838,11,407,21,41
2025-04-01,xgboost,3,0.3,0.915039,0.084961,Materials,Industrials,0.580185,0.495224,11,407,21,65
2025-04-01,xgboost,4,0.4,0.865536,0.134464,Materials,Health Care,0.580185,0.445721,11,407,21,54
2025-04-01,xgboost,5,0.5,0.822544,0.177456,Materials,Communication Services,0.580185,0.402729,11,407,21,13
2025-04-01,xgboost,6,0.6,0.799515,0.200485,Materials,Utilities,0.580185,0.3797,11,407,21,20
2025-04-01,xgboost,7,0.7,0.777601,0.222399,Materials,Consumer Staples,0.580185,0.357786,11,407,21,28
2025-04-01,xgboost,8,0.8,0.77117,0.22883,Materials,Financials,0.580185,0.351355,11,407,21,65
2025-04-01,xgboost,9,0.9,0.760898,0.239102,Materials,Energy,0.580185,0.341082,11,407,21,18
2025-04-01,xgboost,10,1.0,0.733497,0.266503,Materials,Real Estate,0.580185,0.313682,11,407,21,26
2025-05-01,xgboost,0,0.0,1.0,0.0,Materials,Materials,0.680389,0.680389,11,407,21,21
2025-05-01,xgboost,1,0.1,0.972521,0.027479,Materials,Consumer Discretionary,0.680389,0.652911,11,407,21,41
2025-05-01,xgboost,2,0.2,0.908993,0.091007,Materials,Information Technology,0.680389,0.589382,11,407,21,56
2025-05-01,xgboost,3,0.3,0.902795,0.097205,Materials,Energy,0.680389,0.583184,11,407,21,18
2025-05-01,xgboost,4,0.4,0.887313,0.112687,Materials,Industrials,0.680389,0.567702,11,407,21,65
2025-05-01,xgboost,5,0.5,0.849986,0.150014,Materials,Health Care,0.680389,0.530375,11,407,21,54
2025-05-01,xgboost,6,0.6,0.849688,0.150312,Materials,Utilities,0.680389,0.530078,11,407,21,20
2025-05-01,xgboost,7,0.7,0.847691,0.152309,Materials,Financials,0.680389,0.52808,11,407,21,65
2025-05-01,xgboost,8,0.8,0.770786,0.229214,Materials,Communication Services,0.680389,0.451175,11,407,21,13
2025-05-01,xgboost,9,0.9,0.747527,0.252473,Materials,Consumer Staples,0.680389,0.427916,11,407,21,28
2025-05-01,xgboost,10,1.0,0.74302,0.25698,Materials,Real Estate,0.680389,0.423409,11,407,21,26
2025-06-02,xgboost,0,0.0,1.0,0.0,Communication Services,Communication Services,0.619463,0.619463,11,407,13,13
2025-06-02,xgboost,1,0.1,0.999824,0.000176,Communication Services,Health Care,0.619463,0.619288,11,407,13,54
2025-06-02,xgboost,2,0.2,0.987209,0.012791,Communication Services,Consumer Discretionary,0.619463,0.606673,11,407,13,41
2025-06-02,xgboost,3,0.3,0.958702,0.041298,Communication Services,Materials,0.619463,0.578166,11,407,13,21
2025-06-02,xgboost,4,0.4,0.934126,0.065874,Communication Services,Energy,0.619463,0.55359,11,407,13,18
2025-06-02,xgboost,5,0.5,0.899469,0.100531,Communication Services,Industrials,0.619463,0.518932,11,407,13,65
2025-06-02,xgboost,6,0.6,0.889384,0.110616,Communication Services,Utilities,0.619463,0.508847,11,407,13,20
2025-06-02,xgboost,7,0.7,0.842352,0.157648,Communication Services,Information Technology,0.619463,0.461816,11,407,13,56
2025-06-02,xgboost,8,0.8,0.835403,0.164597,Communication Services,Real Estate,0.619463,0.454867,11,407,13,26
2025-06-02,xgboost,9,0.9,0.732511,0.267489,Communication Services,Financials,0.619463,0.351974,11,407,13,65
2025-06-02,xgboost,10,1.0,0.704352,0.295648,Communication Services,Consumer Staples,0.619463,0.323815,11,407,13,28
2025-07-01,xgboost,0,0.0,1.0,0.0,Communication Services,Communication Services,0.822581,0.822581,11,407,13,13
2025-07-01,xgboost,1,0.1,0.861564,0.138436,Communication Services,Energy,0.822581,0.684145,11,407,13,18
2025-07-01,xgboost,2,0.2,0.79073,0.20927,Communication Services,Information Technology,0.822581,0.61331,11,407,13,56
2025-07-01,xgboost,3,0.3,0.714169,0.285831,Communication Services,Consumer Discretionary,0.822581,0.53675,11,407,13,41
2025-07-01,xgboost,4,0.4,0.709961,0.290039,Communication Services,Materials,0.822581,0.532542,11,407,13,21
2025-07-01,xgboost,5,0.5,0.674101,0.325899,Communication Services,Utilities,0.822581,0.496681,11,407,13,20
2025-07-01,xgboost,6,0.6,0.624277,0.375723,Communication Services,Health Care,0.822581,0.446858,11,407,13,54
2025-07-01,xgboost,7,0.7,0.612675,0.387325,Communication Services,Real Estate,0.822581,0.435255,11,407,13,26
2025-07-01,xgboost,8,0.8,0.563131,0.436869,Communication Services,Industrials,0.822581,0.385711,11,407,13,65
2025-07-01,xgboost,9,0.9,0.528936,0.471064,Communication Services,Financials,0.822581,0.351517,11,407,13,65
2025-07-01,xgboost,10,1.0,0.475457,0.524543,Communication Services,Consumer Staples,0.822581,0.298037,11,407,13,28
2025-08-01,xgboost,0,0.0,1.0,0.0,Communication Services,Communication Services,0.769271,0.769271,11,407,13,13
2025-08-01,xgboost,1,0.1,0.906438,0.093562,Communication Services,Real Estate,0.769271,0.675709,11,407,13,26
2025-08-01,xgboost,2,0.2,0.876439,0.123561,Communication Services,Consumer Discretionary,0.769271,0.64571,11,407,13,41
2025-08-01,xgboost,3,0.3,0.856314,0.143686,Communication Services,Industrials,0.769271,0.625585,11,407,13,65
2025-08-01,xgboost,4,0.4,0.849966,0.150034,Communication Services,Information Technology,0.769271,0.619237,11,407,13,56
2025-08-01,xgboost,5,0.5,0.836118,0.163882,Communication Services,Energy,0.769271,0.605388,11,407,13,18
2025-08-01,xgboost,6,0.6,0.823635,0.176365,Communication Services,Utilities,0.769271,0.592906,11,407,13,20
2025-08-01,xgboost,7,0.7,0.803957,0.196043,Communication Services,Consumer Staples,0.769271,0.573228,11,407,13,28
2025-08-01,xgboost,8,0.8,0.765027,0.234973,Communication Services,Financials,0.769271,0.534298,11,407,13,65
2025-08-01,xgboost,9,0.9,0.680921,0.319079,Communication Services,Health Care,0.769271,0.450192,11,407,13,54
2025-08-01,xgboost,10,1.0,0.366598,0.633402,Communication Services,Materials,0.769271,0.135869,11,407,13,21
2025-09-01,xgboost,0,0.0,1.0,0.0,Utilities,Utilities,0.587947,0.587947,11,407,20,20
2025-09-01,xgboost,1,0.1,0.958485,0.041515,Utilities,Consumer Discretionary,0.587947,0.546432,11,407,20,41
2025-09-01,xgboost,2,0.2,0.953045,0.046955,Utilities,Energy,0.587947,0.540991,11,407,20,18
2025-09-01,xgboost,3,0.3,0.939436,0.060564,Utilities,Communication Services,0.587947,0.527382,11,407,20,13
2025-09-01,xgboost,4,0.4,0.932271,0.067729,Utilities,Financials,0.587947,0.520217,11,407,20,65
2025-09-01,xgboost,5,0.5,0.921475,0.078525,Utilities,Health Care,0.587947,0.509422,11,407,20,54
2025-09-01,xgboost,6,0.6,0.917922,0.082078,Utilities,Real Estate,0.587947,0.505868,11,407,20,26
2025-09-01,xgboost,7,0.7,0.902464,0.097536,Utilities,Information Technology,0.587947,0.49041,11,407,20,56
2025-09-01,xgboost,8,0.8,0.899089,0.100911,Utilities,Materials,0.587947,0.487036,11,407,20,21
2025-09-01,xgboost,9,0.9,0.879583,0.120417,Utilities,Industrials,0.587947,0.46753,11,407,20,65
2025-09-01,xgboost,10,1.0,0.7906,0.2094,Utilities,Consumer Staples,0.587947,0.378547,11,407,20,28
2025-10-01,xgboost,0,0.0,1.0,0.0,Health Care,Health Care,0.513775,0.513775,11,407,54,54
2025-10-01,xgboost,1,0.1,0.951827,0.048173,Health Care,Consumer Staples,0.513775,0.465602,11,407,54,28
2025-10-01,xgboost,2,0.2,0.908569,0.091431,Health Care,Financials,0.513775,0.422344,11,407,54,65
2025-10-01,xgboost,3,0.3,0.900866,0.099134,Health Care,Energy,0.513775,0.414641,11,407,54,18
2025-10-01,xgboost,4,0.4,0.89434,0.10566,Health Care,Materials,0.513775,0.408115,11,407,54,21
2025-10-01,xgboost,5,0.5,0.888116,0.111884,Health Care,Utilities,0.513775,0.401891,11,407,54,20
2025-10-01,xgboost,6,0.6,0.879016,0.120984,Health Care,Consumer Discretionary,0.513775,0.392791,11,407,54,41
2025-10-01,xgboost,7,0.7,0.876956,0.123044,Health Care,Industrials,0.513775,0.39073,11,407,54,65
2025-10-01,xgboost,8,0.8,0.860914,0.139086,Health Care,Information Technology,0.513775,0.374689,11,407,54,56
2025-10-01,xgboost,9,0.9,0.84685,0.15315,Health Care,Communication Services,0.513775,0.360625,11,407,54,13
2025-10-01,xgboost,10,1.0,0.735235,0.264765,Health Care,Real Estate,0.513775,0.24901,11,407,54,26
2025-11-03,xgboost,0,0.0,1.0,0.0,Energy,Energy,0.797156,0.797156,11,407,18,18
2025-11-03,xgboost,1,0.1,0.821571,0.178429,Energy,Financials,0.797156,0.618727,11,407,18,65
2025-11-03,xgboost,2,0.2,0.781785,0.218215,Energy,Consumer Staples,0.797156,0.578941,11,407,18,28
2025-11-03,xgboost,3,0.3,0.767436,0.232564,Energy,Information Technology,0.797156,0.564592,11,407,18,56
2025-11-03,xgboost,4,0.4,0.711852,0.288148,Energy,Industrials,0.797156,0.509008,11,407,18,65
2025-11-03,xgboost,5,0.5,0.703965,0.296035,Energy,Real Estate,0.797156,0.501121,11,407,18,26
2025-11-03,xgboost,6,0.6,0.70314,0.29686,Energy,Communication Services,0.797156,0.500296,11,407,18,13
2025-11-03,xgboost,7,0.7,0.649996,0.350004,Energy,Utilities,0.797156,0.447152,11,407,18,20
2025-11-03,xgboost,8,0.8,0.619497,0.380503,Energy,Consumer Discretionary,0.797156,0.416653,11,407,18,41
2025-11-03,xgboost,9,0.9,0.597207,0.402793,Energy,Health Care,0.797156,0.394363,11,407,18,54
2025-11-03,xgboost,10,1.0,0.574122,0.425878,Energy,Materials,0.797156,0.371278,11,407,18,21
2025-12-01,xgboost,0,0.0,1.0,0.0,Financials,Financials,0.662483,0.662483,11,407,65,65
2025-12-01,xgboost,1,0.1,0.987853,0.012147,Financials,Communication Services,0.662483,0.650336,11,407,65,13
2025-12-01,xgboost,2,0.2,0.902077,0.097923,Financials,Health Care,0.662483,0.56456,11,407,65,54
2025-12-01,xgboost,3,0.3,0.888664,0.111336,Financials,Energy,0.662483,0.551147,11,407,65,18
2025-12-01,xgboost,4,0.4,0.870086,0.129914,Financials,Information Technology,0.662483,0.532569,11,407,65,56
2025-12-01,xgboost,5,0.5,0.813936,0.186064,Financials,Industrials,0.662483,0.476419,11,407,65,65
2025-12-01,xgboost,6,0.6,0.807181,0.192819,Financials,Real Estate,0.662483,0.469664,11,407,65,26
2025-12-01,xgboost,7,0.7,0.758061,0.241939,Financials,Consumer Staples,0.662483,0.420543,11,407,65,28
2025-12-01,xgboost,8,0.8,0.69459,0.30541,Financials,Consumer Discretionary,0.662483,0.357072,11,407,65,41
2025-12-01,xgboost,9,0.9,0.688858,0.311142,Financials,Materials,0.662483,0.35134,11,407,65,21
2025-12-01,xgboost,10,1.0,0.669932,0.330068,Financials,Utilities,0.662483,0.332415,11,407,65,20
2023-01-02,mlp,0,0.0,1.0,0.0,Consumer Discretionary,Consumer Discretionary,0.693058,0.693058,11,407,41,41
2023-01-02,mlp,1,0.1,0.942994,0.057006,Consumer Discretionary,Materials,0.693058,0.636052,11,407,41,21
2023-01-02,mlp,2,0.2,0.918723,0.081277,Consumer Discretionary,Real Estate,0.693058,0.611782,11,407,41,26
2023-01-02,mlp,3,0.3,0.913761,0.086239,Consumer Discretionary,Industrials,0.693058,0.606819,11,407,41,65
2023-01-02,mlp,4,0.4,0.852854,0.147146,Consumer Discretionary,Health Care,0.693058,0.545912,11,407,41,54
2023-01-02,mlp,5,0.5,0.836323,0.163677,Consumer Discretionary,Utilities,0.693058,0.529381,11,407,41,20
2023-01-02,mlp,6,0.6,0.828423,0.171577,Consumer Discretionary,Financials,0.693058,0.521481,11,407,41,65
2023-01-02,mlp,7,0.7,0.801998,0.198002,Consumer Discretionary,Information Technology,0.693058,0.495056,11,407,41,56
2023-01-02,mlp,8,0.8,0.77583,0.22417,Consumer Discretionary,Communication Services,0.693058,0.468889,11,407,41,13
2023-01-02,mlp,9,0.9,0.697391,0.302609,Consumer Discretionary,Consumer Staples,0.693058,0.390449,11,407,41,28
2023-01-02,mlp,10,1.0,0.556442,0.443558,Consumer Discretionary,Energy,0.693058,0.249501,11,407,41,18
2023-02-01,mlp,0,0.0,1.0,0.0,Financials,Financials,0.704492,0.704492,11,407,65,65
2023-02-01,mlp,1,0.1,0.904237,0.095763,Financials,Consumer Staples,0.704492,0.60873,11,407,65,28
2023-02-01,mlp,2,0.2,0.872374,0.127626,Financials,Consumer Discretionary,0.704492,0.576866,11,407,65,41
2023-02-01,mlp,3,0.3,0.870689,0.129311,Financials,Energy,0.704492,0.575182,11,407,65,18
2023-02-01,mlp,4,0.4,0.846915,0.153085,Financials,Materials,0.704492,0.551408,11,407,65,21
2023-02-01,mlp,5,0.5,0.819758,0.180242,Financials,Utilities,0.704492,0.52425,11,407,65,20
2023-02-01,mlp,6,0.6,0.786255,0.213745,Financials,Industrials,0.704492,0.490747,11,407,65,65
2023-02-01,mlp,7,0.7,0.765379,0.234621,Financials,Health Care,0.704492,0.469871,11,407,65,54
2023-02-01,mlp,8,0.8,0.73631,0.26369,Financials,Information Technology,0.704492,0.440803,11,407,65,56
2023-02-01,mlp,9,0.9,0.646281,0.353719,Financials,Real Estate,0.704492,0.350773,11,407,65,26
2023-02-01,mlp,10,1.0,0.573441,0.426559,Financials,Communication Services,0.704492,0.277934,11,407,65,13
2023-03-01,mlp,0,0.0,1.0,0.0,Communication Services,Communication Services,0.650352,0.650352,11,407,13,13
2023-03-01,mlp,1,0.1,0.964536,0.035464,Communication Services,Energy,0.650352,0.614888,11,407,13,18
2023-03-01,mlp,2,0.2,0.918047,0.081953,Communication Services,Utilities,0.650352,0.568399,11,407,13,20
2023-03-01,mlp,3,0.3,0.913338,0.086662,Communication Services,Real Estate,0.650352,0.56369,11,407,13,26
2023-03-01,mlp,4,0.4,0.862475,0.137525,Communication Services,Health Care,0.650352,0.512827,11,407,13,54
2023-03-01,mlp,5,0.5,0.856414,0.143586,Communication Services,Consumer Staples,0.650352,0.506766,11,407,13,28
2023-03-01,mlp,6,0.6,0.852815,0.147185,Communication Services,Materials,0.650352,0.503167,11,407,13,21
2023-03-01,mlp,7,0.7,0.823987,0.176013,Communication Services,Financials,0.650352,0.474339,11,407,13,65
2023-03-01,mlp,8,0.8,0.776073,0.223927,Communication Services,Industrials,0.650352,0.426425,11,407,13,65
2023-03-01,mlp,9,0.9,0.724907,0.275093,Communication Services,Consumer Discretionary,0.650352,0.375259,11,407,13,41
2023-03-01,mlp,10,1.0,0.637698,0.362302,Communication Services,Information Technology,0.650352,0.28805,11,407,13,56
2023-04-03,mlp,0,0.0,1.0,0.0,Industrials,Industrials,0.561209,0.561209,11,407,65,65
2023-04-03,mlp,1,0.1,0.997586,0.002414,Industrials,Communication Services,0.561209,0.558794,11,407,65,13
2023-04-03,mlp,2,0.2,0.977733,0.022267,Industrials,Financials,0.561209,0.538942,11,407,65,65
2023-04-03,mlp,3,0.3,0.962471,0.037529,Industrials,Real Estate,0.561209,0.52368,11,407,65,26
2023-04-03,mlp,4,0.4,0.937121,0.062879,Industrials,Energy,0.561209,0.49833,11,407,65,18
2023-04-03,mlp,5,0.5,0.892742,0.107258,Industrials,Materials,0.561209,0.45395,11,407,65,21
2023-04-03,mlp,6,0.6,0.88762,0.11238,Industrials,Consumer Staples,0.561209,0.448829,11,407,65,28
2023-04-03,mlp,7,0.7,0.855037,0.144963,Industrials,Utilities,0.561209,0.416245,11,407,65,20
2023-04-03,mlp,8,0.8,0.853328,0.146672,Industrials,Information Technology,0.561209,0.414537,11,407,65,56
2023-04-03,mlp,9,0.9,0.817003,0.182997,Industrials,Health Care,0.561209,0.378212,11,407,65,54
2023-04-03,mlp,10,1.0,0.745595,0.254405,Industrials,Consumer Discretionary,0.561209,0.306803,11,407,65,41
2023-05-01,mlp,0,0.0,1.0,0.0,Utilities,Utilities,0.634561,0.634561,11,407,20,20
2023-05-01,mlp,1,0.1,0.950464,0.049536,Utilities,Consumer Staples,0.634561,0.585025,11,407,20,28
2023-05-01,mlp,2,0.2,0.940084,0.059916,Utilities,Communication Services,0.634561,0.574645,11,407,20,13
2023-05-01,mlp,3,0.3,0.910155,0.089845,Utilities,Consumer Discretionary,0.634561,0.544717,11,407,20,41
2023-05-01,mlp,4,0.4,0.904125,0.095875,Utilities,Industrials,0.634561,0.538687,11,407,20,65
2023-05-01,mlp,5,0.5,0.891603,0.108397,Utilities,Information Technology,0.634561,0.526165,11,407,20,56
2023-05-01,mlp,6,0.6,0.867581,0.132419,Utilities,Materials,0.634561,0.502142,11,407,20,21
2023-05-01,mlp,7,0.7,0.849744,0.150256,Utilities,Energy,0.634561,0.484306,11,407,20,18
2023-05-01,mlp,8,0.8,0.793674,0.206326,Utilities,Financials,0.634561,0.428235,11,407,20,65
2023-05-01,mlp,9,0.9,0.729763,0.270237,Utilities,Health Care,0.634561,0.364324,11,407,20,54
2023-05-01,mlp,10,1.0,0.710828,0.289172,Utilities,Real Estate,0.634561,0.345389,11,407,20,26
2023-06-01,mlp,0,0.0,1.0,0.0,Energy,Energy,0.615682,0.615682,11,407,18,18
2023-06-01,mlp,1,0.1,0.997884,0.002116,Energy,Industrials,0.615682,0.613566,11,407,18,65
2023-06-01,mlp,2,0.2,0.957397,0.042603,Energy,Consumer Discretionary,0.615682,0.573079,11,407,18,41
2023-06-01,mlp,3,0.3,0.931189,0.068811,Energy,Financials,0.615682,0.546871,11,407,18,65
2023-06-01,mlp,4,0.4,0.929763,0.070237,Energy,Communication Services,0.615682,0.545445,11,407,18,13
2023-06-01,mlp,5,0.5,0.86578,0.13422,Energy,Information Technology,0.615682,0.481462,11,407,18,56
2023-06-01,mlp,6,0.6,0.849098,0.150902,Energy,Materials,0.615682,0.46478,11,407,18,21
2023-06-01,mlp,7,0.7,0.819869,0.180131,Energy,Real Estate,0.615682,0.435551,11,407,18,26
2023-06-01,mlp,8,0.8,0.810329,0.189671,Energy,Consumer Staples,0.615682,0.426011,11,407,18,28
2023-06-01,mlp,9,0.9,0.806375,0.193625,Energy,Health Care,0.615682,0.422057,11,407,18,54
2023-06-01,mlp,10,1.0,0.79994,0.20006,Energy,Utilities,0.615682,0.415622,11,407,18,20
2023-07-03,mlp,0,0.0,1.0,0.0,Materials,Materials,0.701089,0.701089,11,407,21,21
2023-07-03,mlp,1,0.1,0.902822,0.097178,Materials,Health Care,0.701089,0.603911,11,407,21,54
2023-07-03,mlp,2,0.2,0.899394,0.100606,Materials,Industrials,0.701089,0.600483,11,407,21,65
2023-07-03,mlp,3,0.3,0.879849,0.120151,Materials,Energy,0.701089,0.580938,11,407,21,18
2023-07-03,mlp,4,0.4,0.871414,0.128586,Materials,Consumer Staples,0.701089,0.572503,11,407,21,28
2023-07-03,mlp,5,0.5,0.845104,0.154896,Materials,Utilities,0.701089,0.546193,11,407,21,20
2023-07-03,mlp,6,0.6,0.83194,0.16806,Materials,Consumer Discretionary,0.701089,0.533029,11,407,21,41
2023-07-03,mlp,7,0.7,0.829067,0.170933,Materials,Financials,0.701089,0.530156,11,407,21,65
2023-07-03,mlp,8,0.8,0.807849,0.192151,Materials,Information Technology,0.701089,0.508938,11,407,21,56
2023-07-03,mlp,9,0.9,0.781851,0.218149,Materials,Real Estate,0.701089,0.482939,11,407,21,26
2023-07-03,mlp,10,1.0,0.766688,0.233312,Materials,Communication Services,0.701089,0.467777,11,407,21,13
2023-08-01,mlp,0,0.0,1.0,0.0,Energy,Energy,0.702632,0.702632,11,407,18,18
2023-08-01,mlp,1,0.1,0.939725,0.060275,Energy,Real Estate,0.702632,0.642357,11,407,18,26
2023-08-01,mlp,2,0.2,0.875365,0.124635,Energy,Financials,0.702632,0.577997,11,407,18,65
2023-08-01,mlp,3,0.3,0.86851,0.13149,Energy,Information Technology,0.702632,0.571142,11,407,18,56
2023-08-01,mlp,4,0.4,0.847479,0.152521,Energy,Industrials,0.702632,0.550111,11,407,18,65
2023-08-01,mlp,5,0.5,0.822951,0.177049,Energy,Materials,0.702632,0.525583,11,407,18,21
2023-08-01,mlp,6,0.6,0.818166,0.181834,Energy,Consumer Staples,0.702632,0.520798,11,407,18,28
2023-08-01,mlp,7,0.7,0.737769,0.262231,Energy,Health Care,0.702632,0.440401,11,407,18,54
2023-08-01,mlp,8,0.8,0.706847,0.293153,Energy,Consumer Discretionary,0.702632,0.409479,11,407,18,41
2023-08-01,mlp,9,0.9,0.669287,0.330713,Energy,Utilities,0.702632,0.371919,11,407,18,20
2023-08-01,mlp,10,1.0,0.54361,0.45639,Energy,Communication Services,0.702632,0.246242,11,407,18,13
2023-09-01,mlp,0,0.0,1.0,0.0,Consumer Staples,Consumer Staples,0.721103,0.721103,11,407,28,28
2023-09-01,mlp,1,0.1,0.921615,0.078385,Consumer Staples,Energy,0.721103,0.642718,11,407,28,18
2023-09-01,mlp,2,0.2,0.867527,0.132473,Consumer Staples,Communication Services,0.721103,0.58863,11,407,28,13
2023-09-01,mlp,3,0.3,0.839486,0.160514,Consumer Staples,Industrials,0.721103,0.560589,11,407,28,65
2023-09-01,mlp,4,0.4,0.838063,0.161937,Consumer Staples,Information Technology,0.721103,0.559166,11,407,28,56
2023-09-01,mlp,5,0.5,0.763721,0.236279,Consumer Staples,Utilities,0.721103,0.484824,11,407,28,20
2023-09-01,mlp,6,0.6,0.737165,0.262835,Consumer Staples,Real Estate,0.721103,0.458268,11,407,28,26
2023-09-01,mlp,7,0.7,0.716064,0.283936,Consumer Staples,Consumer Discretionary,0.721103,0.437167,11,407,28,41
2023-09-01,mlp,8,0.8,0.6938,0.3062,Consumer Staples,Financials,0.721103,0.414903,11,407,28,65
2023-09-01,mlp,9,0.9,0.69171,0.30829,Consumer Staples,Health Care,0.721103,0.412813,11,407,28,54
2023-09-01,mlp,10,1.0,0.690165,0.309835,Consumer Staples,Materials,0.721103,0.411268,11,407,28,21
2023-10-02,mlp,0,0.0,1.0,0.0,Utilities,Utilities,0.653202,0.653202,11,407,20,20
2023-10-02,mlp,1,0.1,0.977812,0.022188,Utilities,Real Estate,0.653202,0.631014,11,407,20,26
2023-10-02,mlp,2,0.2,0.918425,0.081575,Utilities,Financials,0.653202,0.571626,11,407,20,65
2023-10-02,mlp,3,0.3,0.89135,0.10865,Utilities,Communication Services,0.653202,0.544552,11,407,20,13
2023-10-02,mlp,4,0.4,0.889528,0.110472,Utilities,Energy,0.653202,0.54273,11,407,20,18
2023-10-02,mlp,5,0.5,0.80645,0.19355,Utilities,Industrials,0.653202,0.459651,11,407,20,65
2023-10-02,mlp,6,0.6,0.788421,0.211579,Utilities,Materials,0.653202,0.441622,11,407,20,21
2023-10-02,mlp,7,0.7,0.758214,0.241786,Utilities,Consumer Staples,0.653202,0.411416,11,407,20,28
2023-10-02,mlp,8,0.8,0.752158,0.247842,Utilities,Information Technology,0.653202,0.405359,11,407,20,56
2023-10-02,mlp,9,0.9,0.692011,0.307989,Utilities,Health Care,0.653202,0.345213,11,407,20,54
2023-10-02,mlp,10,1.0,0.68862,0.31138,Utilities,Consumer Discretionary,0.653202,0.341821,11,407,20,41
2023-11-01,mlp,0,0.0,1.0,0.0,Utilities,Utilities,0.825437,0.825437,11,407,20,20
2023-11-01,mlp,1,0.1,0.834843,0.165157,Utilities,Real Estate,0.825437,0.66028,11,407,20,26
2023-11-01,mlp,2,0.2,0.820244,0.179756,Utilities,Information Technology,0.825437,0.645681,11,407,20,56
2023-11-01,mlp,3,0.3,0.802392,0.197608,Utilities,Consumer Discretionary,0.825437,0.62783,11,407,20,41
2023-11-01,mlp,4,0.4,0.787834,0.212166,Utilities,Health Care,0.825437,0.613271,11,407,20,54
2023-11-01,mlp,5,0.5,0.780034,0.219966,Utilities,Financials,0.825437,0.605471,11,407,20,65
2023-11-01,mlp,6,0.6,0.760529,0.239471,Utilities,Materials,0.825437,0.585966,11,407,20,21
2023-11-01,mlp,7,0.7,0.68851,0.31149,Utilities,Industrials,0.825437,0.513948,11,407,20,65
2023-11-01,mlp,8,0.8,0.654478,0.345522,Utilities,Consumer Staples,0.825437,0.479915,11,407,20,28
2023-11-01,mlp,9,0.9,0.650527,0.349473,Utilities,Energy,0.825437,0.475965,11,407,20,18
2023-11-01,mlp,10,1.0,0.422415,0.577585,Utilities,Communication Services,0.825437,0.247852,11,407,20,13
2023-12-01,mlp,0,0.0,1.0,0.0,Utilities,Utilities,0.694398,0.694398,11,407,20,20
2023-12-01,mlp,1,0.1,0.954053,0.045947,Utilities,Consumer Staples,0.694398,0.648452,11,407,20,28
2023-12-01,mlp,2,0.2,0.908993,0.091007,Utilities,Energy,0.694398,0.603391,11,407,20,18
2023-12-01,mlp,3,0.3,0.90314,0.09686,Utilities,Real Estate,0.694398,0.597538,11,407,20,26
2023-12-01,mlp,4,0.4,0.880844,0.119156,Utilities,Information Technology,0.694398,0.575243,11,407,20,56
2023-12-01,mlp,5,0.5,0.84158,0.15842,Utilities,Materials,0.694398,0.535979,11,407,20,21
2023-12-01,mlp,6,0.6,0.773763,0.226237,Utilities,Health Care,0.694398,0.468161,11,407,20,54
2023-12-01,mlp,7,0.7,0.769373,0.230627,Utilities,Industrials,0.694398,0.463771,11,407,20,65
2023-12-01,mlp,8,0.8,0.725879,0.274121,Utilities,Consumer Discretionary,0.694398,0.420277,11,407,20,41
2023-12-01,mlp,9,0.9,0.694619,0.305381,Utilities,Communication Services,0.694398,0.389018,11,407,20,13
2023-12-01,mlp,10,1.0,0.654489,0.345511,Utilities,Financials,0.694398,0.348888,11,407,20,65
2024-01-01,mlp,0,0.0,1.0,0.0,Communication Services,Communication Services,0.605453,0.605453,11,407,13,13
2024-01-01,mlp,1,0.1,0.96371,0.03629,Communication Services,Consumer Staples,0.605453,0.569163,11,407,13,28
2024-01-01,mlp,2,0.2,0.954563,0.045437,Communication Services,Real Estate,0.605453,0.560016,11,407,13,26
2024-01-01,mlp,3,0.3,0.893379,0.106621,Communication Services,Energy,0.605453,0.498832,11,407,13,18
