date,model,group,perturbation_percentage,RGR,n_assets,model_date
2023-03-01,xgboost,all_features,0.05,0.798645,407,2023-03-01
2023-03-01,xgboost,all_features,0.1,0.583426,407,2023-03-01
2023-03-01,xgboost,all_features,0.15,0.461753,407,2023-03-01
2023-03-01,xgboost,all_features,0.2,0.338801,407,2023-03-01
2023-03-01,xgboost,all_features,0.25,0.258596,407,2023-03-01
2023-03-01,xgboost,all_features,0.3,0.249973,407,2023-03-01
2023-03-01,xgboost,all_features,0.35,0.22954,407,2023-03-01
2023-03-01,xgboost,all_features,0.4,0.216388,407,2023-03-01
2023-03-01,xgboost,all_features,0.45,0.201504,407,2023-03-01
2023-03-01,xgboost,all_features,0.5,0.202435,407,2023-03-01
2023-04-03,xgboost,all_features,0.0,1.0,407,2023-04-03
2023-04-03,xgboost,all_features,0.05,0.750371,407,2023-04-03
2023-04-03,xgboost,all_features,0.1,0.605169,407,2023-04-03
2023-04-03,xgboost,all_features,0.15,0.498651,407,2023-04-03
2023-04-03,xgboost,all_features,0.2,0.388403,407,2023-04-03
2023-04-03,xgboost,all_features,0.25,0.304387,407,2023-04-03
2023-04-03,xgboost,all_features,0.3,0.300998,407,2023-04-03
2023-04-03,xgboost,all_features,0.35,0.282694,407,2023-04-03
2023-04-03,xgboost,all_features,0.4,0.251783,407,2023-04-03
2023-04-03,xgboost,all_features,0.45,0.261904,407,2023-04-03
2023-04-03,xgboost,all_features,0.5,0.269159,407,2023-04-03
2023-05-01,xgboost,all_features,0.0,1.0,407,2023-05-01
2023-05-01,xgboost,all_features,0.05,0.752009,407,2023-05-01
2023-05-01,xgboost,all_features,0.1,0.534759,407,2023-05-01
2023-05-01,xgboost,all_features,0.15,0.417327,407,2023-05-01
2023-05-01,xgboost,all_features,0.2,0.29159,407,2023-05-01
2023-05-01,xgboost,all_features,0.25,0.228455,407,2023-05-01
2023-05-01,xgboost,all_features,0.3,0.204318,407,2023-05-01
2023-05-01,xgboost,all_features,0.35,0.18423,407,2023-05-01
2023-05-01,xgboost,all_features,0.4,0.175488,407,2023-05-01
2023-05-01,xgboost,all_features,0.45,0.176256,407,2023-05-01
2023-05-01,xgboost,all_features,0.5,0.174885,407,2023-05-01
2023-06-01,xgboost,all_features,0.0,1.0,407,2023-06-01
2023-06-01,xgboost,all_features,0.05,0.683231,407,2023-06-01
2023-06-01,xgboost,all_features,0.1,0.517562,407,2023-06-01
2023-06-01,xgboost,all_features,0.15,0.402566,407,2023-06-01
2023-06-01,xgboost,all_features,0.2,0.33819,407,2023-06-01
2023-06-01,xgboost,all_features,0.25,0.301886,407,2023-06-01
2023-06-01,xgboost,all_features,0.3,0.295255,407,2023-06-01
2023-06-01,xgboost,all_features,0.35,0.278375,407,2023-06-01
2023-06-01,xgboost,all_features,0.4,0.298435,407,2023-06-01
2023-06-01,xgboost,all_features,0.45,0.29519,407,2023-06-01
2023-06-01,xgboost,all_features,0.5,0.296654,407,2023-06-01
2023-07-03,xgboost,all_features,0.0,1.0,407,2023-07-03
2023-07-03,xgboost,all_features,0.05,0.785338,407,2023-07-03
2023-07-03,xgboost,all_features,0.1,0.603145,407,2023-07-03
2023-07-03,xgboost,all_features,0.15,0.45171,407,2023-07-03
2023-07-03,xgboost,all_features,0.2,0.336522,407,2023-07-03
2023-07-03,xgboost,all_features,0.25,0.290985,407,2023-07-03
2023-07-03,xgboost,all_features,0.3,0.259985,407,2023-07-03
2023-07-03,xgboost,all_features,0.35,0.242605,407,2023-07-03
2023-07-03,xgboost,all_features,0.4,0.229961,407,2023-07-03
2023-07-03,xgboost,all_features,0.45,0.227095,407,2023-07-03
2023-07-03,xgboost,all_features,0.5,0.226102,407,2023-07-03
2023-08-01,xgboost,all_features,0.0,1.0,407,2023-08-01
2023-08-01,xgboost,all_features,0.05,0.637453,407,2023-08-01
2023-08-01,xgboost,all_features,0.1,0.489743,407,2023-08-01
2023-08-01,xgboost,all_features,0.15,0.449902,407,2023-08-01
2023-08-01,xgboost,all_features,0.2,0.407564,407,2023-08-01
2023-08-01,xgboost,all_features,0.25,0.384763,407,2023-08-01
2023-08-01,xgboost,all_features,0.3,0.348361,407,2023-08-01
2023-08-01,xgboost,all_features,0.35,0.34688,407,2023-08-01
2023-08-01,xgboost,all_features,0.4,0.336601,407,2023-08-01
2023-08-01,xgboost,all_features,0.45,0.345601,407,2023-08-01
2023-08-01,xgboost,all_features,0.5,0.346352,407,2023-08-01
2023-09-01,xgboost,all_features,0.0,1.0,407,2023-09-01
2023-09-01,xgboost,all_features,0.05,0.771786,407,2023-09-01
2023-09-01,xgboost,all_features,0.1,0.603009,407,2023-09-01
2023-09-01,xgboost,all_features,0.15,0.461368,407,2023-09-01
2023-09-01,xgboost,all_features,0.2,0.353247,407,2023-09-01
2023-09-01,xgboost,all_features,0.25,0.295614,407,2023-09-01
2023-09-01,xgboost,all_features,0.3,0.279046,407,2023-09-01
2023-09-01,xgboost,all_features,0.35,0.261146,407,2023-09-01
2023-09-01,xgboost,all_features,0.4,0.259695,407,2023-09-01
2023-09-01,xgboost,all_features,0.45,0.257468,407,2023-09-01
2023-09-01,xgboost,all_features,0.5,0.257325,407,2023-09-01
2023-10-02,xgboost,all_features,0.0,1.0,407,2023-10-02
2023-10-02,xgboost,all_features,0.05,0.750658,407,2023-10-02
2023-10-02,xgboost,all_features,0.1,0.577477,407,2023-10-02
2023-10-02,xgboost,all_features,0.15,0.452313,407,2023-10-02
2023-10-02,xgboost,all_features,0.2,0.316914,407,2023-10-02
2023-10-02,xgboost,all_features,0.25,0.25978,407,2023-10-02
2023-10-02,xgboost,all_features,0.3,0.236468,407,2023-10-02
2023-10-02,xgboost,all_features,0.35,0.227001,407,2023-10-02
2023-10-02,xgboost,all_features,0.4,0.225579,407,2023-10-02
2023-10-02,xgboost,all_features,0.45,0.221656,407,2023-10-02
2023-10-02,xgboost,all_features,0.5,0.221675,407,2023-10-02
2023-11-01,xgboost,all_features,0.0,1.0,407,2023-11-01
2023-11-01,xgboost,all_features,0.05,0.795557,407,2023-11-01
2023-11-01,xgboost,all_features,0.1,0.624339,407,2023-11-01
2023-11-01,xgboost,all_features,0.15,0.493274,407,2023-11-01
2023-11-01,xgboost,all_features,0.2,0.354263,407,2023-11-01
2023-11-01,xgboost,all_features,0.25,0.299232,407,2023-11-01
2023-11-01,xgboost,all_features,0.3,0.279646,407,2023-11-01
2023-11-01,xgboost,all_features,0.35,0.252075,407,2023-11-01
2023-11-01,xgboost,all_features,0.4,0.251367,407,2023-11-01
2023-11-01,xgboost,all_features,0.45,0.252261,407,2023-11-01
2023-11-01,xgboost,all_features,0.5,0.252171,407,2023-11-01
2023-12-01,xgboost,all_features,0.0,1.0,407,2023-12-01
2023-12-01,xgboost,all_features,0.05,0.812925,407,2023-12-01
2023-12-01,xgboost,all_features,0.1,0.662653,407,2023-12-01
2023-12-01,xgboost,all_features,0.15,0.46614,407,2023-12-01
2023-12-01,xgboost,all_features,0.2,0.357555,407,2023-12-01
2023-12-01,xgboost,all_features,0.25,0.295335,407,2023-12-01
2023-12-01,xgboost,all_features,0.3,0.27959,407,2023-12-01
2023-12-01,xgboost,all_features,0.35,0.267163,407,2023-12-01
2023-12-01,xgboost,all_features,0.4,0.256942,407,2023-12-01
2023-12-01,xgboost,all_features,0.45,0.255578,407,2023-12-01
2023-12-01,xgboost,all_features,0.5,0.255776,407,2023-12-01
2024-01-01,xgboost,all_features,0.0,1.0,407,2024-01-01
2024-01-01,xgboost,all_features,0.05,0.804999,407,2024-01-01
2024-01-01,xgboost,all_features,0.1,0.605542,407,2024-01-01
2024-01-01,xgboost,all_features,0.15,0.453704,407,2024-01-01
2024-01-01,xgboost,all_features,0.2,0.344959,407,2024-01-01
2024-01-01,xgboost,all_features,0.25,0.29698,407,2024-01-01
2024-01-01,xgboost,all_features,0.3,0.288135,407,2024-01-01
2024-01-01,xgboost,all_features,0.35,0.278596,407,2024-01-01
2024-01-01,xgboost,all_features,0.4,0.279201,407,2024-01-01
2024-01-01,xgboost,all_features,0.45,0.277344,407,2024-01-01
2024-01-01,xgboost,all_features,0.5,0.276766,407,2024-01-01
2024-02-01,xgboost,all_features,0.0,1.0,407,2024-02-01
2024-02-01,xgboost,all_features,0.05,0.826784,407,2024-02-01
2024-02-01,xgboost,all_features,0.1,0.670864,407,2024-02-01
2024-02-01,xgboost,all_features,0.15,0.520979,407,2024-02-01
2024-02-01,xgboost,all_features,0.2,0.389209,407,2024-02-01
2024-02-01,xgboost,all_features,0.25,0.322272,407,2024-02-01
2024-02-01,xgboost,all_features,0.3,0.298251,407,2024-02-01
2024-02-01,xgboost,all_features,0.35,0.276842,407,2024-02-01
2024-02-01,xgboost,all_features,0.4,0.270117,407,2024-02-01
2024-02-01,xgboost,all_features,0.45,0.264486,407,2024-02-01
2024-02-01,xgboost,all_features,0.5,0.264223,407,2024-02-01
2024-03-01,xgboost,all_features,0.0,1.0,407,2024-03-01
2024-03-01,xgboost,all_features,0.05,0.708149,407,2024-03-01
2024-03-01,xgboost,all_features,0.1,0.531732,407,2024-03-01
2024-03-01,xgboost,all_features,0.15,0.439097,407,2024-03-01
2024-03-01,xgboost,all_features,0.2,0.40398,407,2024-03-01
2024-03-01,xgboost,all_features,0.25,0.353526,407,2024-03-01
2024-03-01,xgboost,all_features,0.3,0.355162,407,2024-03-01
2024-03-01,xgboost,all_features,0.35,0.36171,407,2024-03-01
2024-03-01,xgboost,all_features,0.4,0.363769,407,2024-03-01
2024-03-01,xgboost,all_features,0.45,0.377741,407,2024-03-01
2024-03-01,xgboost,all_features,0.5,0.377662,407,2024-03-01
2024-04-01,xgboost,all_features,0.0,1.0,407,2024-04-01
2024-04-01,xgboost,all_features,0.05,0.846445,407,2024-04-01
2024-04-01,xgboost,all_features,0.1,0.660528,407,2024-04-01
2024-04-01,xgboost,all_features,0.15,0.516239,407,2024-04-01
2024-04-01,xgboost,all_features,0.2,0.366495,407,2024-04-01
2024-04-01,xgboost,all_features,0.25,0.316599,407,2024-04-01
2024-04-01,xgboost,all_features,0.3,0.299816,407,2024-04-01
2024-04-01,xgboost,all_features,0.35,0.29096,407,2024-04-01
2024-04-01,xgboost,all_features,0.4,0.290066,407,2024-04-01
2024-04-01,xgboost,all_features,0.45,0.288843,407,2024-04-01
2024-04-01,xgboost,all_features,0.5,0.284713,407,2024-04-01
2024-05-01,xgboost,all_features,0.0,1.0,407,2024-05-01
2024-05-01,xgboost,all_features,0.05,0.742804,407,2024-05-01
2024-05-01,xgboost,all_features,0.1,0.539811,407,2024-05-01
2024-05-01,xgboost,all_features,0.15,0.411349,407,2024-05-01
2024-05-01,xgboost,all_features,0.2,0.304122,407,2024-05-01
2024-05-01,xgboost,all_features,0.25,0.257965,407,2024-05-01
2024-05-01,xgboost,all_features,0.3,0.238431,407,2024-05-01
2024-05-01,xgboost,all_features,0.35,0.212976,407,2024-05-01
2024-05-01,xgboost,all_features,0.4,0.214368,407,2024-05-01
2024-05-01,xgboost,all_features,0.45,0.214116,407,2024-05-01
2024-05-01,xgboost,all_features,0.5,0.214008,407,2024-05-01
2024-06-03,xgboost,all_features,0.0,1.0,407,2024-06-03
2024-06-03,xgboost,all_features,0.05,0.7599,407,2024-06-03
2024-06-03,xgboost,all_features,0.1,0.598635,407,2024-06-03
2024-06-03,xgboost,all_features,0.15,0.477448,407,2024-06-03
2024-06-03,xgboost,all_features,0.2,0.340797,407,2024-06-03
2024-06-03,xgboost,all_features,0.25,0.287195,407,2024-06-03
2024-06-03,xgboost,all_features,0.3,0.26202,407,2024-06-03
2024-06-03,xgboost,all_features,0.35,0.270165,407,2024-06-03
2024-06-03,xgboost,all_features,0.4,0.265076,407,2024-06-03
2024-06-03,xgboost,all_features,0.45,0.264128,407,2024-06-03
2024-06-03,xgboost,all_features,0.5,0.263608,407,2024-06-03
2024-07-01,xgboost,all_features,0.0,1.0,407,2024-07-01
2024-07-01,xgboost,all_features,0.05,0.659771,407,2024-07-01
2024-07-01,xgboost,all_features,0.1,0.577364,407,2024-07-01
2024-07-01,xgboost,all_features,0.15,0.538306,407,2024-07-01
2024-07-01,xgboost,all_features,0.2,0.441163,407,2024-07-01
2024-07-01,xgboost,all_features,0.25,0.414331,407,2024-07-01
2024-07-01,xgboost,all_features,0.3,0.392446,407,2024-07-01
2024-07-01,xgboost,all_features,0.35,0.3878,407,2024-07-01
2024-07-01,xgboost,all_features,0.4,0.39142,407,2024-07-01
2024-07-01,xgboost,all_features,0.45,0.396081,407,2024-07-01
2024-07-01,xgboost,all_features,0.5,0.396081,407,2024-07-01
2024-08-01,xgboost,all_features,0.0,1.0,407,2024-08-01
2024-08-01,xgboost,all_features,0.05,0.703003,407,2024-08-01
2024-08-01,xgboost,all_features,0.1,0.541563,407,2024-08-01
2024-08-01,xgboost,all_features,0.15,0.403982,407,2024-08-01
2024-08-01,xgboost,all_features,0.2,0.303763,407,2024-08-01
2024-08-01,xgboost,all_features,0.25,0.260934,407,2024-08-01
2024-08-01,xgboost,all_features,0.3,0.248759,407,2024-08-01
2024-08-01,xgboost,all_features,0.35,0.245789,407,2024-08-01
2024-08-01,xgboost,all_features,0.4,0.241779,407,2024-08-01
2024-08-01,xgboost,all_features,0.45,0.243486,407,2024-08-01
2024-08-01,xgboost,all_features,0.5,0.244473,407,2024-08-01
2024-09-02,xgboost,all_features,0.0,1.0,407,2024-09-02
2024-09-02,xgboost,all_features,0.05,0.810819,407,2024-09-02
2024-09-02,xgboost,all_features,0.1,0.637264,407,2024-09-02
2024-09-02,xgboost,all_features,0.15,0.48931,407,2024-09-02
2024-09-02,xgboost,all_features,0.2,0.341421,407,2024-09-02
2024-09-02,xgboost,all_features,0.25,0.297422,407,2024-09-02
2024-09-02,xgboost,all_features,0.3,0.273519,407,2024-09-02
2024-09-02,xgboost,all_features,0.35,0.254874,407,2024-09-02
2024-09-02,xgboost,all_features,0.4,0.253463,407,2024-09-02
2024-09-02,xgboost,all_features,0.45,0.250821,407,2024-09-02
2024-09-02,xgboost,all_features,0.5,0.250221,407,2024-09-02
2024-10-01,xgboost,all_features,0.0,1.0,407,2024-10-01
2024-10-01,xgboost,all_features,0.05,0.811142,407,2024-10-01
2024-10-01,xgboost,all_features,0.1,0.605407,407,2024-10-01
2024-10-01,xgboost,all_features,0.15,0.45336,407,2024-10-01
2024-10-01,xgboost,all_features,0.2,0.349511,407,2024-10-01
2024-10-01,xgboost,all_features,0.25,0.304955,407,2024-10-01
2024-10-01,xgboost,all_features,0.3,0.281332,407,2024-10-01
2024-10-01,xgboost,all_features,0.35,0.270981,407,2024-10-01
2024-10-01,xgboost,all_features,0.4,0.268525,407,2024-10-01
2024-10-01,xgboost,all_features,0.45,0.265619,407,2024-10-01
2024-10-01,xgboost,all_features,0.5,0.265684,407,2024-10-01
2024-11-01,xgboost,all_features,0.0,1.0,407,2024-11-01
2024-11-01,xgboost,all_features,0.05,0.814247,407,2024-11-01
2024-11-01,xgboost,all_features,0.1,0.658179,407,2024-11-01
2024-11-01,xgboost,all_features,0.15,0.561141,407,2024-11-01
2024-11-01,xgboost,all_features,0.2,0.475638,407,2024-11-01
2024-11-01,xgboost,all_features,0.25,0.440063,407,2024-11-01
2024-11-01,xgboost,all_features,0.3,0.405977,407,2024-11-01
2024-11-01,xgboost,all_features,0.35,0.372267,407,2024-11-01
2024-11-01,xgboost,all_features,0.4,0.368976,407,2024-11-01
2024-11-01,xgboost,all_features,0.45,0.36839,407,2024-11-01
2024-11-01,xgboost,all_features,0.5,0.36839,407,2024-11-01
2024-12-02,xgboost,all_features,0.0,1.0,407,2024-12-02
2024-12-02,xgboost,all_features,0.05,0.836463,407,2024-12-02
2024-12-02,xgboost,all_features,0.1,0.728774,407,2024-12-02
2024-12-02,xgboost,all_features,0.15,0.605248,407,2024-12-02
2024-12-02,xgboost,all_features,0.2,0.476059,407,2024-12-02
2024-12-02,xgboost,all_features,0.25,0.409434,407,2024-12-02
2024-12-02,xgboost,all_features,0.3,0.393444,407,2024-12-02
2024-12-02,xgboost,all_features,0.35,0.396813,407,2024-12-02
2024-12-02,xgboost,all_features,0.4,0.395015,407,2024-12-02
2024-12-02,xgboost,all_features,0.45,0.394888,407,2024-12-02
2024-12-02,xgboost,all_features,0.5,0.394888,407,2024-12-02
2025-01-01,xgboost,all_features,0.0,1.0,407,2025-01-01
2025-01-01,xgboost,all_features,0.05,0.735881,407,2025-01-01
2025-01-01,xgboost,all_features,0.1,0.53031,407,2025-01-01
2025-01-01,xgboost,all_features,0.15,0.415813,407,2025-01-01
2025-01-01,xgboost,all_features,0.2,0.319245,407,2025-01-01
2025-01-01,xgboost,all_features,0.25,0.30165,407,2025-01-01
2025-01-01,xgboost,all_features,0.3,0.272205,407,2025-01-01
2025-01-01,xgboost,all_features,0.35,0.28112,407,2025-01-01
2025-01-01,xgboost,all_features,0.4,0.281875,407,2025-01-01
2025-01-01,xgboost,all_features,0.45,0.277465,407,2025-01-01
2025-01-01,xgboost,all_features,0.5,0.278893,407,2025-01-01
2025-02-03,xgboost,all_features,0.0,1.0,407,2025-02-03
2025-02-03,xgboost,all_features,0.05,0.778858,407,2025-02-03
2025-02-03,xgboost,all_features,0.1,0.696009,407,2025-02-03
2025-02-03,xgboost,all_features,0.15,0.566374,407,2025-02-03
2025-02-03,xgboost,all_features,0.2,0.433764,407,2025-02-03
2025-02-03,xgboost,all_features,0.25,0.397717,407,2025-02-03
2025-02-03,xgboost,all_features,0.3,0.371905,407,2025-02-03
2025-02-03,xgboost,all_features,0.35,0.377781,407,2025-02-03
2025-02-03,xgboost,all_features,0.4,0.377876,407,2025-02-03
2025-02-03,xgboost,all_features,0.45,0.378714,407,2025-02-03
2025-02-03,xgboost,all_features,0.5,0.378714,407,2025-02-03
2025-03-03,xgboost,all_features,0.0,1.0,407,2025-03-03
2025-03-03,xgboost,all_features,0.05,0.648781,407,2025-03-03
2025-03-03,xgboost,all_features,0.1,0.533651,407,2025-03-03
2025-03-03,xgboost,all_features,0.15,0.496297,407,2025-03-03
2025-03-03,xgboost,all_features,0.2,0.417967,407,2025-03-03
2025-03-03,xgboost,all_features,0.25,0.393705,407,2025-03-03
2025-03-03,xgboost,all_features,0.3,0.410496,407,2025-03-03
2025-03-03,xgboost,all_features,0.35,0.385909,407,2025-03-03
2025-03-03,xgboost,all_features,0.4,0.362135,407,2025-03-03
2025-03-03,xgboost,all_features,0.45,0.361762,407,2025-03-03
2025-03-03,xgboost,all_features,0.5,0.361762,407,2025-03-03
2025-04-01,xgboost,all_features,0.0,1.0,407,2025-04-01
2025-04-01,xgboost,all_features,0.05,0.674083,407,2025-04-01
2025-04-01,xgboost,all_features,0.1,0.578369,407,2025-04-01
2025-04-01,xgboost,all_features,0.15,0.483147,407,2025-04-01
2025-04-01,xgboost,all_features,0.2,0.426053,407,2025-04-01
2025-04-01,xgboost,all_features,0.25,0.40268,407,2025-04-01
2025-04-01,xgboost,all_features,0.3,0.399989,407,2025-04-01
2025-04-01,xgboost,all_features,0.35,0.385539,407,2025-04-01
2025-04-01,xgboost,all_features,0.4,0.356083,407,2025-04-01
2025-04-01,xgboost,all_features,0.45,0.35588,407,2025-04-01
2025-04-01,xgboost,all_features,0.5,0.35588,407,2025-04-01
2025-05-01,xgboost,all_features,0.0,1.0,407,2025-05-01
2025-05-01,xgboost,all_features,0.05,0.745077,407,2025-05-01
2025-05-01,xgboost,all_features,0.1,0.532649,407,2025-05-01
2025-05-01,xgboost,all_features,0.15,0.438222,407,2025-05-01
2025-05-01,xgboost,all_features,0.2,0.421083,407,2025-05-01
2025-05-01,xgboost,all_features,0.25,0.419727,407,2025-05-01
2025-05-01,xgboost,all_features,0.3,0.431663,407,2025-05-01
2025-05-01,xgboost,all_features,0.35,0.414453,407,2025-05-01
2025-05-01,xgboost,all_features,0.4,0.403558,407,2025-05-01
2025-05-01,xgboost,all_features,0.45,0.408431,407,2025-05-01
2025-05-01,xgboost,all_features,0.5,0.408431,407,2025-05-01
2025-06-02,xgboost,all_features,0.0,1.0,407,2025-06-02
2025-06-02,xgboost,all_features,0.05,0.68533,407,2025-06-02
2025-06-02,xgboost,all_features,0.1,0.596737,407,2025-06-02
2025-06-02,xgboost,all_features,0.15,0.539807,407,2025-06-02
2025-06-02,xgboost,all_features,0.2,0.390175,407,2025-06-02
2025-06-02,xgboost,all_features,0.25,0.366007,407,2025-06-02
2025-06-02,xgboost,all_features,0.3,0.381,407,2025-06-02
2025-06-02,xgboost,all_features,0.35,0.419353,407,2025-06-02
2025-06-02,xgboost,all_features,0.4,0.430152,407,2025-06-02
2025-06-02,xgboost,all_features,0.45,0.424462,407,2025-06-02
2025-06-02,xgboost,all_features,0.5,0.421912,407,2025-06-02
2025-07-01,xgboost,all_features,0.0,1.0,407,2025-07-01
2025-07-01,xgboost,all_features,0.05,0.680941,407,2025-07-01
2025-07-01,xgboost,all_features,0.1,0.650109,407,2025-07-01
2025-07-01,xgboost,all_features,0.15,0.546074,407,2025-07-01
2025-07-01,xgboost,all_features,0.2,0.472464,407,2025-07-01
2025-07-01,xgboost,all_features,0.25,0.454693,407,2025-07-01
2025-07-01,xgboost,all_features,0.3,0.476643,407,2025-07-01
2025-07-01,xgboost,all_features,0.35,0.492722,407,2025-07-01
2025-07-01,xgboost,all_features,0.4,0.474969,407,2025-07-01
2025-07-01,xgboost,all_features,0.45,0.469541,407,2025-07-01
2025-07-01,xgboost,all_features,0.5,0.470624,407,2025-07-01
2025-08-01,xgboost,all_features,0.0,1.0,407,2025-08-01
2025-08-01,xgboost,all_features,0.05,0.748066,407,2025-08-01
2025-08-01,xgboost,all_features,0.1,0.556352,407,2025-08-01
2025-08-01,xgboost,all_features,0.15,0.426741,407,2025-08-01
2025-08-01,xgboost,all_features,0.2,0.394587,407,2025-08-01
2025-08-01,xgboost,all_features,0.25,0.385092,407,2025-08-01
2025-08-01,xgboost,all_features,0.3,0.404719,407,2025-08-01
2025-08-01,xgboost,all_features,0.35,0.395696,407,2025-08-01
2025-08-01,xgboost,all_features,0.4,0.39599,407,2025-08-01
2025-08-01,xgboost,all_features,0.45,0.406331,407,2025-08-01
2025-08-01,xgboost,all_features,0.5,0.406529,407,2025-08-01
2025-09-01,xgboost,all_features,0.0,1.0,407,2025-09-01
2025-09-01,xgboost,all_features,0.05,0.708275,407,2025-09-01
2025-09-01,xgboost,all_features,0.1,0.560731,407,2025-09-01
2025-09-01,xgboost,all_features,0.15,0.467954,407,2025-09-01
2025-09-01,xgboost,all_features,0.2,0.371905,407,2025-09-01
2025-09-01,xgboost,all_features,0.25,0.347752,407,2025-09-01
2025-09-01,xgboost,all_features,0.3,0.337862,407,2025-09-01
2025-09-01,xgboost,all_features,0.35,0.341248,407,2025-09-01
2025-09-01,xgboost,all_features,0.4,0.338932,407,2025-09-01
2025-09-01,xgboost,all_features,0.45,0.329964,407,2025-09-01
2025-09-01,xgboost,all_features,0.5,0.328826,407,2025-09-01
2025-10-01,xgboost,all_features,0.0,1.0,407,2025-10-01
2025-10-01,xgboost,all_features,0.05,0.682786,407,2025-10-01
2025-10-01,xgboost,all_features,0.1,0.543448,407,2025-10-01
2025-10-01,xgboost,all_features,0.15,0.475949,407,2025-10-01
2025-10-01,xgboost,all_features,0.2,0.394055,407,2025-10-01
2025-10-01,xgboost,all_features,0.25,0.369698,407,2025-10-01
2025-10-01,xgboost,all_features,0.3,0.34871,407,2025-10-01
2025-10-01,xgboost,all_features,0.35,0.326037,407,2025-10-01
2025-10-01,xgboost,all_features,0.4,0.329359,407,2025-10-01
2025-10-01,xgboost,all_features,0.45,0.321428,407,2025-10-01
2025-10-01,xgboost,all_features,0.5,0.329124,407,2025-10-01
2025-11-03,xgboost,all_features,0.0,1.0,407,2025-11-03
2025-11-03,xgboost,all_features,0.05,0.654351,407,2025-11-03
2025-11-03,xgboost,all_features,0.1,0.524589,407,2025-11-03
2025-11-03,xgboost,all_features,0.15,0.485391,407,2025-11-03
2025-11-03,xgboost,all_features,0.2,0.396766,407,2025-11-03
2025-11-03,xgboost,all_features,0.25,0.361558,407,2025-11-03
2025-11-03,xgboost,all_features,0.3,0.344634,407,2025-11-03
2025-11-03,xgboost,all_features,0.35,0.329092,407,2025-11-03
2025-11-03,xgboost,all_features,0.4,0.332562,407,2025-11-03
2025-11-03,xgboost,all_features,0.45,0.330108,407,2025-11-03
2025-11-03,xgboost,all_features,0.5,0.330598,407,2025-11-03
2025-12-01,xgboost,all_features,0.0,1.0,407,2025-12-01
2025-12-01,xgboost,all_features,0.05,0.717346,407,2025-12-01
2025-12-01,xgboost,all_features,0.1,0.600949,407,2025-12-01
2025-12-01,xgboost,all_features,0.15,0.533317,407,2025-12-01
2025-12-01,xgboost,all_features,0.2,0.439646,407,2025-12-01
2025-12-01,xgboost,all_features,0.25,0.410015,407,2025-12-01
2025-12-01,xgboost,all_features,0.3,0.428396,407,2025-12-01
2025-12-01,xgboost,all_features,0.35,0.408515,407,2025-12-01
2025-12-01,xgboost,all_features,0.4,0.399366,407,2025-12-01
2025-12-01,xgboost,all_features,0.45,0.395451,407,2025-12-01
2025-12-01,xgboost,all_features,0.5,0.391553,407,2025-12-01
2023-01-02,mlp,all_features,0.0,1.0,407,2023-01-02
2023-01-02,mlp,all_features,0.05,0.722677,407,2023-01-02
2023-01-02,mlp,all_features,0.1,0.554537,407,2023-01-02
2023-01-02,mlp,all_features,0.15,0.502555,407,2023-01-02
2023-01-02,mlp,all_features,0.2,0.526035,407,2023-01-02
2023-01-02,mlp,all_features,0.25,0.500816,407,2023-01-02
2023-01-02,mlp,all_features,0.3,0.485753,407,2023-01-02
2023-01-02,mlp,all_features,0.35,0.500687,407,2023-01-02
2023-01-02,mlp,all_features,0.4,0.505364,407,2023-01-02
2023-01-02,mlp,all_features,0.45,0.489225,407,2023-01-02
2023-01-02,mlp,all_features,0.5,0.485512,407,2023-01-02
2023-02-01,mlp,all_features,0.0,1.0,407,2023-02-01
2023-02-01,mlp,all_features,0.05,0.683732,407,2023-02-01
2023-02-01,mlp,all_features,0.1,0.563751,407,2023-02-01
2023-02-01,mlp,all_features,0.15,0.455559,407,2023-02-01
2023-02-01,mlp,all_features,0.2,0.444437,407,2023-02-01
2023-02-01,mlp,all_features,0.25,0.413087,407,2023-02-01
2023-02-01,mlp,all_features,0.3,0.407374,407,2023-02-01
2023-02-01,mlp,all_features,0.35,0.384168,407,2023-02-01
2023-02-01,mlp,all_features,0.4,0.378675,407,2023-02-01
2023-02-01,mlp,all_features,0.45,0.371653,407,2023-02-01
2023-02-01,mlp,all_features,0.5,0.371392,407,2023-02-01
2023-03-01,mlp,all_features,0.0,1.0,407,2023-03-01
2023-03-01,mlp,all_features,0.05,0.73541,407,2023-03-01
2023-03-01,mlp,all_features,0.1,0.551522,407,2023-03-01
2023-03-01,mlp,all_features,0.15,0.523528,407,2023-03-01
2023-03-01,mlp,all_features,0.2,0.521573,407,2023-03-01
2023-03-01,mlp,all_features,0.25,0.458757,407,2023-03-01
2023-03-01,mlp,all_features,0.3,0.411966,407,2023-03-01
2023-03-01,mlp,all_features,0.35,0.434437,407,2023-03-01
2023-03-01,mlp,all_features,0.4,0.444129,407,2023-03-01
2023-03-01,mlp,all_features,0.45,0.419703,407,2023-03-01
2023-03-01,mlp,all_features,0.5,0.414517,407,2023-03-01
2023-04-03,mlp,all_features,0.0,1.0,407,2023-04-03
2023-04-03,mlp,all_features,0.05,0.725614,407,2023-04-03
2023-04-03,mlp,all_features,0.1,0.573186,407,2023-04-03
2023-04-03,mlp,all_features,0.15,0.497289,407,2023-04-03
2023-04-03,mlp,all_features,0.2,0.426382,407,2023-04-03
2023-04-03,mlp,all_features,0.25,0.3809,407,2023-04-03
2023-04-03,mlp,all_features,0.3,0.374729,407,2023-04-03
